index,23_1_www.dotdash.com,23_2_www.dotdash.com,23_3_www.dotdash.com,23_4_www.dotdash.com,23_5_www.dotdash.com,23_6_www.dotdash.com,23_7_www.dotdash.com,23_8_www.dotdash.com,23_9_www.dotdash.com,23_10_www.dotdash.com
25,941086.72,1162456.2,932633.48,939820.24,1181772.48,948765.9999999993,934929.4400000001,1034724.8,940399.68,1181070.92
26,944955.5,1199217.0,937062.0,949649.5,1221257.0,1071854.0,941240.5,1184687.0,1080350.0,1186449.5
27,1041784.0400000004,1265886.04,940829.68,951977.24,1242130.7999999998,1181322.2,946089.76,1217581.0,1164166.64,1213306.12
28,1180058.7999999998,1296450.3599999999,946345.26,961779.38,1328331.6400000006,1192530.6,1074250.9599999995,1224536.44,1185977.42,1222103.42
29,1191547.64,1324834.08,1042361.8399999997,977936.9199999999,1343359.04,1239514.2,1156210.8,1260475.36,1194896.04,1286763.64
30,1198654.46,1357136.2,1185236.4,1068616.0000000007,1354270.8,1311625.4,1176970.0399999996,1267632.98,1211368.34,1322766.58
31,1262379.4000000001,1415390.5999999999,1199864.0,1163326.6000000003,1365877.2,1348043.0,1213260.6,1365051.7999999998,1234554.2,1358076.2
32,1292815.54,1459761.44,1220284.42,1282609.3599999999,1412092.56,1356318.8,1219246.86,1391910.36,1241571.26,1406886.7199999997
33,1306190.72,1461966.48,1254314.84,1310558.72,1419772.64,1359155.2,1310009.88,1418327.92,1274032.0399999993,1449353.2
34,1314207.16,1512644.08,1337777.62,1317982.46,1483482.12,1366910.2,1344792.86,1468288.44,1357453.8,1500404.64
35,1319862.52,1535778.12,1353537.72,1353255.68,1515690.24,1417409.4,1353271.2799999998,1475042.68,1387282.64,1505033.8
36,1351632.3,1554362.2,1367698.8,1394731.2000000007,1542048.8,1421271.5,1355411.7,1557944.3,1390653.3,1515494.1
37,1385032.4799999997,1552831.64,1413752.72,1446991.48,1555106.76,1486029.6,1403960.1600000001,1617656.08,1394307.28,1531923.56
38,1463034.52,1555120.96,1417229.2,1455467.6400000001,1561392.88,1513395.3,1410304.84,1625280.88,1444880.66,1535438.56
39,1515264.36,1563740.92,1428695.5999999996,1504994.04,1568654.3199999998,1530587.4000000001,1422946.72,1630850.44,1448854.92,1535186.56
40,1519694.36,1569387.36,1487380.78,1510956.88,1569511.4,1538832.3999999997,1430037.54,1632172.54,1512629.1,1540053.6
41,1525987.0,1568788.0,1519099.8,1516882.5999999999,1576570.6,1554344.0,1437822.2,1641472.4,1588733.4,1561157.0
42,1533851.32,1624534.44,1542091.82,1522197.28,1584128.2,1554226.4,1500723.62,1650014.52,1608740.26,1604659.82
43,1557073.68,1638226.3599999999,1553855.2,1530078.04,1593636.08,1559010.2,1532328.16,1661361.96,1614456.24,1609622.36
44,1561092.06,1642358.96,1562126.86,1553897.84,1645635.88,1562024.8000000003,1537155.7999999998,1664027.88,1614404.32,1617047.7999999998
45,1567877.5999999999,1645885.24,1567327.5999999999,1558390.72,1650853.8,1563445.0,1538904.8,1663772.04,1614605.44,1624747.2
46,1570612.5,1653383.6,1570451.9999999998,1559428.4000000001,1651822.2000000002,1617774.5,1561368.5,1664130.3,1619450.1,1627911.5999999999
47,1576454.9199999997,1653287.64,1574246.48,1564627.2400000005,1655273.48,1629137.6,1560813.32,1670885.44,1624757.64,1650837.36
48,1592666.4399999997,1656751.12,1574254.64,1572673.2,1665653.08,1633067.8,1560803.24,1671913.46,1638427.68,1650566.4
49,1597694.4,1659239.96,1578276.04,1588982.2000000002,1671936.16,1639880.2,1562353.24,1672122.56,1642626.24,1654130.92
50,1604824.98,1679675.76,1581689.2,1607046.26,1693680.36,1647114.8,1571212.3999999997,1682530.5,1645702.84,1658408.9199999997
