index,363_1_soundcloud.com,363_2_soundcloud.com,363_3_soundcloud.com,363_4_soundcloud.com,363_5_soundcloud.com,363_6_soundcloud.com,363_7_soundcloud.com,363_8_soundcloud.com,363_9_soundcloud.com,363_10_soundcloud.com
24,1588573.04,1662572.16,1589756.2000000002,1579929.34,1415846.38,1339500.52,1291115.56,1289545.82,1282348.2,1284849.84
25,1592247.56,1669311.36,1598307.92,1593426.92,1425042.76,1343862.1199999999,1290880.12,1301767.9600000002,1302696.1199999999,1288242.8
26,1597644.0,1710505.0,1607081.5,1602573.0,1438335.0,1354707.0,1298001.0,1329878.0,1307477.0,1289606.5
27,1607889.96,1726698.88,1620251.56,1612721.92,1449536.64,1377467.56,1320356.88,1348718.92,1360040.36,1297490.12
28,1637448.44,1751766.44,1634977.16,1622436.6,1468553.26,1382100.96,1325064.76,1385516.28,1375650.46,1298997.16
29,1638259.7999999998,1761430.92,1645849.24,1641389.28,1475877.92,1401857.72,1327282.0799999996,1400208.92,1396669.8800000001,1307401.8
30,1681302.76,1771052.96,1671278.24,1641313.66,1481968.74,1423017.0400000003,1366603.68,1404470.06,1397851.84,1331025.12
31,1702754.0,1773491.8,1690696.6,1650355.0000000005,1508452.8000000005,1438118.8,1373897.8,1417463.2,1407258.5999999999,1381073.0
32,1713195.64,1778578.56,1701380.12,1670372.54,1642970.0,1476796.44,1384697.36,1421007.5,1417301.7,1390120.1
33,1720505.72,1786846.48,1713097.48,1705886.8800000001,1693219.68,1506712.08,1395436.56,1434654.92,1426337.04,1399151.68
34,1729210.2,1938431.92,1737700.54,1722889.46,1699814.26,1626842.16,1428029.6,1440574.62,1429011.42,1421839.5999999999
35,1734393.0,1946907.68,1747841.12,1734434.6,1710711.52,1628646.48,1436362.96,1440386.76,1430886.92,1440692.96
36,1735759.0,1958227.4,1749493.3,1755357.1,1716896.2999999998,1651343.0,1436439.8,1454400.9,1456772.0,1459027.399999999
37,1740675.36,1978927.96,1751485.48,1759152.84,1723904.96,1691276.24,1441112.92,1471935.16,1457937.92,1471265.12
38,1743354.76,2007056.6800000002,1763133.52,1759969.04,1761308.76,1719104.16,1443234.36,1478290.58,1460591.54,1474321.94
39,1768373.92,2017887.5999999999,1778713.56,1774772.92,1774506.4,1729955.72,1468320.0799999998,1489309.68,1468485.36,1476376.12
40,1779143.4,2055387.52,1786737.02,1786766.06,1792771.1,1769627.52,1477512.08,1527359.78,1475114.08,1482951.4399999997
41,1790468.7999999998,2072066.1999999997,1793469.2,1794800.6,1808259.0,1788264.0,1497579.2,1644910.4,1577000.4,1491190.4000000001
42,1932850.24,2087772.0399999998,1913586.3200000005,1802324.62,1825438.1,1804228.2,1526731.4,1693169.96,1629621.94,1638252.4000000001
43,1973119.04,2102269.8,1964826.2000000004,1809160.0,1841766.8,1823554.92,1535642.44,1701293.4000000001,1676834.24,1664002.1199999999
44,1985730.52,2115335.8,1985424.2800000014,1956768.7200000002,1859508.3599999999,1839747.6,1682429.96,1702754.88,1682168.18,1696733.06
45,1991188.8800000001,2133579.6,2000062.6,1962201.96,1879957.4,1852209.8,1686803.32,1712076.16,1694110.36,1702665.7599999998
46,1998639.2000000002,2147258.0,2005967.1,1970483.9,1896450.0,1873323.0,1696152.8,1720829.2000000002,1697809.3,1712489.2
47,2001175.96,2162668.4,2009215.5600000005,2017525.96,1913761.16,1889050.04,1699677.2,1726441.36,1702667.6,1713863.36
48,2009408.32,2181896.4,2019859.48,2022341.7600000002,1926722.44,1905383.4,1705001.8,1727222.4,1706480.94,1724412.6
49,2014860.48,2199544.8,2020765.76,2032010.8,1933588.28,1922523.2,1714141.32,1767630.1200000003,1712110.68,1727716.96
50,2019195.56,2213800.8,2024951.38,2035714.62,1940237.02,1932216.4,1716306.96,1769419.16,1714049.58,1729779.08
