index,268_1_translate.google.de,268_2_translate.google.de,268_3_translate.google.de,268_4_translate.google.de,268_5_translate.google.de,268_6_translate.google.de,268_7_translate.google.de,268_8_translate.google.de,268_9_translate.google.de,268_10_translate.google.de
17,102413.28,99535.56,23781.679999999997,105961.88,102659.52,101176.88,23675.52,195128.24,86993.55999999998,16574.16
18,104230.24,100642.76000000001,32457.880000000005,112347.47999999978,101940.84,102543.66,32715.599999999995,199367.38,98658.82,23967.08
19,108978.92,102681.96,63094.59999999996,176904.1199999999,103580.84,101947.56,50386.800000000054,204178.83999999997,102033.12,23718.96
20,110092.52,103629.62,94870.83999999988,196037.32,106120.87999999999,105838.98,75749.20000000001,206935.86,101283.22,26251.760000000028
21,112016.4,107514.99999999997,101889.4,194439.2,109189.00000000001,106704.0,99877.2,208819.19999999998,102833.2,41337.60000000004
22,110743.68,109488.4,103447.28,195485.16,112147.88,134439.62000000005,101426.72,211599.46,106202.88,83196.68
23,109556.76,113839.68,103104.04,197376.52,111032.52,175987.44,103116.12,213942.64,105610.56,98975.87999999999
24,108338.84,127453.84000000001,104771.06,201501.72,175588.32,191689.15999999997,102357.72,215278.11999999997,143450.98,100357.23999999999
25,125752.35999999991,152066.23999999987,104605.39999999998,202705.35999999996,203365.04,192971.84,104193.04,215373.92,191222.12,102065.36
26,131083.0,198937.0,111463.0,203791.99999999994,203851.0,198102.0,109658.0,251614.0,192641.5,101415.5
27,140781.19999999998,204482.28,110450.4,206751.63999999998,205688.28,199917.84,111111.4,312914.36000000004,196860.16000000003,103050.64
28,186199.24,203070.94,122461.51999999981,207877.28,206598.44,201474.32,117392.36000000023,344081.24,198226.88,106794.46
29,190431.76,205070.52,158468.79999999996,216554.04,205863.84,202973.44,166307.4,362504.92,200567.31999999995,106364.52
30,192335.72,208657.06,197101.54,221677.84,207096.92,205222.42,201740.80000000005,363473.86,200860.02000000002,106103.06000000003
31,207547.6,207857.6,195593.6,223132.6,208825.4,206153.6,201887.4,367699.2,202299.2,142040.20000000004
32,210215.28,206764.66,197267.82,226307.67999999976,211157.4,213435.08,200687.56,368533.02,206206.66,158188.76000000013
33,213781.56,212039.48,198515.15999999997,283645.6799999995,211816.44,216416.2,199802.32,372260.56,205702.68,187606.16000000003
34,215146.52,211989.38,198996.26,347736.12,216035.04,218375.34,201475.68,373166.94,209214.72,199100.42
35,224296.76,213617.56,198075.16,348350.64,221784.68,218289.24,203872.44,374824.64,210588.6,200694.44
36,250706.19999999987,216791.1,199614.7,351566.4,220445.2,252873.00000000003,205731.6,378318.6,210932.6,200236.9
37,306833.12,217943.84,204489.92,354535.83999999997,222153.08,290268.91999999987,210046.56,381309.96,227895.20000000013,199333.24
38,339829.92,218775.78000000003,208908.94,358292.92,221289.36,342547.0,209987.52,384097.68,279589.47999999975,198390.58
39,341948.3599999999,222979.52,208736.36,374730.87999999995,224184.0,344127.96,211534.08,386930.68,318903.8,197282.92
40,341118.16,222458.08,210859.58,378677.07999999996,280726.63999999996,344641.24,210921.76,389285.8,336272.14,205652.84000000003
41,342891.2,223374.2,211808.2,382394.5999999999,296489.0,346513.8,210138.6,391100.6,337761.6,208846.6
42,345389.16000000003,260028.46000000005,210906.18,383651.36,332190.1199999997,350898.88,207948.16,395409.8,337049.92,208741.74
43,356761.88,334135.91999999987,209374.16,385402.88,350348.24,353183.56,218568.60000000003,395175.12,339062.08,208636.88
44,367672.32,349467.28,214032.79999999996,387793.84,351734.19999999995,369966.76,226385.96000000005,397312.66,344066.68,208730.42
45,368145.52,349271.84,223139.88,388279.16,353199.72,371282.92,228596.84,400206.43999999994,344790.12,209940.68
46,370399.8,350554.7,224950.9,391890.99999999994,354652.8,371479.2,228257.8,400641.6,345899.4,209748.2
47,372845.48,357074.24,228917.28,393401.36,371269.2,373524.32,228097.96,403089.44,364312.96,211961.24
48,373387.36,356304.32,232468.04,398280.5199999999,375504.72000000003,375438.38,228689.12,405456.94,364045.64,211617.7
49,372135.55999999994,357688.55999999976,232670.48,398382.92,376422.2,375060.32,228118.8,407842.28,366053.52,211097.76
50,376266.76,375903.33999999997,233883.4,398332.04,377004.4799999999,376759.02,247923.87999999992,410052.36,368417.22,211769.94
