index,2_10_www.google.com,2_1_www.google.com,2_2_www.google.com,2_3_www.google.com,2_4_www.google.com,2_5_www.google.com,2_6_www.google.com,2_7_www.google.com,2_8_www.google.com,2_9_www.google.com
28,635695.7999999999,581877.4,489298.4,654916.8,636603.7999999999,905246.5200000003,483370.77999999997,206821.22,196588.88,400537.64
29,749800.9999999999,701910.0000000001,606403.8400000001,669107.12,783245.4,1055725.28,509285.2,234872.80000000008,200228.16,400360.04
30,813917.7999999996,754714.0,698932.32,667137.28,836424.7999999992,1167182.0400000005,511653.44,270556.4800000001,204426.88,405515.51999999996
31,964534.0,855582.0,705539.4,714553.6000000001,940896.0,1279112.8000000012,510220.8,305923.8,208939.4,408363.6
32,1110994.8,1042877.8000000003,720053.28,792280.64,976505.2,1410317.5599999998,509578.18,371602.7200000001,209311.60000000003,411886.76
33,1196964.0,1245500.6000000003,741512.8800000002,928178.9200000003,978297.4,1588158.3200000005,569843.8400000001,377497.64,252633.56,484477.16
34,1280146.6,1403670.1999999997,836572.8000000002,1029444.2000000004,1057713.0000000002,1785714.080000001,696510.7999999998,394139.58,331817.8399999998,490475.44
35,1366489.0,1579249.0,866060.4,1112512.8399999999,1193921.5999999996,1926811.8,743281.9599999995,398322.2,390178.5200000001,489653.64
36,1496482.0,1689700.0,940058.4000000006,1155296.8,1276408.0,2094391.6000000003,850824.3999999999,400138.1,392339.2,556813.2000000001
37,1664314.1999999988,1800930.2,1084140.4,1241808.8,1474496.2,2211459.360000001,939896.64,400674.12,398461.8,686035.8800000004
38,1865659.7999999998,1945271.6,1182603.4000000004,1348102.96,1583371.6,2350787.4,1039089.04,401764.56,399582.84,704128.16
39,1973637.8,2090070.8,1292580.12,1610050.3200000003,1763346.4000000001,2429284.8800000004,1147895.72,405114.44,401499.80000000005,739545.24
40,2096806.9999999995,2104992.0,1450180.4400000002,1739996.6400000008,1849136.8,2572275.640000001,1328240.1600000001,406923.1200000001,408186.92,835944.1199999996
41,2105666.0,2132179.0,1642015.4000000001,1949674.2000000016,1921037.0,2672667.4000000013,1463333.6000000003,408692.6,414913.8,931246.6000000001
42,2131549.2,2134783.2,1749620.88,2151329.8000000003,2040205.8,2795200.04,1628831.9200000004,411830.08,417849.92,1038631.6399999999
43,2134260.6,2135309.6,1915469.5200000003,2228458.920000001,2159108.3999999994,2802283.52,1840468.4800000007,410851.32,416909.6,1133799.6799999992
44,2138879.0,2157611.8,2034987.6,2389092.2800000003,2307354.6,2832412.62,2064750.9200000009,429983.6000000002,419471.68,1270218.6400000001
45,2160667.2,2173317.6,2152224.84,2492305.44,2429412.9999999995,2835632.76,2142209.44,503306.3200000005,501117.7999999999,1402521.16
46,2178872.0,2184559.0,2283331.6000000006,2530941.7,2595573.0,2857066.1,2148055.6999999997,610604.4000000001,592998.6000000003,1530756.8
47,2184415.0,2188524.6,2369370.08,2539933.72,2683830.1999999997,2861410.84,2165588.76,622455.7200000001,654313.6,1703324.0
48,2190935.6,2191697.2,2408105.2,2560406.12,2688865.8,2880455.46,2172134.62,623283.42,693727.16,1852363.7600000007
49,2194866.4,2195633.6,2467938.76,2562905.44,2696272.4,2883740.44,2175625.32,695730.84,699148.76,1989884.5599999996
50,2195393.2,2196307.8,2484579.52,2564592.04,2701243.0,2886058.04,2176467.76,698764.7200000001,702970.52,2107592.12
