,209_1_www.playstation.com,209_2_www.playstation.com,209_3_www.playstation.com,209_4_www.playstation.com,209_5_www.playstation.com,209_6_www.playstation.com,209_7_www.playstation.com,209_8_www.playstation.com,209_9_www.playstation.com,209_10_www.playstation.com,210_1_www.playstation.com,210_2_www.playstation.com,210_3_www.playstation.com,210_4_www.playstation.com,210_5_www.playstation.com,210_6_www.playstation.com,210_7_www.playstation.com,210_8_www.playstation.com,210_9_www.playstation.com,210_10_www.playstation.com,211_1_www.playstation.com,211_2_www.playstation.com,211_3_www.playstation.com,211_4_www.playstation.com,211_5_www.playstation.com,211_6_www.playstation.com,211_7_www.playstation.com,211_8_www.playstation.com,211_9_www.playstation.com,211_10_www.playstation.com,212_1_www.playstation.com,212_2_www.playstation.com,212_4_www.playstation.com,212_6_www.playstation.com,212_7_www.playstation.com,212_8_www.playstation.com,212_9_www.playstation.com,212_10_www.playstation.com
10,1410792.4,917601.4,871843.0,1044884.1999999995,920012.6,1359561.0,1278272.3999999994,1058474.0,1290400.8,844740.0,3903.599999999999,3562.8,4878.2,5193.6,3927.0,3779.999999999998,8628.000000000002,5650.4000000000015,4389.8,4350.0,4075342.0,4172998.4,3719821.7999999993,3462117.2,2776284.4,3567603.0,4555287.0,4199564.200000001,3901060.8,3931105.0,4556514.0,5270977.0,5498546.0,4665721.199999998,5193707.0,5183981.0,5130491.999999999,1605297.1999999997
11,1843945.64,1210549.4400000002,1093431.9999999998,1421370.44,1133137.84,1560272.9,1483407.48,1250103.6,1576606.9999999998,913464.2,4098.78,4117.86,4180.92,7115.52,3584.4,4036.72,8628.24,5378.04,5718.519999999998,6370.499999999999,4451928.16,4763098.080000001,4425413.44,3887125.94,3091221.52,4363715.0,5323906.5,4941100.52,4609534.62,4616512.0,5402847.599999999,5814292.999999999,6699990.7,5388131.12,5867101.88,6052869.0,6169835.159999997,1893767.04
12,2233903.160000001,1573600.24,1428892.999999999,1777150.08,1389289.64,1869860.4,1629260.4800000002,1379311.0,1884958.92,917481.0,4846.399999999999,4135.88,4705.759999999998,6909.36,4045.599999999998,3875.64,10305.6,4688.68,8486.199999999999,7361.400000000012,5020847.84,5462785.32,4995385.08,4304955.6000000015,3751165.16,4904409.0,6043157.800000002,5603533.28,5290115.0,5347210.0,6194650.599999999,6515212.799999999,7576004.799999998,6371196.72,6645714.760000002,6747974.2,6880140.44,2301040.0000000005
13,2703507.34,1741021.52,1591808.8,2181687.28,1581203.84,2067192.1,1821166.4,1585129.2,2145404.52,966284.8000000005,5559.62,5292.799999999998,5925.200000000002,7005.760000000002,4269.999999999999,3587.64,11142.08,5914.879999999999,8439.039999999999,8409.9,5670371.96,5918571.52,5594203.42,4877562.18,4384913.48,5634028.0,6751707.200000001,6289906.16,5908161.94,6027618.5,6861569.199999998,7254591.0,8455177.6,7288342.14,7604736.04,7259455.600000002,7711657.32,2579560.64
14,3189855.0400000005,2176416.600000002,1954685.8,2425023.720000001,1915354.080000001,2192292.4,1933574.6,1734692.2,2370280.2399999998,1034536.5999999995,5214.76,5521.839999999998,5988.68,9465.399999999994,4966.4,3872.84,11037.840000000006,6411.6399999999985,8161.12,8632.800000000001,6249529.479999999,6219433.4,6063199.12,5394638.680000002,5267236.08,6234975.0,7529677.6,7005343.68,6461728.24,6630568.0,7584285.199999997,8114384.2,9210315.8,8349538.44,8444327.24,8431639.0,8589623.84,2980163.36
15,3477928.8000000007,2603392.4000000004,2214090.0,2930015.0,2282527.0,2410092.5,2038419.0,1901246.0,2690236.6,1229038.0,4946.200000000002,5289.3,8138.000000000001,10205.6,5093.0,4131.9,12626.6,8697.6,8369.8,7933.5,6899801.3999999985,6654749.6000000015,6673289.5,5726846.8,5672694.2,6886974.5,8216896.0,7664307.8,7103746.2,7289220.0,8462863.0,8889288.0,10080243.0,9226364.9,9293672.6,9067932.0,9633673.8,3364301.199999999
16,3570546.92,2940978.9200000013,2434277.8,3097958.24,2609384.8,2648447.0,2185115.68,2053497.6,3042638.04,1323080.4,4620.44,4840.96,8058.92,10484.64,5297.4,5435.119999999999,13151.92,8484.800000000001,7767.519999999998,12616.400000000012,7634074.6,7087459.6400000015,7273568.079999999,6262298.76,6516338.6400000015,7590938.0,8503142.600000001,8287612.96,7689706.0,7880817.0,9259901.599999998,9587852.6,10695350.0,10182746.72,9979886.72,9863853.0,10526213.16,3883400.76
17,3877177.12,3275864.64,2748191.0,3259052.68,2907808.6,2731694.7,2403512.44,2319302.200000001,3404058.52,1346501.4,4780.519999999999,4679.14,7781.360000000002,11937.239999999994,5285.2,5533.42,14930.72,8594.92,11209.800000000007,19794.8,8259786.0,7254786.64,7883596.959999997,6483343.280000002,7583174.56,8285964.0,9089508.800000004,8745839.44,8335151.56,8408279.0,10060761.2,10416425.0,11168161.2,11122086.58,10825294.88,10548370.400000002,11371225.52,4470290.8
18,4321877.6,3598339.16,3052650.199999999,3385199.96,3128284.76,2849647.2,2679019.0800000005,2556558.4000000004,3648029.64,1468196.8000000003,8542.079999999998,5308.040000000003,9791.44,13027.320000000003,4949.8,5234.76,14521.160000000002,8179.6799999999985,19611.72,19539.0,8661520.36,7761543.840000003,8423696.759999998,6946999.0,8099583.479999999,8746556.0,9807434.2,9117725.76,8843240.880000003,8906926.0,10953371.0,11086150.8,11624300.4,11493240.4,11326026.44,11164339.2,12110606.159999998,4973364.319999998
19,4589027.64,3922833.2800000017,3440389.6000000006,3552326.56,3359133.2400000007,3051314.0,2936720.88,2785309.4,3784868.32,1637207.4,8607.7,8841.52,12643.839999999973,12634.56,4799.800000000001,5149.56,13937.719999999998,9426.799999999992,19347.88,19198.0,9280213.4,8213589.6800000025,8871435.599999998,7141347.14,8624702.52,9272500.0,10210494.8,9489088.84,9501003.4,9510483.0,11329519.6,11323759.0,12126130.2,12185308.64,11723906.6,11702375.6,12291877.36,5418287.6
20,4795926.8,4258231.0,3788637.0,3661074.6,3756455.8,3280148.0,3337083.0,2978858.0,3934652.2,1663607.0,8589.8,8622.0,15189.0,12265.2,4304.0,4722.200000000002,15533.8,16702.399999999983,19092.8,20040.0,9779936.0,8625217.2,9469258.2,7610121.0,9086589.0,9852372.0,10630687.0,10080399.400000002,10012520.000000002,10195715.0,11811090.0,11782029.0,12305850.0,12346690.6,12293241.6,12257470.0,12677673.2,5975890.6
21,4950012.34,4581692.64,4179368.4,3819057.4,4111820.68,3564845.7999999993,3690504.0,3179808.4000000013,4181663.16,1860602.8000000003,8589.36,8617.22,18314.559999999983,14248.72,4250.200000000002,4662.219999999998,17779.8,19721.12,19780.52,21192.900000000005,10486641.84,9207109.480000002,9635017.56,8038461.6400000015,9579625.640000002,10318781.5,11523504.400000002,10758070.6,10307246.420000002,10846904.0,12291293.0,12281404.7,12697385.1,12834425.319999995,12417433.48,12305887.6,13360434.56,6635663.040000001
22,4986620.28,4592450.12,4580900.6,3965290.0400000005,4329472.68,3839438.2,4047697.6,3474919.6,4407961.52,2112819.6,8375.08,8625.76,19001.4,14065.16,5833.799999999994,4317.280000000002,17591.719999999994,19526.2,19654.92,34513.400000000016,11171119.52,9759277.2,10481298.8,8526230.0,10021220.0,10780768.0,12246297.2,11314642.8,10910839.88,11494167.0,12601042.8,12463990.4,13431542.199999996,13583536.88,13008736.48,12637297.400000002,14344706.639999995,7189174.56
23,5170725.02,4836865.760000002,4606959.199999998,4253645.32,4534756.4,4023394.4,4374027.3999999985,3674662.2,4588357.96,2455824.8,8508.38,8713.86,19703.2,16380.36,6164.000000000001,6557.64,19648.600000000006,19237.96,35492.80000000002,51546.4,11582077.56,10290364.8,11191021.68,8950430.66,10603568.68,11324210.0,12779921.7,11964812.92,11428973.08,11999585.0,13634829.0,13168431.199999996,14466132.799999995,14464541.159999995,13619426.16,13373923.2,15164621.2,7779168.88
24,5233379.6400000015,4973465.44,4795499.8,4617758.64,4841529.68,4234027.0,4709485.5200000005,3876662.400000001,4791302.4,2733627.0,8130.2400000000025,8540.6,19700.96,16465.72,7327.599999999988,6415.6,19414.64,19837.56,54155.44,64338.80000000013,12166262.16,10851369.96,11713871.48,9442400.56,11176130.4,11943100.0,13779143.6,12579790.72,11978900.32,12472897.0,14492770.2,14004504.799999995,15350415.999999994,15333148.52,14354121.04,14055463.400000002,15403345.36,8343998.12
25,5381086.0,5055904.5,4963613.0,4789289.0,5031317.0,4434747.0,4995858.0,4058131.0,4972531.0,3091145.0,7865.5,8342.5,36070.999999999905,16337.0,8313.0,6288.5,21202.0,19868.0,71553.0,83496.0,12703754.0,11266769.0,12310414.0,10149712.0,11808013.0,12613448.0,14479704.0,13129655.0,12354298.0,12701444.5,15033116.0,14887430.5,15427733.0,15429751.5,15019313.0,14889831.0,15442708.0,8877580.0
26,5653370.199999998,5177947.04,4994069.0,4941707.8,5177114.12,4587494.3999999985,5283010.48,4212419.6000000015,5140445.76,3335405.200000002,9997.199999999992,8120.880000000001,50462.59999999999,15716.520000000004,8362.4,6381.72,27106.6,33578.84,98452.11999999994,94393.20000000004,13305665.72,11696226.8,12977882.88,10764776.72,12301978.28,13229827.0,15045919.8,13716281.32,12711146.040000005,13327040.0,15168050.4,15405388.8,15597335.4,15532393.759999998,15169923.44,15411402.8,15885651.56,9280315.2
27,6078990.84,5352233.18,5171535.3,4978705.8,5188170.24,4721582.1,5569236.0,4441127.000000001,5283629.28,3614920.0,15066.84,8539.100000000006,57546.07999999997,18744.799999999992,8122.000000000001,8355.759999999998,27105.28000000001,67058.31999999998,122765.52,119826.00000000006,13871833.4,12226237.52,13665123.48,11283313.68,13126693.08,13840868.0,15609410.1,14297851.64,13085004.14,14063776.0,15441219.8,15422390.6,16109015.9,16344479.62,15448169.04,15439158.4,16779451.72,9721978.959999997
28,6254143.56,5632788.7200000025,5276290.4,5078733.520000001,5303578.920000002,4863148.0,5885060.44,4714416.0,5408828.32,3914652.4,17599.759999999987,12261.800000000005,75455.84,27451.51999999997,8167.799999999998,8602.16,32044.160000000018,90692.47999999997,149139.36000000004,135550.8000000001,14294680.2,12692156.56,14445413.8,11913752.48,13636950.040000005,14417735.0,16219518.200000005,14889089.52,13601295.24,14764817.0,15892085.799999995,15560202.6,16669553.599999998,17233963.96,15853075.88,15670577.4,17660744.36,10176683.44
29,6403857.24,5768765.06,5412291.0,5228653.3599999985,5480164.400000001,5023861.899999999,6251774.3599999985,4911081.6000000015,5526676.4,4141467.2,19547.9,14970.7,92819.31999999996,27285.8,8285.6,8695.38,65191.8,122776.76,175398.47999999998,153839.20000000007,14711938.279999996,13325603.08,14990708.519999998,12512695.74,14367181.2,14990946.0,16829391.2,15518480.279999996,14229650.46,15203665.0,16968721.399999995,16403883.2,17610029.399999995,18135308.68,16750851.920000002,16536315.000000002,18686865.28,10759747.4
30,6635863.4,5997013.4,5694734.0,5403256.6,5820555.400000001,5236915.0,6480725.199999998,5114179.0,5801033.2,4344064.0,19673.0,17495.800000000025,99931.0,27014.2,7783.0,8659.0,73789.00000000003,153051.79999999993,200993.59999999992,159111.0,15411591.599999998,13881066.4,15588410.6,13014405.4,14914420.000000002,15566852.0,17396342.000000004,16173324.8,14885810.2,15914681.0,18119148.0,17299606.0,18528861.0,19095975.6,17750859.400000002,17662566.0,19750790.6,11417874.4
31,6879491.5,6239957.16,5791115.9,5604305.279999998,6195726.16,5388791.3999999985,6717296.72,5353116.4,5983439.840000002,4580429.0,19371.54,19787.96,113309.1999999999,27381.8,7658.4000000000015,8564.78,112737.64000000007,161437.95999999993,227944.72000000012,187001.20000000004,16043506.919999998,14429851.400000002,16135896.279999996,13593680.04,15378583.6,16120555.0,17919903.0,16829948.919999998,15291159.98,16439569.0,19189564.6,18231460.6,19526597.4,20203024.36,18808239.48,18753974.000000004,20813873.72,12019781.44
32,7271954.040000001,6427827.840000003,6023980.3999999985,5782532.64,6337105.8,5587474.0,6998712.08,5615402.0,6090474.8,4715496.6000000015,19697.8,19623.56,139474.43999999992,27910.32,8990.999999999995,8193.36,142966.88,216534.55999999997,260059.04,208920.2,16565302.2,14846243.8,16803046.28,14214596.88,15827894.56,16786018.0,18353274.2,17608858.96,15747807.56,16829151.0,20209956.4,19189959.6,20517185.2,21073363.719999995,19898751.36,19671160.4,21902767.84,12433263.72
33,7759640.32,6822336.78,6192573.9,6034081.48,6520757.88,5800891.999999999,7141209.72,5776681.0,6223705.88,4858765.0,20135.619999999995,19501.36,150762.43999999992,37844.79999999983,11203.99999999999,8149.54,150670.6,239249.27999999988,293803.12,227395.8000000001,17363128.559999995,15181697.72,17393675.12,14838237.6,16536926.44,17368482.0,18878147.2,18334605.559999995,16367261.320000006,17210647.0,21253050.8,20140574.8,21252179.0,22105151.36,20865930.84,20659296.6,22880146.96,12812058.88
34,8281127.239999998,7048409.080000001,6243691.6,6108272.8,6703805.8,6172418.0,7282970.2,6048128.0,6398008.04,5186685.4,20151.92,19231.84,176926.52,62760.55999999999,13690.999999999993,7782.199999999996,183894.44,261561.4399999999,320210.7600000001,253793.00000000015,18004277.04,15461290.68,17523687.76,15467080.16,17113651.44,17676820.0,18996228.2,18833908.88,17060545.36,17490549.0,22251934.2,21263894.8,22201235.399999995,22886329.12,21603258.0,21632859.4,23514917.64,13204639.36
35,8741828.4,7372449.200000001,6523039.0,6242327.6,6959421.0,6405185.5,7614115.0,6468222.0,6667601.599999999,5514038.0,23452.999999999924,19458.0,192182.2,88906.19999999981,17000.0,9827.49999999999,217593.8,291073.6,331659.2000000001,284102.0,18821699.2,15855222.8,17746679.599999998,16111854.400000002,17690232.2,18278265.0,19212400.5,18972152.3,17606972.900000002,17840277.0,23305496.0,22314482.0,23177921.5,23273245.7,22571789.8,22423782.0,23894749.2,13210992.8
36,9015501.36,8018081.08,6807914.599999999,6421941.239999998,7220635.479999999,6731359.2,7947587.280000002,6782321.800000003,6918186.520000001,5876866.4,50976.67999999997,19969.52,210114.92,112095.27999999996,18456.6,12722.719999999996,241447.36,320450.71999999986,362146.88,312182.2000000001,19142861.56,16436848.640000002,18359142.48,16726308.24,17741052.08,18555632.0,19876704.4,19001079.16,18062202.000000004,18347829.0,24149026.8,23667052.4,24306922.8,23742017.48,23626384.28,23367705.200000007,24399065.92,13536947.44
37,9103773.52,8413164.9,7158696.4,6796754.68,7476059.6400000015,7077324.599999999,8241069.800000002,7234050.0,7172865.28,6056663.2,76824.27999999994,19920.28,229410.64,137249.03999999983,19546.6,14684.099999999995,277760.2400000001,345984.9599999999,395655.0,341404.40000000014,19553847.72,17044004.6,18860115.559999995,17266112.08,18114809.160000004,18971116.5,20643137.800000004,19352745.36,18450564.22,18447578.0,25033861.4,24536465.6,25378218.1,24214610.16,24658434.64,24330611.4,24975955.52,14185571.76
38,9121502.12,8814159.880000003,7554099.0,7100204.919999999,7875987.760000002,7353062.3999999985,8413604.4,7530800.0,7525689.76,6239807.3999999985,84067.59999999999,22439.20000000009,246743.63999999984,152760.23999999993,19364.2,15030.68,303043.4800000001,369538.0799999999,415287.96,370630.60000000015,20070618.56,17814311.440000005,18982175.84,17921837.92,18628654.8,18985534.0,21428206.4,19949250.84,18898021.32,18970359.0,25930757.4,25400041.8,26414686.399999995,24879582.0,25445210.12,25596045.4,25805254.559999995,14819007.24
39,9126832.74,9094895.680000003,7989817.599999999,7553374.760000002,8205981.44,7723269.399999998,8600127.88,7961268.0,7857531.92,6414692.0,86720.14,38004.70000000001,267565.91999999987,174455.71999999988,19276.0,14883.940000000002,329983.4400000002,408005.44,435443.68,399828.80000000016,20699770.8,18469555.64,19072414.6,18585346.56,19108362.52,19383975.0,21847134.9,20642069.48,19013921.38,19064944.5,27001858.4,26404476.2,27419252.5,25811620.939999994,26519642.36,26405515.200000007,26846712.6,15279036.48
40,9136877.6,9110311.2,8395341.0,8131574.3999999985,8539649.6,8012106.0,8767540.0,8333572.0,8154010.2,6687207.0,91369.79999999994,40893.000000000015,288660.7999999999,186882.8,19254.0,14765.999999999995,354738.4000000001,424763.0,464725.2,429062.0,21319993.0,18943600.6,19396333.8,19008504.6,19777979.2,19859598.0,21864320.0,21373441.800000004,19468643.600000005,19541974.0,28005457.0,27299008.0,28455473.0,26881007.4,27342054.4,27303780.0,27671841.4,15286660.6
41,9167000.34,9120589.62,8750991.0,8617710.44,8768652.88,8301738.199999998,8990966.239999998,8641002.0,8363289.2,6820280.000000001,105499.32,43905.3,309864.71999999986,203481.91999999995,18963.0,16402.959999999992,394315.36,454852.55999999976,502436.6000000001,462349.3,21758442.0,19190822.24,19926150.58,19452998.200000007,20360203.6,20531265.5,21888905.9,21844995.14,20121816.12,20104478.0,28937141.0,28437417.4,29447732.4,27942254.86,28168256.68,28473586.200000007,28413913.76,15307791.44
42,9202162.4,9132471.6,8993511.2,8978658.16,8950367.0,8590900.0,9154063.48,8909571.0,8698629.959999999,7128994.8,110301.24,46718.52,331068.6399999999,232532.64,19210.2,17465.92,421388.4,477158.3599999999,527990.04,495608.6,21856619.68,19831155.040000007,20595022.8,19992068.6,20807216.280000005,21213121.0,21933738.6,21868895.24,20658937.48,20608486.0,29926051.2,29287309.6,30475170.2,29025750.639999993,29073417.160000004,29582357.4,29545724.96,15428175.04
43,9256000.2,9154399.7,9082744.0,9084549.76,9035778.08,8820817.6,9182037.88,9115928.6,9038894.88,7475107.999999999,123553.24,57777.479999999974,344149.0799999999,256968.71999999997,19295.8,17578.6,459197.84,500735.8799999998,561616.16,528988.0,21880814.04,20594808.840000004,21190140.08,20595648.12,21365116.12,21750115.0,21971223.9,21893217.22,21345304.600000005,21197337.0,30937626.399999995,30172271.0,31451933.8,30127919.559999995,30138764.68,30532442.8,30650480.079999994,15455122.8
44,9262530.24,9172522.32,9101014.4,9105234.64,9102852.76,9017649.0,9256833.36,9138625.6,9110887.76,7901002.6000000015,132149.4,61707.20000000001,366716.0,283620.44,19760.6,18837.199999999993,498980.12000000005,539454.0399999998,602959.2799999999,560336.8000000003,21892087.32,21417930.720000006,21658950.6,21321366.88,21770655.16,21851777.0,22036045.4,21917383.32,21818563.2,21705701.0,31895001.0,31131232.6,32329870.4,31196803.48,31206661.12,31495795.4,31760467.88,15472971.76
45,9252574.8,9198874.9,9111151.5,9126409.2,9119884.6,9113210.5,9275271.6,9150864.0,9123800.2,8180984.0,139219.00000000006,63736.8,379960.0,310377.39999999985,19603.0,19584.2,524826.4,578172.1999999997,618926.4,595467.0,21946330.2,21862089.2,21858715.8,21855695.5,21856990.2,21877725.0,22054728.0,21970128.0,21868860.7,21851265.5,32918074.999999996,32095279.0,33006287.0,32237540.399999995,32200822.8,32425214.0,32856832.399999995,15486331.0
46,9135829.36,9254551.44,9134661.4,9138446.56,9139806.88,9143910.4,9357549.759999998,9179345.0,9142017.48,8547831.599999998,149319.24,64962.60000000001,402254.32,341520.76,22994.799999999952,19627.119999999995,558733.88,616890.3599999998,660269.52,616474.2000000001,21983602.24,21889029.32,21875240.32,21872341.08,21883769.08,21899914.0,21959329.4,22030662.12,21896734.56,21869303.0,33851224.6,33038580.2,33871210.79999999,33235323.31999999,33205848.04,33363257.4,34001256.52,15508746.12
47,9137551.68,9262088.26,9149567.7,9157394.8,9157067.72,9167709.0,9415601.76,9217862.400000004,9163626.56,8972766.200000003,155435.21999999994,80605.76000000001,422367.84,361103.32,30959.599999999984,20050.56,602491.4400000001,648507.9599999997,676098.5599999999,651217.8,22046802.12,21909117.0,21912782.56,21895511.16,21908783.84,21932093.5,22103158.7,22045509.66,21926691.16,21888855.5,34787836.2,34169361.0,34377138.1,34283060.12,34257752.559999995,34303897.4,35010371.56,15534537.2
48,9186166.88,9207795.68,9181166.6,9186820.52,9187939.08,9205346.2,9427439.8,9268182.2,9180669.48,9191556.8,163186.31999999995,91754.84000000004,441663.56,387335.1599999997,35106.999999999985,19931.52,655800.0800000001,671940.28,695045.7600000001,673463.6000000003,22061036.24,21956271.64,21941664.88,21918710.72,21935327.04,21970950.0,22117915.6,21950666.44,21962332.2,21914742.0,35028041.6,34993646.0,34995592.599999994,35034132.2,35013646.8,35009520.0,35068541.64,15584290.16
49,9280234.44,9126127.48,9204507.2,9249756.44,9213960.24,9251038.5,9438854.92,9249877.6,9248045.36,9226713.4,174072.31999999998,100433.52000000003,460285.9199999999,430273.7199999999,37045.999999999985,20113.6,707609.04,700232.84,725253.6,715444.4000000001,22005656.68,21994394.96,21977551.94,21960147.04,21981165.28,22036003.0,22127120.9,21960118.6,22040022.34,21964858.5,35115464.2,35028939.5,35046854.0,35124319.24,35043295.56,35039508.4,35131733.52,15639332.68
50,591.0,552.0,448.0,463.0,460.0,468.0,618.0,520.0,468.0,505.0,28.0,31.0,28.0,39.0,29.0,28.0,57.0,29.0,29.0,29.0,568.0,512.0,485.0,473.0,493.0,523.0,665.0,609.0,518.0,467.0,556.0,513.0,520.0,559.0,519.0,522.0,585.0,626.0
51,1562.0,1449.0,1397.0,1519.0,1604.0,2197.0,2436.0,2060.0,1500.0,1825.0,55.0,48.0,86.0,77.0,41.0,31.0,151.0,89.0,97.0,106.0,2668.0,3012.0,2614.0,2584.0,2521.0,2552.0,2730.0,2602.0,2799.0,2508.0,3874.0,3702.0,4085.0,3932.0,3785.0,3588.0,3891.0,1978.0
52,283492.0,269355.0,116634.0,119506.0,118431.0,119019.0,173145.0,152464.0,120992.0,125870.0,6502.0,6792.0,6502.0,8866.0,6526.0,6502.0,11826.0,6526.0,6526.0,6526.0,239911.0,130677.0,123160.0,121170.0,125269.0,124725.0,268363.0,241586.0,125137.0,119170.0,135062.0,131250.0,133153.0,143513.0,132711.0,132761.0,141288.0,157391.0
53,9563797.0,9395386.0,9371872.0,9384437.0,9384398.0,9394568.0,9612022.0,9402447.0,9382429.0,9399332.0,190588.0,119461.0,485702.0,475633.0,46874.0,27741.0,761625.0,745477.0,751446.0,736813.0,22353076.0,22184516.0,22164647.0,22154100.0,22167158.0,22161622.0,22423346.0,22339775.0,22171875.0,22144108.0,35262153.0,35251067.0,35264027.0,35287965.0,35264424.0,35260676.0,35280179.0,15805220.0
