index,129_2_www.debian.org,129_3_www.debian.org,129_4_www.debian.org,129_5_www.debian.org,129_6_www.debian.org,129_7_www.debian.org,129_8_www.debian.org,129_9_www.debian.org,129_10_www.debian.org,130_1_www.debian.org
31,5037.0,12727.600000000008,19305.2,22777.0,26160.200000000008,25947.200000000008,26356.399999999998,21235.4,24043.4,28275.600000000002
32,4498.0,14914.52,20891.76,24232.099999999984,27725.100000000002,27512.100000000002,28575.3,23472.32,23479.760000000002,31720.96
33,5883.0,19780.84,20918.8,28121.2,27725.96,27996.800000000003,28458.76,25493.16,23500.84,31073.24
34,7588.0,21253.9,21056.420000000002,27592.300000000003,27264.76,28550.359999999993,27728.1,25628.76,25703.4,31804.04
35,7502.0,20949.6,23340.640000000014,26863.400000000005,30659.76,29413.76,30985.36,25376.920000000002,27695.079999999998,31958.76
36,7394.0,20391.3,25288.9,26355.5,32917.4,28901.9,32140.2,26188.600000000002,27752.8,30301.799999999996
37,7073.0,20287.920000000002,25427.16,28139.199999999997,32788.76,29755.32,31550.920000000002,28377.44,27588.32,31470.680000000008
38,7019.0,19737.859999999997,25147.38,30072.5,31801.739999999998,30837.020000000004,31771.14,28032.74,30220.96,33426.60000000001
39,8404.0,19439.48,25925.56,30414.19999999999,31280.32,31203.0,30535.080000000005,27224.27999999999,31047.639999999992,34141.84
40,11232.0,19110.94,28583.94,32806.200000000004,31337.84,33238.68000000001,33330.35999999999,29368.600000000028,32387.719999999998,34015.08
41,11849.0,18974.8,28028.4,32707.0,31419.8,35562.8,34899.4,30551.4,31852.2,36000.6
42,11796.0,21077.64,27874.079999999994,34687.7,33484.72,36110.280000000006,36566.56,30343.96,31014.280000000006,36794.0
43,13058.0,20854.199999999997,26765.640000000003,36001.200000000004,35298.72000000002,41105.799999999996,38491.72,30042.879999999997,31223.28,42447.08
44,12997.0,23062.38,25951.06,37620.400000000016,39518.46,40781.5,37591.5,30454.500000000004,31168.799999999985,43249.63999999999
45,15825.0,23184.04,25661.52,37632.799999999996,41157.16,41601.20000000001,36926.0,31896.80000000001,33585.0,42041.36
46,15723.0,23058.5,27738.2,39250.5,41370.899999999994,47419.899999999994,39348.69999999998,33040.7,35887.8,41655.0
47,15621.0,24797.44000000001,27541.04,39442.799999999996,44684.80000000001,56042.960000000014,40696.55999999999,35431.76,35120.32,41775.8
48,15100.0,25269.02,27866.960000000003,38907.999999999985,46899.3,61241.66,52770.75999999997,38117.26000000002,36949.87999999998,45431.36000000001
49,15728.0,25249.92,30016.59999999999,40544.40000000001,45828.0,60776.56,60883.479999999996,41172.6,41582.4,50622.440000000046
