index,153_3_www.icann.org,153_4_www.icann.org,153_5_www.icann.org,153_6_www.icann.org,153_7_www.icann.org,153_8_www.icann.org,153_9_www.icann.org,153_10_www.icann.org,154_1_www.icann.org,154_2_www.icann.org
24,397229.72,401600.75999999983,405007.64,400266.80000000005,389097.2,463733.6,401816.96000000014,445220.96,373742.8,375299.99999999977
25,401706.36,457613.12,431714.68,404521.76,423175.7999999999,502236.1999999998,452246.96000000014,467789.12,418313.0000000001,399631.99999999994
26,444698.0,471181.5,470786.0,410873.0,431189.0,517494.0,491459.0,500022.5,447584.5,428414.0
27,482377.80000000005,482379.44,486966.44000000006,456600.84,487927.2,543435.7999999999,516234.24,532944.8,506985.8,449979.0
28,510011.60000000003,520245.19999999995,506111.8400000002,487654.32,492767.8,573655.8,521788.76,547343.1,523610.74,496366.79999999993
29,529313.4,541019.9199999999,526081.04,518577.88,509384.7999999997,585079.0,539312.8000000002,595368.3999999998,525000.96,529231.0
30,569765.44,561102.7999999998,569494.7200000004,551616.64,537582.2,610359.9999999999,566421.6,612104.18,575151.36,537614.2
31,608152.3999999999,602323.5999999999,596732.6,552873.6,568470.0,651945.0,628435.6000000001,628063.3999999999,609044.0,553155.0
32,663679.8,617628.4400000001,602470.4000000004,593444.9600000001,604007.9999999999,677053.6,680310.4800000001,654344.9199999999,636910.42,620438.9999999999
33,708077.68,624011.6,637948.2800000003,644888.4,626362.8,695068.9999999999,728128.72,697943.72,664012.8,677331.7999999999
34,750643.7600000002,678968.9,694664.76,659852.76,665358.8000000002,727503.0,755676.8,748040.8,713082.88,722140.7999999999
35,780488.6,713128.2000000001,737096.0800000001,687872.64,689832.2,771938.9999999999,803022.6,806616.68,732964.9200000002,751487.6
36,831533.2000000001,726866.5000000001,791059.2,729528.4000000001,719694.0,810781.0,829333.0,813146.7000000001,754644.4,755079.0
37,879549.3599999999,774233.5200000001,822225.5200000001,759926.84,718303.8,855088.2,847902.16,860391.64,774797.8,786940.5999999997
38,920667.2799999999,810860.1,867132.8400000001,822525.3200000004,738932.6,868375.6,889319.6,902302.5199999999,810523.08,831793.0
39,926120.48,848599.2399999999,905413.2000000008,871586.4400000001,783634.8,905575.3999999996,919700.8000000007,977970.7599999997,855837.28,883209.0
40,986135.6800000002,876083.3999999999,954449.6800000003,896761.88,838981.6,939217.1999999997,974542.7600000006,1003062.6399999999,895276.8200000001,911453.9999999998
41,1022970.0,919455.0,1008656.2000000008,919096.4,873605.0,964552.0,1001599.0000000002,1062808.0,949451.6,938336.0
42,1059946.52,956963.6,1047082.8800000001,978113.1200000003,877362.5999999999,979284.9999999999,1020942.8,1092909.3,1016372.6800000005,1002867.3999999998
43,1083882.0399999998,1000442.2,1070429.08,1011975.3600000003,942975.7999999998,1024833.8,1056484.44,1143956.8800000001,1067306.76,1053443.5999999999
44,1133387.08,1066674.52,1121518.4800000004,1046497.4400000001,1012265.4,1055417.0,1108262.9200000002,1196769.32,1145505.28,1073238.0
45,1174150.0,1119212.1999999997,1176142.4000000001,1110428.9600000004,1063764.1999999997,1096267.4,1157624.7200000002,1253787.92,1189361.3199999998,1132690.4
46,1205742.0,1189327.7999999998,1194454.4,1119958.8,1121729.0,1148147.9999999998,1233765.4000000001,1325885.3999999997,1219999.3000000003,1180143.0
47,1228909.24,1215648.7199999997,1212144.8800000001,1146899.8400000005,1179429.0,1217568.8,1252722.4000000001,1395877.3199999998,1274053.2000000002,1218175.0
48,1275868.9200000004,1289988.7599999998,1233846.56,1177976.8400000003,1228588.5999999999,1276358.2,1320091.7600000002,1456625.7599999998,1320139.24,1261379.5999999999
49,1341719.48,1375992.3199999998,1280893.72,1219253.48,1261627.0,1327849.5999999999,1379170.2,1502592.3199999998,1379764.4000000001,1297334.0
50,1404162.6,1437948.7,1372809.7600000002,1272824.96,1301338.0,1382743.9999999998,1435154.9600000002,1519967.32,1394232.1600000001,1311949.0
