,161_1_www.snapchat.com,161_2_www.snapchat.com,161_3_www.snapchat.com,161_4_www.snapchat.com,161_5_www.snapchat.com,161_6_www.snapchat.com,161_7_www.snapchat.com,161_8_www.snapchat.com,161_9_www.snapchat.com,161_10_www.snapchat.com,162_1_www.snapchat.com,162_2_www.snapchat.com,162_3_www.snapchat.com,162_4_www.snapchat.com,162_5_www.snapchat.com,162_6_www.snapchat.com,162_7_www.snapchat.com,162_8_www.snapchat.com,162_9_www.snapchat.com,162_10_www.snapchat.com,163_1_www.snapchat.com,163_2_www.snapchat.com,163_3_www.snapchat.com,163_4_www.snapchat.com,163_5_www.snapchat.com,163_6_www.snapchat.com,163_7_www.snapchat.com,163_8_www.snapchat.com,163_9_www.snapchat.com,163_10_www.snapchat.com,164_1_www.snapchat.com,164_2_www.snapchat.com,164_3_www.snapchat.com,164_4_www.snapchat.com,164_5_www.snapchat.com,164_6_www.snapchat.com,164_8_www.snapchat.com,164_9_www.snapchat.com,164_10_www.snapchat.com
13,30891.24000000001,17172.7,32354.8,29304.60000000001,13903.0,33356.8,33956.52,20506.440000000024,25284.899999999994,33272.28,911989.14,1248509.6399999994,1019816.2,831737.7999999998,1223688.26,1689161.28,694479.0,1742110.8000000003,959637.0,1438268.0,318892.08,283496.9999999998,319716.8,357923.6000000001,674798.0,423778.66,476770.88,307015.6000000001,446116.32000000007,623213.2000000001,8421.68,7414.0,8177.9000000000015,8560.960000000001,8555.38,14297.08,5191.319999999999,10919.6,8486.14
14,33443.48,16889.72,31885.56,33832.4,29831.0,32873.4,33464.4,33761.44,31074.199999999993,32815.28,986989.88,1352081.52,1134145.8,925474.6,1265000.4,1929394.92,769570.2000000002,1898488.8,1075887.0,1535791.0,366243.52,326444.44,362873.12000000005,416707.64,770463.2000000002,493422.48,547910.16,369880.92,534966.2799999999,734577.6,8188.76,8234.0,8400.800000000001,7786.48,8160.44,14169.72,6071.16,14168.56,8108.6799999999985
15,32967.8,20504.4000000001,32624.6,33368.0,33903.0,37055.0,33035.6,33272.5,33831.6,56176.80000000004,1116970.6,1482605.2,1266924.0,1042659.0,1323062.3,2153860.599999999,880771.5,2001884.0,1179354.0,1675637.0,460026.6,367952.5999999999,438428.0,492178.2,850155.0000000005,564064.4,571303.0,404867.0,586502.2000000001,803711.0,8393.9,8437.5,7701.5,12824.400000000005,11575.999999999995,15753.2,6092.4000000000015,14042.8,10088.399999999996
16,32575.44,45234.88000000003,50935.87999999999,32968.6,33462.0,68834.40000000002,45534.280000000115,32845.16,33369.6,79947.6,1198077.6,1588274.84,1287468.72,1152768.9999999998,1347443.8,2237822.88,978048.6,2132301.2,1290583.0,1759761.0,498178.08,423585.4,496082.5200000001,530007.7599999998,936996.6,624402.0400000003,612450.24,442921.8,682690.28,912502.44,9966.76,8035.0,10334.000000000002,14264.88,14393.64,18254.4,8342.64,15643.72,10787.320000000003
17,36955.47999999999,66085.77999999997,75064.55999999997,38433.80000000005,33062.0,84276.40000000004,72646.00000000009,34131.60000000001,32970.48,113279.87999999992,1281359.14,1737404.22,1355928.16,1257043.4,1415068.92,2323129.4,1064457.2,2255761.9000000004,1392278.0,1894555.0,585044.7200000001,485405.52,559339.9600000001,606455.96,1012248.2000000008,676631.9800000001,653365.6399999999,497104.00000000023,763819.52,1018327.8,11183.4,9916.0,12854.6,13867.88,14196.04,17887.88,8130.72,18312.76,12527.799999999996
18,71538.80000000003,77177.6,94054.64000000004,64540.40000000003,32696.0,108373.0,102294.40000000002,82618.52000000003,37753.199999999924,139705.72,1284109.48,1912075.8,1394732.72,1320410.0,1508949.4400000004,2526458.8,1134923.2,2488101.600000001,1517995.0,2043521.0,656046.2,554357.3999999999,623459.2000000002,675036.1599999999,1085067.4,758259.68,733926.6399999999,566743.72,800965.4400000002,1100960.16,12777.76,14312.0,13176.8,14705.040000000017,13855.32,31574.160000000003,8300.52,17924.2,13871.64
19,85361.80000000003,123871.72000000016,115961.72,101064.0,43651.0,122709.30000000008,128861.2,112581.71999999993,83286.39999999997,158351.63999999998,1343060.82,1993097.98,1451390.24,1360212.0,1585968.18,2728024.2,1184133.2,2697817.4000000004,1615462.0,2066695.0,713107.4400000002,628401.9999999999,721958.5200000001,744047.2799999998,1176946.6000000006,827102.4400000002,811673.44,631090.76,894953.3,1207450.28,13326.120000000004,14128.0,13694.1,18409.8,16355.599999999988,40716.28,7856.16,18462.76,17227.199999999993
20,127873.40000000008,145027.0,168097.6,124517.0,63719.0,168205.0,149511.40000000002,140467.0,100208.8,177357.2,1374408.4,2086118.9999999998,1564705.2,1364862.0,1678055.8,2929134.2,1293868.0,2897743.0,1691670.0,2138541.0,788076.6000000002,722938.7999999998,770473.6000000002,821099.3999999998,1243110.0,924570.8000000005,881726.3999999998,696255.6000000001,958777.2,1259771.0,13719.8,14032.0,13794.0,18072.4,18362.0,59476.19999999997,8446.999999999996,33591.4,18402.0
21,142906.91999999998,159880.7,193402.8,154846.0,87365.0,196688.40000000008,168040.76000000007,161742.28,121536.3,211371.04,1423307.6,2174629.06,1634017.32,1387155.8,1790158.44,3010881.16,1345951.1,3105473.5,1835223.0,2264575.0,858029.48,806870.5599999997,830785.8399999999,862077.5599999997,1284658.8000000005,996120.2200000002,950830.32,762706.9199999998,1054050.0,1367295.52,15100.199999999993,13756.5,18319.6,28145.839999999982,18049.36,74217.75999999997,11808.320000000007,33586.72,18092.32
22,164973.52000000005,185654.84000000003,206976.6,168023.20000000007,115645.0,242840.4,186870.6,183046.04,129968.6,244313.76,1494954.44,2299087.2,1654055.72,1475240.5999999996,1923784.04,3206230.32,1391396.4,3315552.0,1934534.0,2396268.0,936043.72,890161.88,893499.2,986998.9199999998,1341774.6,1095647.48,1023070.36,843125.88,1119295.24,1453384.64,18406.76,18445.0,18030.0,36726.48,20766.31999999998,84815.79999999999,11950.96,36285.68,26939.56
23,189711.6,213557.9600000001,257393.96,184744.20000000007,137541.0,256305.6,226223.5600000001,206121.7,181269.1999999998,276669.92,1560719.06,2407144.82,1706339.76,1599944.0,2053896.86,3454885.48,1432589.2,3497235.9,2084099.0,2488421.0,1028276.24,1013150.5199999992,954311.12,1070539.6,1425146.8,1132836.1,1091347.2,938854.44,1212314.9600000004,1533315.64,18125.0,18187.0,20214.600000000006,46839.88000000005,35515.58,89456.40000000002,13435.160000000005,36044.72,30267.1
24,200710.64,231440.20000000004,269725.76,214880.60000000006,160828.0,296880.40000000014,254563.48000000013,235303.6,217150.96,292807.92,1666929.6,2569652.84,1715047.76,1697416.3999999997,2081543.68,3613429.44,1497395.6,3683023.4,2180682.0,2662115.0,1134375.88,1078513.0399999998,999157.44,1166925.0,1481395.0,1188919.24,1184143.9999999998,1026273.96,1295579.64,1587946.6,17859.6,17907.0,33246.600000000064,56492.8,37067.4,110116.64,13591.64,39628.4,35221.15999999996
25,215308.0,254557.5,280410.0,228344.0,196326.0,345912.0000000002,288628.0,260735.0,265851.5,306438.0,1733243.5,2633670.5,1791916.0,1803865.0,2103685.5,3810008.999999998,1527998.0,3844609.0000000005,2278947.0,2745127.0,1215887.0,1148531.0,1078650.0,1252701.0,1545166.000000001,1232411.0,1251589.0,1090621.0,1373192.5,1675361.0,23667.5,20856.0,37954.5,63540.0,46458.5,117897.0,13595.0,43317.0,51563.5
26,228823.92000000013,288820.3200000001,295210.52,262772.4,226400.0,368373.0,306131.8800000003,290121.80000000005,290718.0799999999,339150.08,1829379.8,2669138.56,1901472.12,1883792.4,2132090.16,4056755.8,1568256.8,4046278.6,2334543.0,2828180.0,1285567.28,1224000.9599999995,1112317.88,1330844.2,1650176.8,1339886.44,1328334.92,1159765.8,1454989.88,1727358.4800000002,28385.2,36784.0,41694.000000000015,67861.20000000001,60002.48,132689.71999999994,18370.56,47970.6,62698.35999999997
27,259975.84000000023,314990.84000000026,340705.36,295249.80000000005,256474.0,395604.5,350051.08,318672.3,350167.11999999994,385381.59999999974,1941855.48,2733139.76,1983435.16,2002177.7999999996,2247635.02,4266624.6,1688434.4,4218076.5,2400008.0,2923796.0,1376870.0,1322536.64,1195775.4,1434400.439999999,1732266.8000000003,1400367.12,1411921.6,1236542.4400000004,1541087.2599999998,1805271.24,36441.860000000015,38919.5,50445.50000000003,73545.40000000001,78180.68,143759.8,18152.8,55411.52,69798.62
28,282133.5600000001,352400.4000000001,350844.4,320165.6000000001,279576.0,422018.20000000007,365645.64000000025,328772.2,378661.92,406624.0,2020592.16,2864090.48,2045045.2,2126232.6,2405456.08,4482650.12,1773376.4,4409240.200000002,2517118.0,3052598.0,1478444.48,1387134.72,1270546.4,1549130.3599999996,1808621.4000000008,1501304.12,1507538.2,1305196.56,1612907.48,1900843.8800000004,42421.83999999998,70020.0,63139.60000000006,77555.6,84630.95999999999,163895.87999999995,17953.8,59486.92,78088.03999999996
29,293677.8,377838.28,396198.52,346661.4,304198.0,455519.50000000006,400679.2,365656.92,407126.12,425706.08,2077897.16,2915220.24,2154815.92,2233743.1999999997,2516981.56,4668198.959999998,1775936.1,4558669.6000000015,2604911.0,3231664.0,1555342.68,1493328.6,1330463.4,1640589.8799999994,1844152.0,1607045.26,1607055.9599999997,1394905.9200000002,1700680.28,1918978.68,51919.32000000001,80297.5,72403.80000000003,96004.32,112446.24,178836.48,17764.52,64454.12,85946.44
30,338193.8,398185.00000000006,409864.2,365018.0,335100.0,476045.0,427329.0,394660.6,446068.99999999994,443125.60000000015,2173141.8,3017862.0,2184049.0,2250721.0,2628248.4,4920284.199999996,1804294.0,4723406.0,2688915.0,3399951.0,1619331.6,1605414.0,1411647.4,1727061.1999999997,1898448.0,1671880.8,1704537.0,1498889.0,1786916.0,1926372.0,56991.59999999999,91938.0,81120.0,107727.80000000002,126173.19999999994,188289.6,27734.400000000016,70182.0,97512.19999999992
31,362759.16,415149.36,421529.8,399730.6,357515.0,480654.1,461723.2800000004,417854.9799999999,475913.7,480607.48,2189268.34,3082036.0,2249762.52,2290571.2,2769319.0800000005,5145210.3599999985,1831411.5,4877362.6000000015,2701358.0,3564812.0,1712019.32,1682656.9999999998,1526072.16,1802532.92,1921136.6,1763431.14,1788229.7999999996,1568033.8,1844948.12,1993673.32,61039.48000000001,101389.5,90048.40000000002,114279.08,138281.83999999994,197742.72,35081.520000000004,74178.72,102568.56
32,381118.4,436562.6400000001,472122.68,411272.2,379267.0,481688.2,476923.2,436787.12,481401.64,481559.48,2240373.76,3210773.84,2336862.36,2319209.2,2880136.28,5342594.719999999,1845972.4,5053461.0,2800097.0,3681939.0,1776411.16,1773237.6,1625431.5200000003,1884165.4,1927742.0,1868968.8,1884766.6,1631747.64,1895119.0,2022360.84,66060.76,115013.0,95937.2,119108.84,170744.67999999993,207195.84,43031.8,81074.75999999997,107343.24
33,396620.6,456632.68,481873.4,426630.1999999999,388874.0,483336.3,481833.44,459644.54,481640.66,481560.56,2285325.66,3373635.94,2426182.0000000005,2358757.2,2928086.56,5573395.159999998,1930814.2,5183803.800000002,2893774.0,3893864.0,1887298.08,1861472.4,1724746.6,1919561.84,1953130.8000000003,1919706.2,1918779.24,1732405.0000000002,1973967.16,2041246.96,75606.65999999995,120520.0,113957.9,130571.6,187617.24,216648.96,47749.96000000002,101965.43999999996,107133.74
34,414896.2,473104.12,482252.88,465581.00000000006,424406.0,485838.8000000001,481943.56,472416.8000000001,481202.12,485051.2,2303171.76,3471764.9199999995,2508763.24,2408416.2,2996240.44,5807073.68,1991213.0,5294993.0,3031138.0,4069716.0,1909193.68,1916133.72,1822257.8,1938523.84,2014240.6,1922884.04,1924247.12,1832582.2,2011507.08,2107729.6,89521.32,132842.0,116570.2,149972.84,206326.0,226102.08,52749.6,116248.15999999995,109811.8
35,441959.8000000002,481813.9,481760.0,478783.0,448978.0,487267.5,485780.6,481097.50000000006,480755.3,485939.2,2326281.8,3641168.0,2607880.0,2441491.0,3085806.5,5999361.0,2068517.0,5460125.5,3125961.0,4212041.0,1910843.6,1919827.4,1913158.0,2004807.6,2024521.0,1959420.6,1973688.0,1918069.0,2018834.2,2181053.600000001,103225.5,143119.5,124101.5,169995.80000000002,226643.1,234418.0,56938.00000000001,127795.2,124596.39999999985
36,472367.96,487965.68000000005,481198.28,481799.8,481522.0,489523.8,487567.2,481891.36,480269.08,485651.52,2363339.64,3804943.96,2695118.96,2505060.2,3218584.52,6191857.76,2120339.4,5639033.0,3257809.0,4307892.0,1939396.0,1923000.68,1918519.2,2020048.28,2024300.6,2022160.28,2020151.56,1921453.28,2021477.28,2248426.8000000003,111212.28000000004,158849.0,145560.00000000006,179823.52000000005,239872.6,242220.68,66372.63999999996,134372.03999999998,137001.79999999993
37,478689.52,517673.14,497528.44,481526.6,482075.0,518321.7,488707.2,481491.78,480002.72,496195.52,2426442.2,3961823.72,2816599.08,2604412.6,3310584.62,6422372.24,2157422.5,5846607.5,3389797.0,4512338.0,2009767.96,1966634.7199999997,1956704.4,2022881.84,2056266.6,2025170.66,2024372.16,1924969.92,2033634.84,2336683.8000000003,145613.99999999994,172548.0,157341.2,187339.4,250648.7,257670.44,84457.12000000002,148621.15999999995,142707.74000000002
38,481619.88,517615.56,504610.48,491135.0,481698.0,525483.8,502388.08,481017.8,479760.28,508765.8799999998,2477805.48,4097824.52,2907765.12,2683471.8,3384912.4,6630291.119999997,2246835.4,6029996.800000002,3515579.0,4660180.0,2014634.76,2019157.32,1998603.5200000003,2050771.28,2118512.0000000005,2063188.2800000003,2040278.92,1987445.64,2068040.36,2426269.56,159679.76000000007,195760.0,164760.80000000002,194386.6,266004.48,270285.72,99132.27999999996,174428.5199999999,156607.23999999993
39,481738.08,520233.3000000001,506314.64,510560.0,485636.0,528839.2,511807.24,480645.92,479781.8399999999,525924.28,2542674.4200000004,4258776.159999998,2998231.04,2783500.4,3478664.84,6841872.2,2321461.5,6187416.300000002,3670917.0,4812089.0,2014952.28,2022800.6,2019121.36,2095730.6,2213720.0,2126498.16,2074868.64,2021763.88,2128656.44,2504473.24,172409.77999999994,200585.5,177632.40000000005,212170.68,278949.2399999999,291351.6,105549.84,189440.92,169672.3
40,485142.8000000001,522881.2,532943.6,517794.0,485210.0,530112.0,511836.0,480394.2,501284.79999999993,547736.4,2649805.6,4394569.599999999,3099417.0,2917634.0,3680402.0,7060235.199999998,2457970.0,6373728.0,3798709.0,4982501.0,2083713.4000000004,2026709.1999999997,2022001.8,2187126.0,2295890.0,2198189.4000000004,2160929.9999999995,2024751.8,2227580.6,2573279.0,185685.0,223130.0,185052.0,225592.60000000012,307216.3999999999,307292.59999999986,107532.4,216393.2,186826.0
41,485485.04,532566.8400000001,539035.24,517336.0,501264.0,530622.4,527758.68,484510.52,528628.82,572019.2799999999,2734260.3000000003,4520400.66,3197896.76,3007031.0,3756385.64,7281698.079999997,2568537.6,6600454.8,3945007.0,5147058.0,2179289.4000000004,2066193.52,2067502.2,2282313.2,2367665.4,2301107.16,2232334.92,2045993.2800000003,2338417.0,2656573.680000001,208777.74,249082.0,192471.6,241353.04,323977.0199999999,331056.16,118691.84,225626.48,186810.02
42,491632.16,541512.48,560213.7600000001,520014.4,519349.0,534763.6,550010.5600000003,496585.12,565094.76,590174.52,2854932.24,4648714.12,3273121.44,3122451.0,3942431.72,7435113.76,2689091.0,6827203.6000000015,4045697.0,5362984.0,2279146.12,2106443.16,2149342.08,2382300.96,2440581.0,2368405.4,2327019.7199999997,2084628.92,2394552.96,2733081.68,230663.2,261404.0,202617.2,245717.68,329453.48,330849.92,132008.40000000002,242492.5600000001,193082.0
43,514232.5600000003,553246.5600000003,600306.44,521024.2,527400.0,554498.5,575383.56,514224.44,581423.9,623431.8,2973416.72,4791444.3,3308253.76,3202455.4,4040597.52,7645492.8,2815663.8000000007,6993866.1000000015,4203604.0,5508078.0,2355798.2,2193244.3199999984,2237124.64,2474128.68,2512566.8,2432327.4800000014,2386394.639999999,2156241.68,2426319.2,2820529.2,243611.3,268274.0,214262.10000000003,261297.68,329857.22,346202.8,137114.91999999998,254671.6,214947.87999999992
44,533736.36,588793.8400000001,618635.24,522827.8,546350.0,583648.2,600080.76,516059.32,588083.8799999999,648238.4800000001,3062456.76,4947415.3999999985,3322060.56,3320622.9999999986,4186330.52,7865948.3999999985,2911353.9999999995,7155894.4,4305596.0,5662574.0,2427770.36,2282051.52,2292657.96,2519114.76,2597908.4000000004,2517344.28,2469244.2,2257521.6,2519575.2800000003,2905838.68,255174.4,275144.0,221818.00000000003,278673.8,330069.52,345769.64,146228.92000000007,270546.68000000005,223747.8
45,533485.8,603213.2000000001,633846.0,525907.0,557342.0,610301.5000000001,613272.4,550505.8999999998,611704.5,683262.7999999999,3125926.7,5111177.6000000015,3345260.0,3440126.999999998,4336624.2,8127127.599999999,3037020.0,7369853.000000003,4421294.0,5822655.0,2507383.8000000003,2371519.1999999997,2376320.0,2579566.8,2652416.0,2569954.9000000004,2531636.8,2338157.8000000003,2573129.5,3018034.2,261443.8,277866.5,227729.00000000012,290627.80000000005,330016.3,348784.2,151412.4,284280.19999999995,234345.8
46,559524.4800000003,634216.1600000004,666902.8799999999,533657.0,576830.0,648183.6,631719.76,574334.08,619279.8799999999,727401.6799999998,3225389.92,5247178.6,3379142.04,3570499.2,4453189.279999998,8316539.6,3142905.6,7555194.200000001,4568982.0,5937711.0,2577096.6,2430499.8,2448235.6,2702140.28,2751575.8000000003,2647308.0400000005,2598722.8,2431937.0400000005,2642782.2,3022848.84,271270.8,295582.0,242083.6,306398.2,331011.2,348904.96,157255.2,294061.6,238001.84
47,581428.5200000001,677912.2400000003,703788.1599999998,552369.2000000001,590186.0,679863.2000000001,659960.3600000005,609218.8799999999,633834.96,751689.2,3342833.880000001,5357106.34,3401023.2,3650149.7999999993,4547135.04,8516019.32,3271987.3999999994,7793681.2,4679913.0,6120394.0,2646012.2800000007,2529353.28,2511737.160000001,2781760.56,2830845.6,2737439.180000001,2711545.56,2526696.8800000004,2668690.8,3027386.68,275385.12,311311.5,246505.5,327515.6800000001,341745.4,349642.68,165001.11999999994,313579.4,251110.71999999997
48,600677.6,722393.6400000001,721289.0,572011.4,612060.0,699325.6000000001,693799.2400000003,660983.12,658198.3199999997,762647.7999999998,3456325.92,5455515.8,3424299.52,3803416.8,4715734.84,8714391.24,3366092.4,7957732.0,4871261.0,6295474.0,2709720.24,2617316.2,2602843.8,2841379.0,2932337.400000001,2823745.88,2766046.4,2661774.28,2698180.68,3031087.48,290471.8,329733.0,260854.4000000001,330338.12,346865.44,349280.92,170934.16,325514.44,259880.04
49,612599.4,728896.56,730699.7200000002,584377.6,636682.0,730509.8,744375.2000000002,683824.36,694948.8799999999,787345.44,3556249.74,5616618.119999999,3459846.0800000015,3924019.7999999993,4908946.919999999,8911551.719999999,3432498.4,8183141.1000000015,5018777.0,6383555.0,2811785.4,2724736.439999999,2681698.0,2925371.2,2993029.400000001,2879334.3,2818475.2,2729529.2,2757079.3000000003,3034693.96,299330.9,330033.5,268933.5,330284.52,346998.36,351075.24,179266.08000000005,332512.4,261380.3
50,71.0,72.0,71.0,72.0,61.0,81.0,76.0,75.0,76.0,72.0,199.0,200.0,265.0,201.0,204.0,198.0,198.0,201.0,199.0,205.0,105.0,115.0,111.0,118.0,125.0,122.0,118.0,116.0,118.0,165.0,35.0,39.0,35.0,41.0,48.0,52.0,34.0,49.0,45.0
51,145.0,169.0,173.0,138.0,139.0,164.0,148.0,142.0,133.0,176.0,750.0,1103.0,801.0,769.0,855.0,1626.0,737.0,1634.0,1001.0,1245.0,523.0,537.0,517.0,538.0,705.0,709.0,634.0,658.0,603.0,757.0,88.0,86.0,100.0,115.0,95.0,120.0,68.0,119.0,96.0
52,10192.0,10347.0,10284.0,10345.0,9389.0,12418.0,10577.0,10482.0,10574.0,10299.0,37678.0,38238.0,49591.0,38378.0,38524.0,38079.0,38203.0,37277.0,37685.0,38396.0,18834.0,20958.0,20725.0,21445.0,22623.0,21646.0,21251.0,21017.0,21454.0,29838.0,7006.0,7248.0,7006.0,7481.0,7873.0,9531.0,6911.0,9410.0,9168.0
53,643019.0,741850.0,784104.0,601314.0,672056.0,779564.0,762527.0,713671.0,730081.0,818035.0,3691970.0,5827411.0,3554869.0,4068866.0,5104775.0,9212424.0,3566070.0,8463054.0,5166189.0,6540718.0,2935464.0,2839156.0,2775394.0,3034465.0,3041506.0,2975705.0,2913008.0,2885115.0,2880219.0,3068337.0,313833.0,337352.0,283768.0,347498.0,354892.0,360720.0,194509.0,347368.0,283973.0
