index,28_1_www.ebay.com,28_2_www.ebay.com,28_3_www.ebay.com,28_4_www.ebay.com,28_5_www.ebay.com,28_6_www.ebay.com,28_7_www.ebay.com,28_8_www.ebay.com,28_9_www.ebay.com,28_10_www.ebay.com
23,589844.2799999997,581050.0,111440.87999999995,312553.2,612631.08,297792.60000000003,275785.2,372566.0000000001,607110.84,191830.16
24,601730.96,605084.0,111536.88,440730.60000000003,657860.3599999999,326140.12,283852.1,514305.0000000005,629267.1999999998,247731.75999999986
25,618963.0,622111.2000000001,119210.92000000003,570690.9600000002,704357.52,368763.19999999995,325229.3999999999,603125.2,656250.5199999997,354009.52000000025
26,683197.0,629586.0,124809.0,663949.0,723443.0,428182.0,407167.0,612325.0,704083.5,405336.0
27,711567.24,632299.2,128966.44,673815.56,738889.3999999999,520651.11999999994,440026.19999999984,613962.0,722956.52,479300.76
28,745996.4,642092.8,129447.2,684460.3,762164.6799999999,603784.24,508487.19999999995,629166.3,735320.2199999999,556433.0599999999
29,746828.16,731926.4,199661.47999999995,703205.52,824921.96,643144.72,581048.5999999999,694421.6,759861.9199999999,596473.4400000002
30,749004.4,741176.6000000002,250083.55999999985,711102.86,862432.7200000004,669171.04,659577.7999999992,731813.9,761344.28,674235.4
31,753776.8,746028.0,289020.8,716213.4,895158.8,692836.0,685771.0,734055.0,823689.4,700250.6
32,803072.0800000001,747751.2,348285.8399999998,747643.86,901001.92,715696.2000000001,716803.5,767803.1,826600.02,719567.4
33,822122.72,750544.6,425956.7199999998,749313.8,910271.56,716775.84,719218.0,769821.4,842320.2399999994,721484.4
34,827327.28,760548.2,496941.07999999996,757966.22,912683.6,730762.9599999998,753848.1,773290.3,898819.68,724472.22
35,898518.48,815170.4,566378.76,803107.84,923855.52,749409.96,754188.8,804852.0000000001,899137.68,756767.96
36,895288.4,821408.0,579555.3999999999,819854.3,922848.4,756266.2,759273.0,837442.0,904422.3,758055.0
37,899395.08,835526.0,580165.4400000001,823212.72,932181.68,758702.8,763631.2,841240.0,911129.68,821656.32
38,907398.44,893127.2,607683.9199999997,893278.58,942647.8,796049.4800000007,826572.2999999998,913128.7,920509.96,825611.32
39,909795.36,890646.6,613672.52,890237.5599999999,971152.5599999999,824526.3999999999,828529.8,910012.6,924310.1999999998,853961.6799999998
40,913215.64,897115.2000000001,657105.2799999996,892909.34,1000857.72,831487.96,841643.8999999999,912781.3,933673.36,895192.16
41,918340.2,905161.0,679296.6,897557.3999999999,1001921.4,841317.2000000002,903371.0,918999.0,939253.9999999999,896151.8
42,925863.08,905775.7999999999,684437.96,903167.46,1003633.52,904805.5599999999,900853.9,923178.1,944006.38,897290.04
43,929541.44,908004.4,687829.68,904521.52,1012261.84,901907.04,904712.3999999999,926431.6,956714.76,903718.44
44,931879.0399999999,911371.0,688426.72,913980.6,1015105.44,904418.48,912670.6,932302.3,963286.34,907865.54
45,943633.68,917443.0000000001,691926.4400000001,927036.56,1018898.6,915377.3600000001,912835.2,945754.8,1009318.1999999996,909415.08
46,974593.4,924198.0,701520.9999999999,925544.5,1034586.0,915085.2,917520.5,944647.5,1016791.7999999999,915795.6
47,998134.24,927360.8,707886.0399999999,930600.04,1037284.08,916378.7999999999,920855.2,949309.2,1021661.88,918963.52
48,999034.84,939330.2,715088.5999999999,932906.98,1041994.56,928014.8,926785.6,957243.9,1025556.86,922756.66
49,1001685.04,943041.4,725933.92,944251.32,1045610.8,931328.32,931435.9999999999,967660.4,1040978.2,927668.88
50,1009726.84,943007.8,731976.0,944274.84,1048228.64,935721.08,933265.7,967749.2,1042955.04,928214.56
