index,59_1_www.microsoft.com,59_2_www.microsoft.com,59_3_www.microsoft.com,59_4_www.microsoft.com,59_5_www.microsoft.com,59_6_www.microsoft.com,59_7_www.microsoft.com,59_8_www.microsoft.com,59_9_www.microsoft.com,59_10_www.microsoft.com
34,988972.0,871559.1799999999,937312.2000000002,890247.68,853739.64,1779288.1600000001,876306.1,816291.16,845004.8400000001,829753.64
35,1022247.0,869694.0,1041106.72,905062.36,868857.6400000002,1904772.8,877969.9199999999,818844.4,863812.3199999998,843283.9600000001
36,1027971.5,896087.5,1049636.7,950591.8,948379.0000000001,2029899.0,886173.9,831682.0,872985.7999999999,849374.2
37,1048370.0,903558.6,1053025.72,994704.2000000001,1009786.52,2167412.96,911733.2,847044.24,894647.16,868421.6
38,1050951.5,937663.32,1059117.42,1040335.32,1015739.8,2180702.96,926374.92,853977.32,970592.8400000001,877817.96
39,1058280.0,1010118.4,1068694.32,1047740.24,1020311.04,2211971.28,935362.6000000001,866309.4,1009380.36,918685.7999999999
40,1063209.0,1058951.46,1073068.16,1051007.04,1022479.4,2218419.8000000003,1027199.4400000002,891064.8800000006,1017631.08,1001406.48
41,1062967.0,1067809.6,1128818.6,1054841.4,1043837.8,2272777.2,1053551.0,956070.0000000001,1019882.2,1034550.8
42,1068911.5,1072219.86,1227568.42,1062604.08,1046657.6,2313619.36,1064282.8,976469.4400000002,1038461.7200000001,1036775.72
43,1075997.0,1078629.6800000002,1350437.96,1104261.76,1058500.92,2315090.28,1068491.1199999999,999224.6,1042922.24,1043872.76
44,1173109.0,1085826.24,1480494.2399999993,1207288.28,1067557.8,2319642.28,1070848.18,1032274.9600000002,1048604.8,1046734.54
45,1240068.0,1129832.9600000002,1533690.28,1280944.4400000002,1067815.48,2331355.2,1078872.88,1034346.4,1054285.16,1050169.4
46,1342932.0,1255061.3999999992,1634458.7,1446564.0,1077754.9,2341710.6,1083797.9,1056052.2,1053336.8,1057570.9
47,1513717.0,1368061.64,1722777.28,1524266.64,1139524.5199999998,2349173.4,1127262.0800000003,1058919.92,1058609.28,1075128.3999999992
48,1667781.0,1471244.3999999997,1809085.72,1631535.12,1237135.6,2356767.76,1311786.1199999996,1063937.84,1065015.96,1138836.5599999998
49,1822445.0,1566710.52,1904676.639999999,1767366.84,1289629.9600000002,2360783.08,1392722.1600000008,1069722.04,1067753.3999999997,1269374.4
50,1996371.0,1614365.5599999998,2013104.72,1862776.2400000012,1331763.5199999993,2364996.16,1430287.28,1071412.88,1193216.6000000003,1343459.18
