index,204_1_www.warnerbros.com,204_2_www.warnerbros.com,204_3_www.warnerbros.com,204_4_www.warnerbros.com,204_5_www.warnerbros.com,204_6_www.warnerbros.com,204_7_www.warnerbros.com,204_8_www.warnerbros.com,204_9_www.warnerbros.com,204_10_www.warnerbros.com
27,1829285.32,1752447.08,1797269.8,1792539.24,1738656.0,1796990.48,1799782.92,1794742.2,1790471.68,1796662.72
28,1830050.32,1787244.92,1798544.5,1797819.34,1761750.0,1801031.64,1802689.34,1797354.7,1798906.26,1796229.56
29,1837083.4800000002,1789763.08,1802232.6,1797556.68,1795389.0,1808006.16,1807796.76,1802396.4,1798567.96,1799143.52
30,1837070.96,1789938.16,1807842.7,1800921.34,1798159.0,1808458.44,1819719.88,1803439.3,1795570.94,1804337.16
31,1840651.4,1796046.8,1811007.0,1798843.8,1803892.0,1810653.6,1827732.6,1813627.0,1817335.0000000002,1804462.8
32,1854696.6,1794768.12,1816194.9999999998,1851713.9199999997,1804018.0,1816558.02,1835393.02,1811674.3,1827411.74,1808088.3599999999
33,1866306.28,1797832.8,1896814.9999999998,1899475.68,1808400.0,1816911.24,1948382.64,1841348.4,1831794.12,1810689.88
34,1874146.12,1817841.76,1943216.9,1905322.58,1806520.0,1824801.14,1973626.86,1919055.9999999998,1832027.38,1823834.8800000001
35,1871541.16,1826745.92,1949196.2,1933544.44,1808241.0,1923961.1199999994,1976304.68,1951481.0,1833800.16,1839549.56
36,1881554.2,1829630.8,1964832.0,1941753.4,1825992.0,1953436.7,1981042.7,1956692.5,1849203.3,1848763.6
37,1886654.32,1829309.36,1978380.8,1969527.7199999997,1930676.0,1964328.08,1987028.92,1955595.4,1888103.6,1849525.6
38,1898627.04,1938893.3599999999,1982953.2,2022679.5999999987,1938585.0,1965263.84,1990196.24,1959808.6,1966458.72,1853493.2
39,2034541.6000000003,1967655.76,2073846.0,2118963.8,1947214.0,1967215.24,1997917.96,1984201.2,1973060.2,1857120.1600000001
40,2123858.1600000006,1978222.52,2204460.3999999994,2179331.879999999,1953231.0,1979858.9599999997,1998676.14,2097706.8000000003,1995809.8800000001,1883408.16
41,2267440.2,1985361.6,2228336.0,2315212.5999999996,1964125.0,2033348.2,2037737.2,2154301.0,2088138.6,1930656.4
42,2403017.6,1990049.52,2399278.6999999997,2417270.18,1963481.0,2108597.32,2204961.68,2257003.800000001,2115658.26,2002254.8
43,2568224.000000001,2148221.36,2525916.1999999997,2528700.4,1983184.0,2139429.0400000005,2254844.04,2500698.8,2261541.92,2016325.4000000001
44,2575321.96,2272550.08,2540241.1,2533940.76,1987055.0,2314551.16,2412727.28,2540386.1,2350853.080000001,2144400.6800000016
45,2628241.16,2392048.6,2570913.5999999996,2568115.52,1992226.0,2486632.72,2546123.2,2548952.6,2533531.88,2238698.84
46,2660144.000000001,2527894.0,2589827.5,2606088.999999999,2058351.0,2548340.3,2561381.1,2582384.5,2554647.2,2368061.4000000004
47,2677071.44,2548305.52,2624324.8,2616728.24,2107810.0,2554057.4,2599330.56,2625861.8,2567794.3200000003,2540123.16
48,2682101.16,2574587.8000000003,2637671.3,2629351.7800000003,2212180.0,2587191.92,2613197.42,2634461.0,2586092.38,2559066.72
49,2698503.92,2593609.24,2647042.2,2632664.24,2346084.0,2629066.8000000007,2647986.56,2645454.2,2637011.64,2583852.56
50,2704616.24,2632683.28,2647841.8,2633033.62,2499070.0,2636723.06,2660820.52,2650634.9,2641354.52,2611454.92
