index,260_1_www.samsung.com,260_2_www.samsung.com,260_3_www.samsung.com,260_4_www.samsung.com,260_5_www.samsung.com,260_6_www.samsung.com,260_7_www.samsung.com,260_8_www.samsung.com,260_9_www.samsung.com,260_10_www.samsung.com
17,2061561.4,938520.4400000001,991404.9199999999,1748683.0,1128406.28,1197459.24,1488325.52,1035101.24,980662.96,3295590.0
18,2240265.8000000003,1005451.44,1051362.62,1886897.0,1159604.64,1283967.7599999998,1577555.6,1035830.66,1040226.4,3491218.0
19,2451000.8,1021912.12,1167028.92,2048907.0,1196387.56,1418173.44,1717755.5999999996,1042804.0,1045354.04,3588417.0
20,2678184.5,1053864.8,1190218.0999999999,2269802.0,1235705.8800000004,1470585.1599999995,1855911.2,1124375.16,1126431.28,3657915.0
21,2918765.0,1162615.8000000003,1239744.0,2424641.0,1296436.2,1554691.0,1918949.0,1190496.5999999999,1152733.6,3667945.0
22,3171835.800000001,1333830.7400000002,1318843.42,2623498.5,1355387.9200000009,1729448.96,2074053.32,1219228.7600000002,1228496.7599999998,3685823.0
23,3389957.6000000006,1398660.44,1352599.6,2931622.0,1447504.0,1768860.1599999992,2246990.8800000004,1303275.88,1275239.72,3725782.0
24,3500626.4,1529405.7600000002,1490043.4,3175348.0,1509918.7200000002,1865451.6199999999,2315889.2800000003,1383017.86,1376857.48,3730345.0
25,3590063.2,1665412.4400000002,1613388.7599999998,3425302.0,1600155.8,1939334.4,2481584.2,1450720.76,1498606.1600000001,3891580.0
26,3650347.5,1766608.0,1707143.0,3533942.0,1729794.5,2022529.0,2626083.0,1469034.0,1571115.0,3966228.0
27,3653880.8,1882908.64,1822592.9599999997,3602775.0,1824811.12,2114408.28,2804210.7199999997,1565498.4,1658645.7999999998,4176192.0
28,3667516.7,1967094.4000000001,1953072.52,3651508.5,1964503.2000000004,2202215.62,2903564.5599999996,1621952.7999999998,1786597.28,4185294.0
29,3680136.6,2064152.28,2066897.3599999999,3661515.0,2099344.96,2344100.72,3002390.0000000005,1742360.8,1868954.64,4189368.0
30,3705382.5,2219530.0400000005,2205477.04,3672789.0,2216237.1600000006,2429984.4,3222310.2800000003,1865845.9599999997,2000498.2400000002,4204588.0
31,3725690.0,2325622.8000000003,2322045.2,3694290.0,2332340.0000000005,2472048.8,3380720.4000000004,1928055.0,2177202.0,4213312.0
32,3730603.7,2440824.96,2454576.2399999993,3720956.0,2449341.7,2626510.6799999997,3485895.12,2059734.76,2266993.76,4224305.0
33,3801743.8,2585394.56,2589622.76,3724082.0,2556712.28,2783764.9599999995,3528600.56,2136091.76,2338567.4,4237111.0
34,3963009.5,2690865.9600000004,2684239.0,3725610.0,2711851.9000000004,2930732.2399999993,3584586.12,2201222.7399999998,2447992.68,4263134.0
35,4011192.2000000007,2876797.44,2831049.7199999997,3807009.0,2856547.6,3118130.1199999996,3645333.24,2299928.2800000003,2556095.8000000003,4274447.0
36,4081403.0,2975047.8000000003,2967231.3999999994,3943069.0,2958696.7,3293222.3999999994,3652723.7,2461151.6999999983,2667926.0,4340468.0
37,4177974.2,3123597.4400000013,3139731.4000000004,4007675.0,3076511.6000000015,3481314.8,3659724.2,2609651.16,2816077.24,4365366.0
38,4185729.6,3271313.48,3265512.8400000003,4155657.0,3177988.9,3527239.119999999,3666167.22,2748611.18,2964433.72,4424774.0
39,4189963.6,3470793.8800000004,3398697.0399999996,4171835.0,3289205.08,3579767.76,3682573.2,2864628.76,3194620.28,4456892.0
40,4194836.6,3482738.38,3488176.16,4177915.5,3400078.820000001,3639675.74,3699625.58,3038128.0399999996,3276645.04,4563149.0
41,4205848.0,3485794.2,3492610.0,4180853.0,3475992.4000000004,3644576.2,3704703.4,3217739.1999999997,3368893.4,4576511.0
42,4219307.8,3490433.12,3492641.34,4187415.0,3483745.94,3649717.1,3705195.7600000002,3408431.959999999,3481392.88,4585837.0
43,4226317.600000001,3499530.48,3539068.08,4191663.0,3504073.2000000016,3655711.12,3768655.08,3481819.6,3489944.68,4601904.0
44,4260751.4,3504173.98,3592351.62,4203360.0,3572985.94,3657364.44,3775925.14,3487331.94,3561607.3599999994,4639241.0
45,4277247.2,3560891.2,3600372.36,4209094.0,3593544.56,3667733.28,3847649.48,3529394.32,3578224.76,4645223.0
46,4388624.0,3598428.7,3659416.8,4225020.0,3641920.5,3675450.5,3962216.2,3582195.1,3629142.4000000004,4646775.0
47,4425812.6,3658556.84,3661649.36,4262332.0,3646430.4,3679144.72,3970698.72,3628706.1199999996,3644017.96,4660845.0
48,4447320.8,3661563.82,3668178.48,4294465.0,3652589.32,3680083.18,4020928.56,3646063.04,3648869.84,4682877.0
49,4458772.6,3667751.56,3676636.9999999995,4389140.0,3656365.4000000004,3686287.56,4147361.8000000003,3651425.32,3653750.28,4698415.0
50,4463166.5,3671491.6,3685645.16,4394917.5,3661274.06,3693074.98,4182364.36,3655916.42,3656533.96,4799628.0
