index,377_1_www.kino.de,377_2_www.kino.de,377_3_www.kino.de,377_4_www.kino.de,377_5_www.kino.de,377_6_www.kino.de,377_7_www.kino.de,377_8_www.kino.de,377_9_www.kino.de,377_10_www.kino.de
17,1089290.92,946222.8000000002,1034690.04,1000043.1999999997,932512.88,993941.0,945457.84,1002176.32,1103367.0,1007677.24
18,1104253.28,960272.04,1067827.96,1069498.9999999995,1006680.8,1086729.5,1005695.06,1013674.9400000001,1244251.5,1035215.72
19,1125571.6800000002,966697.4000000003,1078393.84,1096661.8,1044768.92,1168683.0,1081667.44,1059909.96,1444491.0,1104514.2400000002
20,1173937.68,1020193.16,1116472.96,1111764.8,1054560.9200000002,1179539.5,1096643.42,1092833.88,1486293.0,1151713.12
21,1411526.8,1147639.4,1213698.8,1150007.0,1097648.4,1229430.0,1126574.4000000001,1298432.4000000006,1526625.0,1178087.0
22,1465490.48,1177879.64,1483855.6,1374230.8,1168345.78,1263618.5,1157667.82,1533455.4800000004,1595664.5,1192601.44
23,1491541.52,1197062.6,1640490.48,1391723.0,1226279.68,1289106.0,1373514.68,1568271.6,1620215.0,1276958.8399999999
24,1591291.279999999,1230495.96,1655742.72,1582771.4,1365860.4,1301189.5,1395554.14,1647330.86,1624894.5,1441228.66
25,1760378.0400000024,1251314.16,1697796.96,1617269.6,1498315.4,1323831.0,1419797.8399999999,1657415.8399999999,1630805.0,1473769.72
26,1837122.0,1307035.0,1719649.0,1646368.0,1509209.0,1346728.0,1459853.5,1672641.5,1682351.5,1491876.0
27,1864861.64,1330528.44,1760301.56,1662955.0,1528190.44,1362119.0,1593899.56,1730974.72,1702270.0,1508918.2
28,1886773.68,1376128.68,1773128.12,1676621.8,1557582.12,1387244.5,1623230.6199999999,1746090.46,1719987.5,1553798.96
29,1929163.48,1389846.08,1810618.92,1691656.9999999995,1584258.8800000001,1418214.0,1617521.24,1779811.0,1737422.0,1567224.04
30,1953903.7999999998,1410855.02,1845096.6400000001,1721270.2,1645110.0800000003,1460298.0,1656788.8799999997,1802412.8,1753983.5,1616672.54
31,1969401.4,1418974.8,1858390.8,1734774.0,1667585.7999999998,1481098.0,1721696.6,1859740.6,1779203.0,1624982.4000000001
32,1981053.04,1424992.94,1869100.64,1750166.6,1686376.4400000002,1498151.0,1750156.5,1872550.2399999998,1791127.5,1645426.62
33,1998259.48,1477215.0,1876539.76,1767014.6,1707041.88,1511511.0,1806297.04,1892575.4000000001,1802595.0,1655892.44
34,2021756.5999999994,1484296.8,1911093.36,1790612.6,1711466.64,1525364.0,1817117.7600000002,1911016.46,1827377.5,1677122.94
35,2046211.08,1491213.24,1939748.96,1818079.0,1727196.28,1527241.0,1830814.96,1926231.16,1861890.0,1684328.8800000001
36,2067954.6,1506430.4,1959267.8,1838276.0,1762013.5999999999,1633892.0,1851801.3,1947042.6000000006,1899784.0,1710520.8
37,2092807.36,1517170.5599999998,1973899.24,1874683.2,1799985.32,1994834.0,1873173.1600000001,1966031.64,1943377.0,1749152.12
38,2113627.56,1538254.06,2005383.1199999999,1889623.9999999995,1801440.6,2046131.5,1891114.64,1996207.5600000008,1947750.5,1763785.54
39,2122199.32,1565989.2,2033443.88,1906001.8,1804178.72,2324592.0,1907780.4,2021184.68,1969371.0,1772436.76
40,2128353.96,1581809.24,2042609.9199999997,1908811.4000000001,1836564.86,3101573.0,1919910.18,2040208.3399999999,1998094.0,1792076.2599999998
41,2133592.6,1589020.0,2057787.4,1919154.0,1849885.4000000001,4220670.0,1930018.6,2043743.0,2088857.0,1806768.4
42,2143486.4,1629031.0,2071283.96,1938482.2,1885661.12,5155063.0,1932050.2800000003,2058623.66,2484877.0,1818253.26
43,2169257.5199999996,1632019.68,2220993.92,1950157.0000000005,1957073.2,6177636.0,1948708.72,2087894.6,2527496.0,1830979.6400000001
44,2191707.88,1652895.1199999999,2246054.84,2057112.6,1965916.54,6205245.5,1958396.1,2109871.14,2971030.0,1843014.8000000007
45,2251565.64,1658494.36,2260868.64,2603685.399999994,2008750.56,6227051.0,2066815.24,2126423.08,4090659.0,1865859.8
46,2252928.2,1741593.2999999998,2278457.7999999993,2926274.0,2043394.9000000006,6257013.5,2403180.5000000005,2166393.000000001,4928699.5,1885325.8
47,2276744.1999999993,1960925.6000000008,2326476.68,3212939.2,2051875.76,6278871.0,2580957.2399999998,2238371.8,4955037.0,1894246.2800000007
48,2301540.56,2143996.52,2366330.32,3216885.2,2092033.32,6339261.0,2576797.76,2738451.06,4982967.0,1919808.56
49,2312679.16,2172582.9200000004,2386788.48,3260621.8,2122472.88,6370381.0,2758672.08,2909024.36,5007376.0,1980123.44
50,2379806.36,2197668.1799999997,2399540.199999999,3301906.1999999997,2154971.54,6395056.0,2797095.44,2934858.7399999998,5043964.0,1995612.9000000008
