index,48_1_www.instagram.com,48_2_www.instagram.com,48_3_www.instagram.com,48_4_www.instagram.com,48_5_www.instagram.com,48_6_www.instagram.com,48_7_www.instagram.com,48_8_www.instagram.com,48_9_www.instagram.com,48_10_www.instagram.com
20,122013.72000000007,185733.9600000004,256319.48,228019.76000000013,90552.2,216589.56,170828.4800000002,262817.04,262514.26,85335.54
21,230532.60000000038,221386.80000000002,304233.0,262407.2,89746.0,262668.2,269132.4,264140.8,261962.8,134790.59999999992
22,269728.92,270427.04,363972.24,262578.4,104583.60000000006,264313.36000000004,270667.88,284936.84,308430.39999999997,214590.2799999999
23,271431.0,280967.6000000001,399639.16000000003,279569.83999999997,185376.60000000038,263665.72,271829.96,394348.2799999999,333083.63999999996,263110.16
24,305686.72,388410.3200000005,443118.9600000001,321405.24,260099.8,290157.48,273266.48,451140.19999999995,376996.11999999994,272989.56
25,306996.52,457242.16000000015,498596.52,389356.92,277086.2,346111.72000000003,275047.8,517689.19999999995,420145.08,277511.04000000004
26,386315.0,466087.0,498611.0,393452.0,297536.00000000006,385577.0,301045.0,567157.9999999995,487536.0,343264.0
27,432005.32,465804.64,571310.8800000004,394112.56,357007.6,394461.84,376996.91999999987,600243.36,534653.64,374442.6799999995
28,518748.72,482320.60000000003,654449.7600000001,486862.64,419640.0000000001,398616.08,444900.1200000001,685450.4799999997,544456.3,468966.56
29,624106.64,613873.7600000002,666225.76,595228.8799999999,426948.8000000002,504046.2,447200.64,800972.84,589383.7999999999,467893.84
30,779635.5200000003,654957.88,764477.5200000003,612674.8,517228.2,594517.2399999998,520002.68000000046,820069.0799999997,677094.92,500547.6799999997
31,915972.4,679913.6,866323.8000000004,685125.1999999998,562975.0,773663.8000000003,581840.4,870838.9999999999,712927.2,584159.8
32,955665.8,717668.16,919711.6,778802.2399999999,605364.8000000002,948651.68,680088.5200000003,946229.8799999997,771800.3999999998,611848.22
33,1039349.4000000001,911376.8000000003,993504.16,858303.84,689144.8000000004,998434.2,762861.8,1027529.76,825030.9199999999,696110.6799999997
34,1093195.16,1010014.52,1069155.8,892501.5599999999,707939.6,1022000.84,847183.36,1060885.2,872303.1199999996,751231.5999999993
35,1095033.1199999999,1071206.68,1085557.1199999999,963406.76,792005.2000000008,1061494.4,939155.2799999999,1083838.48,983808.7599999999,831372.6399999997
36,1097993.8,1092121.4000000001,1088986.7,973577.6,896620.0,1084807.5999999999,1029795.5999999999,1087677.6,1068441.9999999998,903658.7999999992
37,1097134.52,1095349.16,1091619.28,985140.96,962767.2000000001,1087607.44,1095711.52,1089242.76,1086034.84,1016780.2399999998
38,1125391.12,1096882.72,1090425.92,1017359.9199999998,1044750.0000000003,1089126.0,1094882.56,1088258.0,1087773.46,1093502.5199999996
39,1186156.08,1096191.68,1161299.92,1061408.12,1098781.8,1090842.8,1093752.44,1101675.0399999998,1089315.48,1096184.2
40,1255071.92,1135431.8000000005,1164518.98,1087030.68,1100449.8,1108277.8,1133927.84,1126517.3999999997,1088233.16,1097832.94
41,1274221.0,1173037.6,1163736.8,1089842.0,1101992.0,1158284.7999999996,1213459.2,1236302.5999999999,1124828.7999999993,1099311.8
42,1303157.52,1216309.8800000001,1195934.9400000002,1091343.36,1103375.0,1212721.9599999995,1272031.72,1289037.8,1179345.2399999993,1098253.3
43,1304711.84,1272008.92,1274355.4000000001,1092864.1999999997,1103377.0,1289582.72,1296016.76,1290144.44,1272529.9199999997,1118502.32
44,1304827.8,1290593.0800000005,1306793.64,1163012.0,1141095.0,1292285.52,1298542.76,1310686.3599999996,1290527.4,1181316.2399999993
45,1312787.12,1301319.16,1363477.44,1162062.96,1192345.8,1291439.68,1297658.92,1362081.72,1290308.92,1274385.8
46,1312019.2,1300485.6,1364291.3,1182743.0,1239811.0000000002,1327698.0,1339627.2000000002,1365892.2,1330302.7999999993,1297934.5999999999
47,1329208.0400000003,1356663.2000000004,1362554.56,1207038.1999999997,1275044.8000000003,1363189.28,1357580.56,1368982.16,1362885.76,1302419.72
48,1384699.0,1373144.28,1369021.56,1252842.6,1304975.2,1365510.28,1369505.08,1369430.24,1364362.22,1301773.78
49,1384960.04,1373577.56,1370971.96,1324562.52,1304316.6,1366377.52,1374588.76,1369339.08,1363405.84,1305391.7199999995
50,1384922.4000000001,1373937.28,1373511.48,1362141.84,1376708.2,1361526.4,1378421.68,1369960.84,1366316.66,1372514.04
