index,293_1_www.commerzbank.de,293_2_www.commerzbank.de,293_3_www.commerzbank.de,293_4_www.commerzbank.de,293_5_www.commerzbank.de,293_6_www.commerzbank.de,293_7_www.commerzbank.de,293_8_www.commerzbank.de,293_9_www.commerzbank.de,293_10_www.commerzbank.de
26,283442.0,290784.0,209013.99999999997,280480.00000000006,318600.00000000006,272179.0,323558.0,257970.0,270168.00000000006,225872.0
27,317485.84,311070.2,240188.39999999994,301163.56000000006,338317.88,296219.36,346466.4,284570.4,295421.12000000005,252213.19999999995
28,350577.55999999994,319910.16,259274.3599999999,325760.12000000005,369445.3200000004,322232.42,364621.8,334334.0,317222.9,276649.5
29,376876.63999999996,360143.6399999999,287949.19999999995,347476.9600000001,422816.9600000004,351526.6000000001,383723.3599999999,358105.2,324512.68,291787.99999999994
30,409282.99999999977,393288.20000000007,314151.3599999999,379472.32,479789.7200000001,403695.36000000004,446223.48,414620.6000000001,347814.94000000024,317407.49999999994
31,430872.4,452435.80000000005,345517.3999999999,411499.6000000001,481928.8,429849.60000000015,486832.8,441643.0,368989.60000000003,329311.0
32,454307.3199999999,470923.82,375658.39999999997,435233.76,504264.4,450885.06000000006,484873.39999999997,484363.19999999995,393280.4400000001,356276.4
33,466799.48,471623.88,406020.8,470527.72000000003,511580.00000000006,485320.24,490901.8,479863.6,427491.6800000001,382652.79999999993
34,491330.64,483312.2,430786.2,481980.82,518470.92000000004,483447.04,511424.91999999987,488349.19999999995,466148.83999999997,413954.5
35,497559.16,495128.8,449218.7999999994,487551.5200000001,543862.6000000001,496325.32,518538.84,504701.00000000006,475025.68000000005,453899.59999999974
36,515407.99999999994,502528.2000000001,486402.4,505371.50000000006,578412.8000000003,513824.0,526837.7999999998,510994.0,485755.7000000002,484924.5
37,519389.48,529008.16,487988.1999999999,513911.48,610801.8400000002,518357.36,562365.6,525087.0,504741.12,490990.79999999993
38,544634.08,541735.3999999999,495055.72000000003,520599.9000000001,647601.4,520404.46,576408.6799999999,544609.0,510773.94,504278.5
39,564186.1599999998,556323.6000000001,492659.31999999995,542739.6,687617.4000000001,527460.7999999999,599669.88,569292.5999999999,526370.48,515297.0
40,611984.6,608476.16,500114.4399999997,557051.6800000002,698696.32,539009.9,636487.5599999998,592490.0,530087.38,519110.8
41,653458.9999999999,621852.3999999999,523729.6,589812.8,736724.8,548030.8,699592.8,619958.0,541117.8,527288.0
42,675046.6,633526.26,525668.04,626422.46,792072.2000000001,579313.96,743132.4,632554.2000000001,548173.9200000002,557625.9
43,740344.48,663708.6799999999,540409.5999999997,647490.1200000001,816395.4,599399.1200000001,779887.7999999999,661324.6000000001,588454.4,584302.0
44,763884.32,711061.2999999999,595935.3599999996,678417.94,852647.6000000001,609670.58,823763.3200000001,697107.9999999999,610938.4199999999,611626.1
45,810459.24,755859.1200000001,632750.4399999998,742055.2000000001,858835.68,631956.4400000001,835914.96,774775.2000000002,667041.2000000001,652074.9999999998
46,837798.8,819429.9999999999,691369.9999999993,795016.2999999999,861980.8,672011.6,837183.0,798964.0,732881.4000000006,713304.0
47,840489.76,831743.2,736503.2799999999,808984.88,869211.84,709112.84,840888.08,824850.0000000002,785223.2,761182.1999999997
48,849120.72,832993.28,768035.7999999999,840344.0,870302.3200000001,729492.52,847433.8,839434.6,806709.66,820262.1999999998
49,860925.6,834078.36,822787.2,855395.6000000001,873431.4400000001,766695.64,861306.2,859862.8000000002,812011.6000000001,836700.8
50,865871.16,851160.46,841563.28,865334.24,875960.28,807061.5600000004,868735.72,863652.4,835701.58,839383.6
