index,163_1_www.snapchat.com,163_2_www.snapchat.com,163_3_www.snapchat.com,163_4_www.snapchat.com,163_5_www.snapchat.com,163_6_www.snapchat.com,163_7_www.snapchat.com,163_8_www.snapchat.com,163_9_www.snapchat.com,163_10_www.snapchat.com
20,713107.4400000001,628401.9999999999,721958.5200000001,744047.2799999999,1176946.6000000003,827102.4400000001,811673.44,631090.76,894953.3,1207450.28
21,788076.6000000001,722938.7999999999,770473.6000000001,821099.3999999999,1243110.0,924570.8000000004,881726.3999999999,696255.6000000001,958777.2,1259771.0
22,858029.48,806870.5599999997,830785.8399999999,862077.5599999997,1284658.8000000003,996120.2200000002,950830.32,762706.9199999999,1054050.0,1367295.52
23,936043.72,890161.88,893499.2,986998.9199999998,1341774.6,1095647.48,1023070.36,843125.88,1119295.24,1453384.6400000001
24,1028276.24,1013150.5199999993,954311.12,1070539.6,1425146.8,1132836.1,1091347.2,938854.4400000001,1212314.9600000004,1533315.6400000001
25,1134375.88,1078513.0399999998,999157.44,1166925.0,1481395.0,1188919.24,1184143.9999999998,1026273.96,1295579.64,1587946.6
26,1215887.0,1148531.0,1078650.0,1252701.0,1545166.0000000007,1232411.0,1251589.0,1090621.0,1373192.5,1675361.0
27,1285567.28,1224000.9599999997,1112317.8800000001,1330844.2,1650176.8,1339886.44,1328334.92,1159765.8,1454989.8800000001,1727358.4800000002
28,1376870.0,1322536.64,1195775.4,1434400.4399999992,1732266.8000000003,1400367.12,1411921.5999999999,1236542.4400000004,1541087.2599999998,1805271.2400000002
29,1478444.48,1387134.72,1270546.4,1549130.3599999996,1808621.400000001,1501304.12,1507538.2,1305196.56,1612907.48,1900843.8800000004
30,1555342.68,1493328.5999999999,1330463.4,1640589.8799999994,1844152.0,1607045.26,1607055.9599999995,1394905.9200000002,1700680.28,1918978.68
31,1619331.6,1605414.0,1411647.4000000001,1727061.1999999995,1898448.0,1671880.8,1704537.0,1498889.0,1786916.0,1926372.0
32,1712019.32,1682656.9999999995,1526072.1600000001,1802532.92,1921136.6,1763431.1400000001,1788229.7999999998,1568033.8,1844948.1199999999,1993673.3199999998
33,1776411.1600000001,1773237.5999999999,1625431.5200000003,1884165.4,1927742.0,1868968.8,1884766.5999999999,1631747.6400000001,1895119.0,2022360.84
34,1887298.08,1861472.4,1724746.6,1919561.84,1953130.8000000003,1919706.2,1918779.24,1732405.0000000002,1973967.1600000001,2041246.9600000002
35,1909193.68,1916133.72,1822257.8,1938523.8399999999,2014240.6,1922884.04,1924247.12,1832582.2,2011507.08,2107729.6
36,1910843.6,1919827.4,1913158.0000000002,2004807.5999999999,2024521.0,1959420.6,1973687.9999999998,1918069.0,2018834.2,2181053.6000000006
37,1939396.0,1923000.68,1918519.2,2020048.28,2024300.6,2022160.28,2020151.56,1921453.28,2021477.28,2248426.8000000003
38,2009767.96,1966634.7199999995,1956704.4000000001,2022881.84,2056266.6,2025170.66,2024372.16,1924969.92,2033634.84,2336683.8000000003
39,2014634.76,2019157.32,1998603.5200000003,2050771.2799999996,2118512.0000000005,2063188.2800000005,2040278.92,1987445.6400000001,2068040.36,2426269.56
40,2014952.28,2022800.6,2019121.36,2095730.5999999999,2213720.0,2126498.16,2074868.6399999997,2021763.88,2128656.44,2504473.24
41,2083713.4000000004,2026709.1999999995,2022001.8,2187126.0,2295890.0,2198189.4000000004,2160929.9999999995,2024751.8,2227580.5999999996,2573279.0
42,2179289.4000000004,2066193.5199999998,2067502.2000000002,2282313.1999999997,2367665.4,2301107.16,2232334.92,2045993.2800000003,2338417.0,2656573.6800000006
43,2279146.1199999996,2106443.16,2149342.08,2382300.96,2440581.0,2368405.4,2327019.7199999993,2084628.9199999997,2394552.96,2733081.68
44,2355798.2,2193244.3199999984,2237124.64,2474128.6799999997,2512566.8,2432327.4800000014,2386394.639999999,2156241.6799999997,2426319.1999999997,2820529.2
45,2427770.36,2282051.52,2292657.96,2519114.76,2597908.4000000004,2517344.28,2469244.2,2257521.6,2519575.2800000003,2905838.68
46,2507383.8000000003,2371519.1999999993,2376320.0,2579566.8,2652416.0,2569954.9000000004,2531636.8,2338157.8000000003,2573129.5,3018034.2
47,2577096.6,2430499.8,2448235.6,2702140.28,2751575.8000000003,2647308.0400000005,2598722.8,2431937.0400000005,2642782.2,3022848.84
48,2646012.2800000007,2529353.28,2511737.1600000006,2781760.56,2830845.6,2737439.1800000006,2711545.56,2526696.8800000004,2668690.8,3027386.68
49,2709720.2399999998,2617316.1999999997,2602843.8,2841379.0,2932337.4000000004,2823745.88,2766046.4,2661774.28,2698180.68,3031087.48
50,2811785.4,2724736.439999999,2681698.0,2925371.1999999997,2993029.4000000004,2879334.3,2818475.1999999997,2729529.2,2757079.3000000003,3034693.96
