index,310_1_www.bild.de,310_2_www.bild.de,310_3_www.bild.de,310_4_www.bild.de,310_5_www.bild.de,310_6_www.bild.de,310_7_www.bild.de,310_8_www.bild.de,310_9_www.bild.de,310_10_www.bild.de
36,3880141.4,3522682.9,3699728.8000000003,3953517.6,3875141.1,3937367.8,3766516.8000000003,3766488.0,3855332.0000000005,4291629.7
37,3912531.6,3569661.6000000024,3728674.2399999998,3970250.64,3960988.24,3983589.1999999993,3793559.9600000004,3893509.52,3952437.52,4306780.32
38,3945447.2399999998,3677546.26,3880092.84,4089054.96,3996108.44,4117841.5199999996,3874420.6599999997,3930490.599999999,3996057.8800000013,4330519.24
39,4022522.32,3706225.0400000014,3937038.36,4117087.12,4025982.44,4168755.84,3910669.6,3956671.12,4038638.12,4353706.8
40,4247790.84,3728958.68,3948905.88,4186420.9600000004,4070995.119999999,4195447.36,4041874.2200000016,3970954.64,4170101.7199999997,4375498.66
41,4310408.2,3731973.2,4034184.8,4231686.0,4128414.1999999997,4330945.999999999,4118852.2,3991377.4,4191560.4,4436352.999999999
42,4343930.24,3763651.74,4293682.72,4377076.96,4270753.22,4498288.4399999995,4256516.22,4061069.879999995,4215620.16,4455767.76
43,4473881.600000001,3803550.8,4349240.2,4592407.84,4305105.5200000005,4564266.76,4479159.88,4245386.6,4249677.6000000015,4469801.16
44,4631210.48,3862759.1000000006,4469725.84,4593174.28,4397796.1,4696024.24,4608257.46,4474756.68,4381924.000000002,4584246.519999998
45,4690736.199999999,3888668.12,4559354.08,4612759.2,4521590.880000001,4769984.08,4662967.56,4577276.12,4487998.96,4615939.44
46,4714868.2,3917935.3,4638881.800000006,4650768.8,4531537.7,4803050.399999999,4683275.6,4701364.100000001,4608167.4,4632145.3
47,4772083.84,3951846.44,4762621.32,4713099.4799999995,4540941.52,4809953.72,4742863.800000001,4824829.72,4647084.12,4712347.84
48,4806338.8,4012513.86,4773826.32,4732039.48,4591767.1,4829037.64,4772105.34,4874016.76,4694956.44,4721453.72
49,4873275.72,4096623.36,4783347.44,4770744.64,4600242.84,4844076.04,4774242.24,4909483.4799999995,4734902.0,4753282.72
50,4875553.28,4112011.64,4813814.44,4777714.76,4607607.34,4916800.8,4814225.400000001,4955449.76,4771821.640000001,4802833.64
