index,208_1_java.com,208_2_java.com,208_3_java.com,208_4_java.com,208_5_java.com,208_6_java.com,208_7_java.com,208_8_java.com,208_9_java.com,208_10_java.com
16,24464.0,15752.0,16303.4,16158.0,16047.2,16384.8,16603.2,16386.8,29147.4,16567.2
17,39164.2,16425.72,16562.079999999998,15861.8,16277.88,16120.56,16379.52,21184.64,28250.920000000002,16341.24
18,48393.20000000002,21161.399999999998,21627.72,19983.399999999987,21259.92,16404.16,16282.179999999997,20595.16,31113.560000000005,16619.04
19,55784.4,20488.64,20948.48,21671.200000000004,20541.04,21298.68,17767.59999999997,22241.920000000002,55517.92,22151.12
20,56840.799999999996,22301.36,22700.16,23218.8,22371.76,20566.72,21222.4,33713.680000000015,56788.520000000004,21531.379999999997
21,71579.0,36272.800000000025,23440.399999999998,23460.0,23920.999999999993,22476.8,20594.800000000003,34769.00000000001,64428.6,23702.000000000007
22,94469.2,48087.600000000006,35249.54,23672.4,37208.60000000003,23697.800000000003,22417.02,51732.92000000001,68625.40000000001,25120.74
23,117608.80000000019,49945.520000000004,49346.55999999999,23856.6,51957.159999999974,32330.399999999852,34545.56,54600.560000000005,94978.87999999983,47028.72
24,140722.4,55569.32,53942.62,24199.199999999997,53519.280000000006,52661.16,45099.27999999997,55501.36,114962.15999999995,49754.520000000004
25,142205.19999999998,56609.479999999996,53965.32,24372.600000000002,53573.52,52649.439999999995,54427.44,58978.4,145451.19999999998,50877.840000000004
26,160047.0,79842.00000000012,59150.0,23788.0,58866.0,53678.0,54107.5,60774.000000000044,148147.0,56088.0
27,166166.2,93359.4,65674.5999999999,24471.6,59926.60000000004,58638.880000000005,55991.2,74093.92000000007,153021.52000000002,58196.44
28,166783.2,97847.96000000005,98370.75999999992,29451.4,92543.72,60086.599999999984,59137.98,94467.28000000001,161424.48,57653.14
29,169187.0,132359.56000000008,136519.28,28829.800000000003,96622.28000000003,85958.83999999998,61502.399999999965,129438.60000000008,169219.31999999995,59125.88
30,173143.4,139617.91999999998,137719.69999999998,30592.2,122760.31999999995,95054.88,82305.25999999995,139954.24000000005,170034.96000000002,62798.6
31,173697.0,157244.00000000003,143678.59999999998,30444.0,140591.4,103541.99999999993,94405.2,149395.00000000003,173364.4,63352.399999999994
32,175160.2,159752.64,151827.38,42382.4,145775.19999999992,119946.95999999996,95523.59999999999,151300.16,179063.19999999998,93183.19999999995
33,174614.4,163723.64000000007,159149.67999999996,43815.999999999985,159829.16,135842.24,105159.31999999999,154154.84000000005,181160.76,99685.04
34,176523.59999999998,166005.32,160128.98,59441.79999999996,159723.52,140586.28,129893.63999999996,161273.60000000003,182580.96,104687.04
35,175989.00000000003,167185.32,165597.71999999994,61881.799999999996,166259.6,156478.80000000002,157167.87999999995,165917.36000000002,183309.96,119524.60000000006
36,188919.0,168891.4,166350.6,61749.0,167574.0,159837.6,158754.79999999996,167320.4,184019.4,146040.69999999998
37,189495.80000000002,169883.6,167293.6,66625.59999999996,167909.04,159848.40000000002,160099.32,168936.72,192374.48,149367.72
38,194083.0,169001.68,169199.22,72103.19999999997,168977.92,166310.84,160915.09999999998,169080.20000000004,196683.16,162508.43999999997
39,197646.20000000007,170704.24,169557.4,80727.60000000006,171577.88000000003,167672.8,166279.72,172451.96,199346.8,169409.96
40,215374.4000000001,172962.12,172869.66,109635.99999999996,172415.32,168764.15999999997,167730.94,172105.12000000002,202694.19999999998,169286.94
41,250112.0,175967.6,173694.2,145506.0,171791.2,169117.4,169500.2,174977.6,214301.0,175937.0
42,249349.4,174760.36,174607.83999999997,148544.6,173589.63999999998,171458.36,169354.42,174925.68,250997.63999999998,177264.4
43,250874.0,176973.40000000002,175034.52,164565.4,174147.4,172414.16,170717.32,176436.48,257876.52,176865.92
44,253571.6,183314.47999999998,176928.06,167797.6,176430.16,173469.16,170062.46,176180.68,256855.92,178620.42
45,255287.4,183794.6,176272.56,167752.99999999997,176200.36000000002,174912.35999999996,171835.76,178229.80000000002,260491.56,179416.4
46,290418.0,188118.4,175982.99999999997,174305.0,176693.00000000003,174440.4,174077.6,183571.4,261927.8,182052.7
47,313352.60000000003,190143.4,184831.88,175639.0,184401.68,176765.64,173912.52,188922.6,262532.39999999997,183065.92
48,345944.60000000003,193786.0,189071.16,176360.59999999998,188463.36,176693.68,175680.86000000002,188818.44,286759.52,182330.58
49,346331.2,193616.80000000005,188362.80000000002,177060.6,188394.44,178190.52,174838.84,191601.2,286692.32,184126.04
50,346230.4,204005.88,188922.6,179216.79999999996,191400.4,183697.48,179719.53999999998,193844.91999999998,286751.84,186354.64
