index,349_1_www.notebooksbilliger.de,349_2_www.notebooksbilliger.de,349_3_www.notebooksbilliger.de,349_4_www.notebooksbilliger.de,349_5_www.notebooksbilliger.de,349_6_www.notebooksbilliger.de,349_7_www.notebooksbilliger.de,349_8_www.notebooksbilliger.de,349_9_www.notebooksbilliger.de,349_10_www.notebooksbilliger.de
18,889404.44,733430.08,706147.3,751480.74,878430.2,802942.9999999998,694686.92,782897.4,824288.4,706576.5399999999
19,928374.96,740181.04,747592.3999999999,762921.1200000001,914460.4,864692.9999999999,754682.44,792506.28,915639.96,762480.2399999999
20,1036556.02,748577.6,826145.96,878914.74,923164.9600000001,923102.3,773912.9,820587.6799999999,978284.1599999999,784394.84
21,1042694.4,861918.0,876214.4,914250.8,1017424.4,972594.0,838083.0,860155.0,1006870.0,796800.4
22,1098633.58,912890.6,881015.14,928371.74,1021470.16,1036079.9,919791.48,915601.6799999999,1040656.2,863791.2999999999
23,1169404.36,930855.5199999999,942453.5599999998,1016756.68,1028520.84,1043370.4,926572.36,987998.6,1068763.7999999998,924498.04
24,1176188.18,984238.4,985243.92,1040428.06,1035654.76,1096035.5,997122.3,1033831.32,1124265.48,989916.8999999999
25,1181939.8800000001,1035430.72,1038755.7199999999,1059951.8,1079780.52,1170588.2,1037703.5599999999,1040586.92,1141039.6,1010336.2
26,1188192.0,1045442.0,1047472.5,1147613.5,1137509.0,1174423.5,1048428.0,1083160.0,1191692.0,1034425.5
27,1205652.1199999999,1093446.84,1088531.72,1168452.76,1158703.16,1182712.2,1065820.72,1093526.84,1197122.08,1065376.36
28,1223877.44,1173492.52,1168705.5599999998,1175455.26,1160627.6,1198225.9,1161674.28,1099656.48,1251923.36,1088935.62
29,1272618.4,1179969.36,1173464.8,1185686.16,1210707.1199999999,1216188.8,1173487.48,1140809.2,1283678.24,1098127.28
30,1297939.94,1193865.7999999998,1179234.18,1201846.4000000001,1231101.48,1231740.4,1186010.24,1185355.2,1287071.44,1157726.7
31,1318635.8,1214932.4,1186322.8,1283867.4,1268980.2,1294624.0,1190079.6,1198106.5999999999,1302059.6,1189589.0
32,1397436.0799999996,1282402.44,1215631.3399999994,1287895.94,1299360.2,1313204.3,1216987.42,1256129.1199999999,1352491.0,1200653.2999999998
33,1451448.8,1300491.4400000002,1245014.799999999,1291369.24,1328820.6,1397048.0,1257903.4,1277558.72,1423455.48,1229746.08
34,1516519.58,1358099.56,1289640.46,1337207.639999999,1369765.28,1434047.4,1262499.48,1289783.56,1431349.92,1259181.16
35,1609109.3999999997,1419509.08,1336130.96,1424230.16,1407648.96,1510110.0,1274615.4,1327957.16,1439900.8,1296845.5199999998
36,1771720.400000001,1424606.2,1365871.4,1427579.3,1433973.2000000002,1644418.5,1392518.1,1416294.7999999998,1592294.1999999988,1295989.1
37,1962209.6400000001,1451825.52,1423566.1600000001,1488734.3200000003,1501374.0000000002,1746557.0,1402246.76,1426723.96,1659221.0400000003,1310912.1199999999
38,2030569.06,1515672.52,1428262.34,1609619.48,1589491.28,1882720.5999999999,1451691.4,1499797.28,1831478.4,1385703.0999999999
39,2032664.16,1570358.8399999999,1438207.8399999999,1693399.32,1742042.4000000001,2022059.0,1518607.08,1515666.2,1924679.2,1559772.2399999993
40,2039331.64,1724505.76,1540426.7799999989,1862990.96,1850518.2000000002,2032212.2,1593294.5599999991,1579577.3199999998,2028789.8,1667424.7
41,2045219.0,1920130.7999999993,1739010.4,1951977.0000000005,1933002.0,2034018.0,1744174.2,1639657.7999999998,2035059.0,1831807.5999999994
42,2054833.52,2039125.560000001,1906652.6799999995,2024403.3,2021350.52,2122994.8,1942571.1199999996,1708237.3199999998,2041652.1600000001,1965394.78
43,2064541.12,2165444.7200000007,1938795.9600000002,2024712.76,2034257.48,2162227.4,2033129.04,1744898.5999999999,2041378.32,2023812.44
44,2102237.38,2212337.2,1999717.44,2072198.52,2035983.92,2222623.8000000003,2031301.3800000001,1861948.919999999,2042630.1999999997,2033688.3800000001
45,2113215.6,2211516.5999999996,2030228.04,2214062.12,2041718.28,2229193.6,2038988.96,1915384.56,2050264.1600000001,2037661.1199999999
46,2123707.9,2215688.4,2035051.9,2221836.6,2043374.6,2235457.0,2043115.8,1978997.7999999996,2054473.4,2043639.4
47,2127220.72,2219307.6,2037518.7999999998,2226870.8,2050764.96,2260216.8000000003,2053249.64,2036873.64,2084095.2000000002,2049884.32
48,2132026.48,2228882.56,2046483.04,2233553.06,2060012.16,2280207.1,2056127.32,2042477.72,2099818.44,2054909.16
49,2136819.68,2236324.56,2050283.84,2242035.7199999997,2068743.04,2297381.4,2072539.7999999998,2048286.4,2105704.04,2081773.4
50,2143575.2,2254060.04,2057721.74,2272771.6999999997,2068775.52,2297239.8,2099360.48,2058998.36,2105752.52,2100319.7199999997
