index,20_1_www.amazon.com,20_2_www.amazon.com,20_3_www.amazon.com,20_4_www.amazon.com,20_5_www.amazon.com,20_6_www.amazon.com,20_7_www.amazon.com,20_8_www.amazon.com,20_9_www.amazon.com,20_10_www.amazon.com
30,321564.12,324720.06,332256.4000000001,323577.28,998609.44,326727.8,310969.58,311477.92,322933.4,945598.12
31,324605.80000000005,346548.19999999995,335224.0,325992.39999999997,1006841.2,360746.60000000003,312627.6,312986.4,324121.0,952148.6
32,326402.82,354124.44,368715.2,328797.48,1017518.3199999993,359442.56,314112.62,314520.88,327818.3,956945.28
33,327734.88,353269.68,472825.76000000024,330089.36,1027724.72,418244.1199999997,315026.96,316029.36,329267.4,974473.96
34,331102.68,352240.72,567764.9600000001,332575.24,1025772.28,524860.2799999999,317089.14,317467.78,333614.6,982067.56
35,330466.36,354479.27999999997,575889.68,334957.24,1026460.2000000001,598811.32,321450.92,319046.32,332433.2,985376.28
36,334126.1000000001,372210.00000000023,576170.8,335690.8,1041701.5,599333.8,320021.8,320596.00000000006,331759.0,990856.6
37,335777.8,448409.8399999999,578339.04,340314.8,1054164.08,601511.52,369616.20000000007,325222.96,405328.19999999984,993873.12
38,342681.8400000002,553731.22,582128.52,339136.4,1056754.56,603906.12,420987.2,323655.12,438893.9,1000542.72
39,421757.12000000005,656402.88,616692.4,410648.24000000034,1073714.12,601537.92,471449.6400000009,372832.08000000013,449139.59999999945,1004424.28
40,487123.6400000009,657060.14,649695.16,513518.7200000001,1089419.9000000001,606016.04,536525.2000000001,457799.24000000034,456289.2,1006649.1599999999
41,544654.8000000004,658297.4,650420.2000000001,581189.2,1096728.4,639591.2,562037.2000000001,553172.8000000005,464871.0,999833.2000000001
42,579506.36,659805.86,650078.44,582183.6000000001,1104464.66,641649.92,562554.32,565438.54,500453.0,1008895.08
43,608337.76,659068.76,649038.4799999999,591001.5200000001,1115894.56,644374.88,563529.04,563789.28,508312.6,1014237.2000000001
44,609090.12,657464.62,648586.4400000001,612674.76,1130839.9599999995,649615.7999999998,565442.16,564726.98,547225.7000000001,1017454.8
45,608272.76,661317.52,652227.12,612859.64,1152625.8,654808.28,570891.2,569131.8,613441.7999999999,1030231.04
46,612141.9,658184.0,657480.0000000001,614658.6,1163776.3,656367.6,589526.0000000003,572299.4,643324.5,1036328.6
47,616363.9600000001,701736.2400000003,715234.76,614800.48,1171106.1999999997,658207.88,607747.6000000001,601701.16,644174.4,1041563.3600000001
48,621461.02,730553.9600000001,750423.8,623160.76,1177883.52,719625.64,614007.16,611297.7,642659.2,1051854.76
49,656389.28,757821.9199999997,745597.68,658054.1600000004,1181844.8400000005,724127.76,643728.84,644651.2,648214.7999999999,1061192.16
50,655280.14,765213.16,747695.92,662080.88,1181514.84,742576.1599999999,643571.16,645751.36,650146.5,1066839.92
