index,130_1_www.debian.org,130_2_www.debian.org,130_3_www.debian.org,130_4_www.debian.org,130_5_www.debian.org,130_6_www.debian.org,130_7_www.debian.org,130_8_www.debian.org,130_9_www.debian.org,130_10_www.debian.org
39,34141.84,28292.480000000007,32918.4,31087.200000000004,26345.00000000001,31602.240000000005,31950.800000000014,32536.36,33043.52,31156.72000000001
40,34015.08,28540.86,32896.4,29867.900000000005,27480.999999999996,33667.80000000002,34037.5,33828.40000000002,33307.08,30799.91999999999
41,36000.6,28769.00000000001,34509.0,30598.0,27154.0,36824.2,36608.6,35170.6,32669.800000000003,30607.79999999999
42,36794.0,29481.34,37131.5,31894.4,28175.2,36719.659999999996,36853.14,34892.67999999999,31814.440000000006,31858.44
43,42447.08,28378.679999999993,37693.399999999994,32962.999999999985,28615.400000000012,36034.0,39197.2,36978.0,31687.719999999998,31823.48
44,43249.63999999999,29267.56,42906.799999999996,34408.5,29759.999999999996,41633.24,42431.659999999996,40750.399999999994,33413.880000000005,34207.0
45,42041.36,29639.760000000013,42066.399999999994,36546.99999999999,29808.2,41463.32,41415.03999999999,42121.36,32864.32,36629.36
46,41655.0,30946.399999999998,41449.00000000001,36938.50000000001,30698.000000000004,40342.5,40449.100000000006,42525.80000000002,33100.4,36955.8
47,41775.8,32721.560000000012,43579.200000000004,37466.99999999999,32316.6,41741.079999999994,43896.12000000001,43094.48,33933.35999999998,37633.799999999996
48,45431.36000000001,33822.50000000001,47213.600000000006,39990.599999999984,33067.00000000001,44423.40000000002,48969.20000000001,47608.28000000001,39824.31999999999,41975.24
49,50622.440000000046,36713.56,55764.000000000044,41862.200000000004,33564.399999999994,48525.64,54309.80000000001,50150.80000000003,42812.16000000001,42339.4
50,63583.36,37289.5,61624.30000000011,42156.9,34105.000000000015,52070.32000000001,60307.4,53189.84000000011,44778.0,41385.44000000001
