index,142_1_www.alexa.com,142_2_www.alexa.com,142_3_www.alexa.com,142_4_www.alexa.com,142_5_www.alexa.com,142_6_www.alexa.com,142_7_www.alexa.com,142_8_www.alexa.com,142_9_www.alexa.com,142_10_www.alexa.com
17,943643.9600000001,604332.0,946546.2000000001,944506.04,959992.3999999996,1730105.04,1396854.96,780031.04,653100.32,759759.6
18,980089.1000000002,752043.7999999999,960606.88,959581.8000000002,1130388.4,1852023.92,1414456.6,919954.4800000006,767934.4,793457.8
19,1023291.04,925667.0,990717.92,1014938.6,1281206.4,1999930.72,1485674.84,1109444.4000000004,917871.6400000001,834757.7999999999
20,1075290.06,1084050.4,1022618.6,1025301.08,1474243.0,2131270.44,1525564.7999999998,1297690.3,1098619.58,851142.3999999999
21,1089345.4000000001,1271956.0,1087569.8,1078128.6,1647148.0,2233378.8,1547112.5999999999,1546972.4000000001,1233855.9999999998,890361.0
22,1096286.12,1458985.9999999998,1110501.6,1089749.24,1774504.6,2374091.96,1564165.76,1767634.7200000002,1458722.6399999997,911120.2
23,1108841.48,1664847.0,1148042.0400000003,1092671.64,1825379.8,2528534.7199999997,1587731.8800000001,1922886.6400000001,1725648.4799999997,922198.2
24,1111861.1199999999,1789182.7999999996,1155795.24,1103077.28,1936855.4,2597034.64,1613615.56,2123438.1,1825618.8800000001,975605.6
25,1120622.24,1844165.2,1162738.24,1111768.4,2015076.7999999998,2656610.52,1635135.72,2158018.36,2010527.04,1127107.4
26,1146609.0,1853019.0,1173548.0,1135373.0,2117760.0,2667262.0,1643626.0,2227748.5,2137850.0,1293841.0
27,1164304.0,1918174.2,1179897.6,1146108.96,2242794.1999999997,2680463.68,1803822.9199999997,2259020.6400000006,2188821.8,1462652.6
28,1231152.9600000002,1940786.0999999999,1204725.1600000001,1156802.36,2300670.8,2696684.96,2000204.88,2328640.8000000003,2196869.66,1647736.6
29,1378472.2400000002,1946384.2000000002,1275952.2800000007,1301197.3600000003,2312575.0,2708289.6,2181626.92,2368011.08,2269442.1999999997,1752069.4
30,1538880.64,1980185.2999999998,1444008.5199999993,1500411.0799999998,2335485.3999999994,2734081.88,2424283.6,2409376.2399999998,2341791.340000001,2000329.4
31,1561474.2000000002,2157891.0,1594074.0,1536824.5999999999,2346200.0,2747302.2,2634971.6000000006,2436796.8,2405071.4,2201380.0
32,1740593.56,2366604.4,1597498.92,1669708.08,2405876.4,2758062.08,2859086.2800000003,2499376.86,2442795.96,2329274.5999999996
33,1960637.8000000003,2374788.1999999997,1658780.2400000002,1811996.72,2432807.4,2931229.8800000004,3065294.8800000004,2506790.64,2494640.8,2407371.2
34,2204118.1600000006,2387687.1,1849962.7600000005,1995948.76,2552760.4,3096507.2800000003,3131448.88,2512493.38,2506041.96,2425706.4
35,2355431.7199999997,2398937.3999999994,2026482.4000000001,2163046.640000001,2582909.1999999997,3153444.44,3147992.36,2514410.6,2540079.7600000002,2454317.2
36,2383552.8,2442275.0,2163704.800000001,2290669.0,2615986.0,3196992.2,3164442.0,2518380.0,2541008.1999999997,2485266.0
37,2396919.32,2443886.8,2350768.12,2350802.44,2637383.2,3283369.36,3196513.16,2542779.5599999996,2550404.36,2608683.8
38,2458985.34,2505870.6,2424488.04,2414220.5999999996,2647715.0,3362319.84,3265481.04,2548576.88,2580950.54,2644398.0
39,2487812.72,2586367.999999999,2438429.68,2548997.12,2683505.8,3443961.359999999,3371510.28,2555198.28,2584722.2,2687895.3999999994
40,2582219.3600000003,2611396.1999999993,2448606.08,2564087.4,2689243.4,3521483.32,3394725.96,2587383.02,2590276.58,2803807.0
41,2603081.6,2621701.0,2526628.2,2581570.6,2722678.0,3528902.2,3531895.8,2624146.2,2591684.8000000003,2808784.0
42,2611199.62,2629893.4,2579932.72,2632228.44,2735948.8000000003,3554767.56,3537470.24,2743201.42,2598917.1199999996,2834851.6
43,2615291.56,2659177.6,2613471.4000000004,2750810.52,2742146.8,3560914.44,3541682.32,2752203.52,2634559.36,2838295.2
44,2622948.56,2664829.2,2663977.64,2755840.88,2773449.6,3568015.36,3568986.52,2760008.2399999998,2754749.76,2880002.5999999996
45,2729273.0800000005,2740219.8,2668225.12,2757527.64,2778388.5999999996,3604376.24,3573484.4,2800032.92,2759408.12,2885390.0
46,2774637.7,2820397.0,2673561.4,2764671.2,2785762.0,3614491.6,3614993.2,2925343.6,2762707.9,2888629.0
47,2782044.96,2824070.0,2822105.32,2769337.2399999998,2908124.999999999,3624953.92,3620217.2,2976439.4,2807026.92,2896290.4
48,2784131.4,2829673.5,2826641.44,2773495.8,2939917.2,3632256.88,3627683.1999999997,2982856.36,2890133.640000001,2902248.4
49,2824668.68,2861449.6,2835336.16,2800911.840000001,2947427.9999999995,3714890.52,3633499.52,2989740.68,2979340.96,2908965.1999999997
50,2859087.8,2919882.5999999996,2874419.2,2836648.16,2955148.4,3805432.88,3656640.400000001,2998949.82,2979028.48,2982556.4
