index,106_1_www.dropbox.com,106_2_www.dropbox.com,106_3_www.dropbox.com,106_4_www.dropbox.com,106_5_www.dropbox.com,106_6_www.dropbox.com,106_7_www.dropbox.com,106_8_www.dropbox.com,106_9_www.dropbox.com,106_10_www.dropbox.com,107_1_www.dropbox.com,107_2_www.dropbox.com,107_3_www.dropbox.com,107_4_www.dropbox.com,107_5_www.dropbox.com,107_6_www.dropbox.com,107_7_www.dropbox.com,107_8_www.dropbox.com,107_9_www.dropbox.com,107_10_www.dropbox.com,108_1_www.dropbox.com,108_2_www.dropbox.com,108_3_www.dropbox.com,108_4_www.dropbox.com,108_5_www.dropbox.com,108_6_www.dropbox.com,108_7_www.dropbox.com,108_8_www.dropbox.com,108_9_www.dropbox.com,108_10_www.dropbox.com,109_1_www.dropbox.com,109_2_www.dropbox.com,109_3_www.dropbox.com,109_4_www.dropbox.com,109_5_www.dropbox.com,109_6_www.dropbox.com,109_7_www.dropbox.com,109_8_www.dropbox.com,109_9_www.dropbox.com,109_10_www.dropbox.com
11,1412141.6,1006973.6,965032.4,519301.7999999997,530131.8,573803.0,1179459.0,1244592.0,990862.6,175888.59999999945,9805.4,16476.8,17102.600000000002,17461.600000000002,23123.4,19763.6,20844.2,17055.0,20544.8,17095.0,81434.0,33604.399999999936,13717.0,77261.60000000014,52874.20000000005,81799.0,85588.0,13722.999999999996,58338.0,44096.79999999999,93879.40000000001,78827.0,85800.60000000002,85350.2,144850.8,94412.40000000001,34457.8,89002.4,92372.4,95872.6
12,1541969.3,1119700.52,1151552.88,762144.8799999997,948070.74,858619.4800000007,1257614.2000000002,1372986.44,1203774.82,335672.12,13573.18,19336.32,18598.84,20832.48,25103.239999999972,60140.47999999992,42380.199999999946,20426.64,21432.800000000003,16219.800000000001,84960.6,78408.15999999999,26705.199999999983,83532.28,82073.98,81128.6,91169.4,26292.319999999978,79844.4,82700.14,95746.44,84203.4,90847.24,96092.27999999996,146982.52,124058.40000000001,35634.26,91603.74,125480.74,95440.66
13,1557648.12,1232087.7999999998,1261791.8,950389.7599999999,1114951.48,1000473.12,1408039.4,1461351.56,1240698.84,388150.52,13281.279999999992,22534.04,17963.079999999998,29468.40000000006,82071.5999999999,100690.24,80447.80000000003,47693.28000000002,70575.84000000001,23578.6,90792.8,82198.04,63119.6,87393.23999999999,83804.36,89259.6,93288.4,72218.59999999999,90106.59999999999,83631.24,99700.36,87196.59999999999,88477.64,98700.04,152660.36,141228.36000000002,39048.64,91718.56,143246.56000000017,120642.31999999988
14,1600625.78,1250927.4400000002,1356713.6399999997,1163655.84,1194711.82,1097806.96,1510382.2000000018,1548082.98,1294823.6,608863.2799999999,13071.459999999992,29273.36,25049.72,55256.399999999994,99637.81999999999,102073.86,95993.28,90261.07999999999,100926.04,27170.199999999924,91489.6,83790.12,84154.8,89184.34,86835.56,90762.6,98276.6,82576.94,91804.8,86063.02,164174.95999999993,91152.2,88123.44,144107.24,154603.19999999998,138821.68,41083.94,92776.28000000003,148850.28000000003,169835.3199999999
15,1663695.68,1417997.32,1428084.56,1204832.52,1250705.0,1231278.72,1559768.8,1596964.44,1402225.16,869889.0399999996,16206.60000000002,47371.51999999997,25620.36000000003,95704.64,101190.72,103575.08,99372.32,97236.68,102301.32,74255.6,133719.80000000002,85038.79999999997,85454.4,92588.64000000001,91734.72,91089.59999999999,173706.39999999985,84102.32,93347.6,87772.32,197835.52,92624.0,108305.68000000001,147375.16,277275.8800000003,139828.96,82683.68000000002,100792.31999999999,149923.96,181871.39999999997
16,1852546.8000000003,1485688.4,1549774.0,1248164.4,1417599.1,1235156.4,1696428.0,1641712.6,1478066.4000000006,958077.2,20685.199999999997,102037.19999999997,64725.800000000076,99080.6,102349.20000000001,105076.3,100868.2,98758.6,103766.2,98736.0,193685.0,89207.39999999997,86793.0,95084.6,93204.8,94218.5,234710.0,83782.99999999999,93766.0,91434.2,234541.0000000001,90379.0,129306.6,147390.0,386964.4,155472.60000000006,82613.00000000003,104775.1,153320.1,204847.3
17,1898374.12,1553576.8,1563803.8,1410419.72,1528998.8399999999,1378630.2000000002,1707194.8,1710992.56,1530976.4000000001,1129296.48,34246.40000000002,106281.31999999999,100209.88,99796.24,103029.24,103203.16,99733.56,100179.24,105231.08,102169.8,244685.2,90995.64,88508.2,99665.32,93891.68,118809.0,248406.4,87714.76,128769.40000000001,93355.24,309087.12,91446.40000000001,180318.19999999998,150084.15999999997,386549.92,192784.88,95246.96000000002,180072.16,213603.48,210002.92
18,1963328.02,1565375.56,1611183.92,1443928.96,1565322.72,1404722.0,1847174.3,1850166.7200000002,1554520.64,1188733.42,76929.20000000007,107133.84000000003,101151.64,99955.23999999999,101722.16,104231.56,101283.28,101688.36,104043.31999999999,102809.59999999999,244871.59999999998,92992.2,92529.4,163591.92000000004,97990.41999999998,146180.40000000008,265110.19999999995,91467.04,183073.6000000001,97135.81999999998,348004.26,94095.7,194535.04,159015.96000000002,394475.9,242062.59999999998,98442.26,202137.06,309756.56000000006,255953.79999999938
19,1990782.76,1651551.36,1706780.68,1553608.4,1591805.52,1500484.3999999994,1889015.8,1880048.52,1659274.32,1231210.44,95910.44,108092.28,103005.08,101674.28,103706.67999999998,107841.96,99736.16,100509.16,104676.36000000002,103166.2,262945.4,94054.4,94917.2,175231.48,146140.56000000008,184331.80000000002,312263.0,93310.48,224673.4,143708.71999999994,383042.04,136362.00000000003,198832.12,236455.16000000003,394221.32,332487.16,103083.72,202914.96,356062.6,340480.92000000004
20,2039383.58,1709026.76,1746394.96,1562238.96,1659592.58,1546177.68,1904792.1,1968153.14,1735861.02,1317637.72,97820.88000000002,109686.23999999999,104822.26,100083.24,108919.84,112389.18,103250.72,99262.28,106542.68,103910.8,307401.99999999994,122955.47999999982,95542.0,225280.56000000003,201693.28000000003,226665.19999999998,314306.8,93853.4,231213.6,196045.95999999996,391599.27999999997,158629.9,198151.88,331542.1599999999,399059.22000000003,380001.64,142677.96000000002,257271.0400000001,390355.66,392861.98
21,2144430.6,1731123.5999999996,1862931.4,1632520.2,1723225.2,1555081.4,1943573.0,1983006.2,1833329.4,1426973.8,99806.40000000001,107831.8,104796.80000000003,101101.2,112779.8,112562.4,107411.4,100695.8,111559.40000000001,103554.0,311998.0,157786.1999999999,120994.0,249938.8,242088.00000000006,245984.0,315925.0,108412.79999999997,248765.0,214292.0,389752.2,168934.0,262720.2000000001,385088.8,402854.2,384719.4,145700.2,276536.2,392929.2,395395.5999999999
22,2307448.0000000005,1854136.5999999999,1892241.94,1700000.76,1858062.68,1657886.2,2018709.8,2092006.98,1840368.12,1448528.5599999998,101791.92000000001,108920.88,105012.31999999999,104992.84,113006.74,114063.62,109441.32,99383.51999999999,112817.08,103672.79999999996,311847.2,198927.56,165655.59999999998,280371.12,248513.72,245699.3,321978.6,165182.36000000002,248357.80000000002,238846.80000000002,395666.5200000001,194115.50000000003,294075.72,390041.24,410860.08,388916.28,143820.38,318718.02,396295.94,404312.68
23,2571106.48,1917321.16,1907602.64,1713405.72,1875410.96,1699366.88,2147583.8,2210496.36,1863805.36,1553002.24,101585.88,110059.36,105411.23999999999,103988.92,116218.92,115560.84,109821.75999999997,103059.52,114340.84,103100.4,313359.6,246648.68,210277.59999999998,317786.04000000004,248375.56,283762.80000000005,322058.4,208609.87999999983,278415.20000000007,246174.76,402964.68,195686.2,377983.64,393770.68,473412.56,389928.76,144118.44,353607.64,395404.52,402674.68
24,2635680.26,1928486.16,1945527.76,1853570.4799999997,1912389.4400000002,1704456.44,2338598.8,2257308.94,1928912.5000000007,1559856.6,103023.94,110269.96,106600.12,107912.71999999997,115289.3,117063.74,110410.68,106762.12,115848.56,107812.40000000001,320218.8,248256.44,228272.0,317335.08,268808.56000000006,310006.7,331238.2,233959.76,305363.20000000007,248959.64,435725.8400000001,196233.3,385639.12,395116.96,510889.64,390085.12,150803.74,388831.3,403918.62,407501.06
25,2648910.92,1938982.72,2061809.0000000002,1885842.96,1986338.5999999992,1720722.36,2570164.4,2403144.2800000003,1947744.4000000006,1604232.56,107089.28,113695.48,109924.08,108170.84,139691.24,117606.52,112247.92000000001,110810.36,117352.28,109626.19999999997,319513.4,248117.0,240855.99999999997,321638.56,311303.00000000006,312103.4,334340.4,248494.64,312184.6,269732.72000000003,478853.52,198239.60000000006,390950.60000000003,395224.48,521322.60000000003,392487.72000000003,153561.8800000001,388939.16,406633.27999999997,412038.72
26,2661713.0,2039027.0,2083126.0,1905292.0,2096088.0,1850796.0,2637544.5,2634229.5,1975792.5,1610825.0,107117.00000000006,117121.0,111670.0,110019.0,199501.0,113827.5,113463.0,110903.0,120598.0,111440.0,353175.0,275970.0,248335.0,322940.0,313225.0,313679.5,358167.0,248343.5,313893.0,312767.5,479325.5,203083.5,394726.0,400045.0,527939.5,398908.0,165670.0000000003,398313.5,436447.5,417451.0
27,2670068.92,2070226.4000000004,2227288.04,1976303.4,2137004.16,1864147.08,2636421.4,2648550.96,1989485.04,1620721.92,107220.04,121492.52,115402.76,111852.64,246882.04,126216.60000000002,116949.59999999999,113186.64,119392.68000000001,113691.2,383850.2,311117.2,250070.2,323824.76,314257.24,315180.2,382624.5999999999,271938.92000000004,315862.8,314556.04,563350.4,203433.4,394980.16,404930.04000000004,608938.5999999999,403019.88,246448.80000000028,401975.64,493762.6,459950.9599999995
28,2676722.06,2173939.68,2276196.62,1983172.0799999998,2181932.36,1892862.8,2651419.2,2656195.82,2032409.86,1662181.98,108282.45999999999,121776.76,115676.42,115007.08,245512.34,141941.15999999997,118328.32,115027.32,132700.24,115083.4,385317.4,312371.9199999999,249843.0,326596.74,315837.98,314738.9,397749.19999999995,312820.82,319466.6,316562.26,673016.9999999999,207321.69999999998,397582.88,426923.47999999963,709707.1999999998,404543.84,321290.20000000024,405201.39999999997,515256.87999999995,497272.16
29,2694023.76,2320351.8,2416224.3200000003,1991645.32,2275651.28,1895874.5600000003,2666181.8,2665470.84,2152222.76,1771806.3199999998,112789.16,124977.16,117740.28,118203.40000000005,271704.92,143135.19999999998,121711.31999999988,117362.88000000003,183690.63999999998,118442.8,386965.4,314324.44,306457.4,327750.88,317326.2,321659.4,398859.4,314427.84,320151.00000000006,316286.2,690568.12,216119.99999999997,401861.52,467990.08,862547.76,405923.19999999995,360006.84,420096.40000000026,648301.68,494875.63999999996
30,2711215.36,2423452.76,2561589.42,1997195.32,2430285.58,1941359.48,2721408.3,2624587.0799999996,2271291.0400000005,1858310.86,115988.31999999999,121891.08,120730.66,135504.56,308153.04,146177.72,164609.12000000017,117970.64,213857.08,117913.4,392057.6,315936.24,314034.4,334315.83999999997,319001.66,321307.8,401277.99999999994,314601.54,323627.2,319668.86,700346.94,263358.7,404825.36,524886.2,969794.92,467087.92000000004,388494.66,466139.63999999996,786273.8399999997,527685.5599999998
31,2734830.0,2448157.6,2614014.8,2061006.2,2613434.4,2055377.8,2728195.0,2503583.0,2468460.200000002,1867133.0,114576.2,152068.99999999994,127807.8,136011.2,340918.7999999999,146144.6,206733.40000000005,118737.00000000003,214691.59999999998,117941.0,398118.0,315958.8,316021.0,333730.0,322410.2,330366.0,403160.0,316110.4,331591.0,323027.0,797666.0000000001,297027.0,413396.5999999999,586239.2,1042153.6000000001,551617.6000000003,389464.4,486838.2,921810.8000000002,596178.4
32,2752347.68,2543773.5999999996,2623708.14,2066089.6400000001,2665804.62,2116890.6000000006,2740238.6,2448288.66,2580336.12,1927881.8,146068.92000000036,205865.12,127423.64,152611.60000000003,341513.84,145980.92,214086.28,166277.40000000002,215680.12,161872.39999999985,404167.8,321426.8,317304.8,356821.11999999994,323911.84,332298.00000000006,407654.4,315964.94,337202.0,324487.39999999997,892294.0799999998,300888.3,501012.24000000034,688448.76,1119192.5199999993,675500.72,392447.12,516260.6399999998,1018390.7600000006,629929.5
33,2767448.08,2571504.48,2625911.76,2076721.32,2675208.32,2208024.12,2746784.0,2637206.12,2633765.92,1938452.68,208528.28,217046.96,125236.56,183193.52000000002,344423.08,144176.80000000002,213318.4,176587.80000000002,215030.44,200074.8,404706.2,321656.64,317366.6,389348.0000000002,332569.4,336845.8,408071.8,322618.27999999997,337721.4,334994.56,1021248.92,329367.6,607647.08,769364.72,1251803.84,689121.48,392201.6400000001,605182.36,1157302.72,739758.9199999993
34,2806824.62,2574351.84,2632234.42,2140103.76,2684280.06,2217588.96,2770797.9999999995,2748396.159999999,2640408.52,1945348.22,210017.24,218924.16,125856.94,204570.24,347704.98,143125.82,215371.80000000005,229921.68000000002,222809.4,242597.4,406041.39999999997,322528.56,321332.0,400669.94,333717.16,353519.99999999994,409706.99999999994,322030.26,343796.0,334395.24,1174235.4800000002,394704.3,616588.72,826009.84,1250988.46,699839.36,395816.76,693169.28,1255820.5999999999,812368.7999999999
35,2871948.56,2607316.8,2641387.88,2222286.04,2687098.68,2234194.48,2809974.4000000004,3063157.84,2645681.08,1973718.16,208687.63999999998,219773.92,161182.52000000005,221204.36,349509.80000000005,176934.80000000005,240993.12000000017,245455.48,232349.72,249209.8,407529.8,331037.64,323939.2,402354.84,366055.87999999995,385282.0,411985.8,322769.32,365090.00000000035,352649.6,1288782.88,400641.6,619202.56,873702.8,1351476.28,716969.3199999998,394390.52,710991.96,1413074.4000000001,897583.3999999998
36,2884759.2,2624561.4,2707520.3000000003,2277481.4,2701750.8,2256322.6,2827139.0,3141798.6,2659489.0,2042760.9,215971.20000000007,224605.4,193523.0,221066.6,352722.1,203046.60000000006,287693.8,243826.80000000002,231981.8,248480.0,410916.0,334261.2,330621.0,403702.3,397261.3,399946.5,462899.0,331339.1,400852.0,397261.1,1442384.2000000007,400260.5,650186.0,954052.5999999994,1493583.0,786144.6,395022.2,794196.4,1497269.0,1002588.7999999992
37,2914474.0799999996,2639560.12,2707675.88,2311761.1999999993,2710328.92,2441353.9199999995,2869019.0,3157569.44,2658551.12,2073184.16,217926.92,226807.08,225575.04000000007,220240.4,355662.88,270973.24000000017,321575.88,257544.39999999994,231372.56,267703.39999999985,412291.6,334970.2,329481.4,411996.36,398984.08,401658.39999999997,466769.2,333003.80000000005,402661.6,399903.92,1623831.1199999996,406831.4,732792.28,1109536.7600000007,1618167.52,851187.7200000001,400536.72000000003,830367.28,1630959.1999999997,1131042.5999999999
38,2925072.96,2661395.76,2721023.86,2422259.1599999997,2720647.02,2586018.6,2733447.0,3162882.98,2665281.68,2103957.3000000003,217078.04000000004,226511.08,268307.20000000007,236302.63999999998,375094.98,326406.1199999996,332953.36000000004,334834.52000000025,248468.87999999992,286518.0,429280.4,366954.52,330771.4,417865.48,399281.44,403129.1,467702.8,337904.08,404438.2,399510.24,1817937.24,409788.0,844510.4000000006,1238825.3999999997,1675181.8,917705.84,402681.06,932314.7599999993,1770162.9599999997,1242415.4
39,2929532.52,2675955.8399999994,2729198.16,2560041.7199999997,2727398.6,2595652.88,2665429.8,3153832.08,2669589.04,2223678.92,254141.6000000002,260917.04,280120.6,257157.15999999992,376505.72,362468.16,341665.04,338819.32,273637.6800000001,324208.99999999994,479358.6,397468.96,338981.4,417298.48,400731.56,406575.2,469275.0,338229.6,406809.2,401431.76,1972117.9599999995,420365.8,962003.72,1387167.3199999998,1793674.2799999993,1006468.7600000006,402725.96,1069876.2,1866094.4,1327267.7999999998
40,2821304.5600000005,2717829.72,2738161.64,2635941.0,2756430.34,2604577.64,2864329.8000000007,3144681.84,2682098.08,2315877.94,333732.24000000005,325636.47999999975,317908.16000000003,271712.4,379470.38,363934.14,342114.12,340480.12,308573.3599999999,342028.8,480982.4,398931.92,344087.8,419515.06,405720.24000000005,407160.3,476269.59999999974,362613.87999999995,407808.8,406390.12,2093974.6400000001,419656.2,1008466.0399999999,1496957.2399999993,1955000.22,1077162.04,405661.2,1118350.8,1884458.24,1419941.719999998
41,2692211.0,2735765.2,2761299.2,2643901.0,2769805.4,2599777.8,3090433.0,3158215.6,2690342.6,2338655.0,345355.2,351314.2,344631.6,313189.8000000002,377292.2,365340.0,345564.4,340724.4,356150.8,343359.0,482605.0,399332.39999999997,345350.0,419253.0,406111.8,406813.0,488803.0,400516.0,409577.0,406699.6,2138223.2,418249.0,1092469.6,1578642.9999999998,2133960.7999999993,1127378.6,445691.0,1206429.3999999997,1912641.5999999999,1459908.1999999988
42,2875131.6400000006,2747580.9199999995,2771143.42,2655897.68,2770638.36,2601819.52,3328905.8,3161573.36,2711862.08,2389630.84,348425.48,351407.72000000003,346120.3,346524.36,381501.38,367278.6,348519.27999999997,341137.44,356250.72,345097.8,487591.6,400628.36,360850.9999999999,422882.33999999997,406824.14,409933.9,489413.4,402685.04,411508.8,408412.1,2165825.98,461425.6000000001,1218048.7999999998,1667671.4,2185643.4,1219428.4000000001,479064.48,1367640.9200000009,2022786.7200000007,1641463.6799999995
43,3172544.160000002,2830881.56,2800349.68,2659156.56,2784743.56,2613042.36,3520380.40000001,3172575.72,2732249.08,2421132.4,348890.76,354439.28,346434.68,348352.88,384414.16,370964.68,350767.32,341558.52,356626.60000000003,345264.6,490814.8,402257.52,404703.79999999993,424379.27999999997,408183.16,410774.4,491684.2,402352.72,411774.6,408861.56,2168832.76,513478.0,1329961.52,1791301.72,2336743.8000000003,1350097.8,485578.36,1484961.3200000005,2094204.6,1860630.8399999994
44,3359479.7399999998,2836137.36,2888190.46,2675936.7199999997,2806942.46,2621375.52,3781509.3999999994,3203106.44,2816036.94,2598293.08,351355.86,357893.83999999997,346946.72000000003,348666.52,386511.92,376064.7,354724.16,346219.6,366711.3199999999,348692.6,491485.6,401860.6,410670.4,431112.94,408322.86,413850.00000000006,492008.6,404047.98,413472.8,408752.39999999997,2306800.56,556716.0,1401613.36,1844129.52,2433975.32,1425958.2,484735.74,1588649.6,2121914.82,1973748.5999999999
45,3480209.1199999996,2844053.88,2892737.6799999997,2677321.96,2812506.6,2624467.28,3755426.0,3223789.1999999997,2824042.36,2608853.36,371090.04,376292.36,348405.2,351951.36,387243.16,388438.3999999999,373524.08,347791.64,378290.32,351685.8,492990.8,405120.8,410226.6,477830.2800000003,414282.12,417189.8,494105.0,406724.6,415952.00000000006,414425.96,2343779.92,622630.6,1537063.9600000002,1899984.76,2576282.28,1522790.6,483993.48,1701078.5999999996,2124805.28,2086425.3199999998
46,3737845.9999999995,2870390.1999999997,2898673.1,2712224.6,2888647.699999999,2634014.0,3758485.0,3315948.8000000007,2834266.8,2607689.2,373561.30000000005,376331.4,350356.9,354661.8,388864.7,390763.8,375483.6,350393.4,379541.6,354251.0,495764.0,406088.6,412036.0,491729.4,412846.69999999995,421139.0,496073.0,406018.1,418712.0,415699.99999999994,2344429.7,696484.0,1645877.7999999998,1942920.2,2585446.1,1603307.6,503670.8000000002,1820828.2000000011,2126882.1,2131764.4
47,3845971.8400000003,2879437.32,2913049.4,2757893.8399999994,2910122.12,2684986.12,3826386.7999999993,3518488.5200000023,2846865.2,2616417.36,376092.64,378411.12,370358.84,361001.76,393440.24,392648.5999999999,377748.72,351629.2,382884.64,356676.2,497636.8,408373.39999999997,414236.0,492979.24,427013.9200000003,422148.4,496818.5999999999,407901.6,419555.8,438991.52,2348598.0,703363.8,1728337.8,1946205.56,2604370.72,1772514.960000001,558634.4,1886487.2400000002,2129032.44,2136080.6
48,3852044.24,2893811.16,2934017.4,2760256.48,2928619.98,2684810.56,3858390.7,3702973.88,2875445.56,2623606.54,376044.74,380552.56,371746.22,360092.36,394960.74,394772.3599999999,377320.36,359518.7999999999,384931.43999999994,359896.2,499154.4,409095.44,417808.2,494775.92,463804.28,436996.8000000002,498173.4,410929.16,464687.0,469136.62,2372651.66,711454.3,1865319.2,1960381.5999999994,2608278.38,1872462.8,571790.2400000003,1975532.4,2150253.4,2155414.22
49,3858182.8000000003,2897424.52,2934914.6799999997,2781308.08,2943726.0,2694221.44,3864438.2,3791629.72,2858517.0399999996,2627199.88,379016.83999999997,380535.36,372393.88,378877.4800000001,396750.72,396770.76,378676.96,372933.76,387215.48,376792.39999999997,500158.39999999997,409688.08,417896.8,494768.72,480757.92,477372.4,499780.2,412165.48,486080.0,480657.44,2379088.36,714198.4,1950396.919999999,2041979.6399999997,2611677.44,1993901.5199999998,669877.3600000009,2026562.6,2154988.68,2158044.16
50,3869021.4,2805089.7600000007,2827716.8400000003,2704952.96,2857100.1599999997,2701558.72,3882123.4,3796955.04,2758342.0399999996,2627315.56,379548.14,381649.12,374253.12,380007.72000000003,399269.36,397597.32,381078.16,374625.36,387624.68,378763.4,502033.4,411802.12,419034.2,494686.64,482037.54,488743.7,502947.8,411661.26,487193.8,482404.62,2395175.82,741872.5,2087824.4,2181160.84,2616976.56,2115676.28,700335.98,2130697.0400000005,2173597.2,2159718.92
