index,185_1_www.python.org,185_2_www.python.org,185_3_www.python.org,185_4_www.python.org,185_5_www.python.org,185_6_www.python.org,185_7_www.python.org,185_8_www.python.org,185_9_www.python.org,185_10_www.python.org,186_1_www.python.org,186_2_www.python.org,186_3_www.python.org,186_4_www.python.org,186_5_www.python.org,186_6_www.python.org,186_7_www.python.org,186_8_www.python.org,186_9_www.python.org,186_10_www.python.org,187_1_www.python.org,187_2_www.python.org,187_3_www.python.org,187_4_www.python.org,187_5_www.python.org,187_6_www.python.org,187_7_www.python.org,187_8_www.python.org,187_9_www.python.org,187_10_www.python.org,188_1_www.python.org,188_2_www.python.org,188_3_www.python.org,188_4_www.python.org,188_5_www.python.org,188_6_www.python.org,188_7_www.python.org,188_8_www.python.org,188_9_www.python.org,188_10_www.python.org
11,17702.0,17335.600000000002,15156.800000000008,23235.80000000001,17024.600000000002,18006.8,15758.400000000001,18491.0,24442.799999999977,24603.999999999996,18250.6,15437.6,18395.0,17451.0,18325.0,17355.0,17421.399999999998,18333.0,13609.199999999999,15991.199999999999,62624.00000000003,24051.599999999984,23437.20000000005,143912.0,195631.80000000002,64816.6,42382.400000000016,59258.199999999924,132962.99999999997,23516.600000000002,81656.0,51351.0,36632.999999999985,125351.2,25663.0,138057.0,17804.4,233762.80000000002,76477.0,41668.20000000006
12,18118.200000000004,18042.4,18146.7,26066.48,17974.08,17873.2,23783.56,18418.8,51766.76,25384.24,17836.800000000003,18513.4,18095.0,18240.0,17864.2,17628.16,18304.100000000002,17998.5,15355.14,17650.94,81926.16,37207.78,44849.24,181486.90000000002,241430.90000000002,98214.56,56829.319999999985,89659.3,179220.3,31821.92,146225.70000000007,52589.4,70858.88,142520.72,51634.8,201053.02,51752.0,260190.56,109281.20000000001,50519.6
13,17953.8,17837.48,17976.72,37844.24000000001,18194.32,23570.64,25600.12,31860.800000000076,54581.12,28678.079999999998,33551.119999999995,17916.399999999998,18000.0,17775.0,25669.600000000002,18070.120000000003,17768.600000000002,22958.600000000064,17802.959999999995,18360.08,116863.31999999998,58645.159999999996,75805.12,222793.4,251732.76,116628.43999999999,66416.04000000001,130067.79999999999,199850.48,31355.480000000003,184386.8000000002,66568.39999999998,111272.19999999997,177494.95999999996,52970.200000000004,202129.52,50805.08,294017.44,163112.80000000013,52923.799999999996
14,23658.000000000022,27554.96,22288.100000000002,41847.34,19278.860000000048,34270.64,25981.52,41577.7,65529.43999999996,29983.76,35563.8,22191.040000000026,37816.00000000001,29787.800000000025,25629.08,18081.8,23057.300000000003,39044.6,17982.3,18017.3,150794.3,65707.02,77656.40000000001,236316.3,286020.92,130060.6,90035.84,195730.81999999998,203888.44,36200.56,209764.6,108525.8,159536.78000000003,196097.86,78519.19999999997,223017.12,54043.899999999994,333217.95999999996,205944.00000000003,81113.56000000004
15,52594.000000000124,26754.64,31821.44,50887.720000000045,26089.76,76801.72000000007,26971.200000000004,42982.0,69980.32,47590.520000000004,38138.840000000004,45247.6,47970.000000000015,37453.6,28756.28,18089.800000000014,26237.280000000002,53238.99999999999,17618.2,17976.6,193264.80000000002,107664.4,104854.76,238617.0,327984.24,186533.08000000002,114019.20000000001,203311.15999999995,213209.76,62105.40000000007,222624.2,147289.99999999994,177645.04,241054.4,114855.99999999999,235082.6,62808.15999999994,351181.2,226183.0,96745.68
16,67508.0,28348.999999999996,31049.4,76355.29999999999,27401.400000000012,91239.20000000001,45165.99999999996,74513.5,86298.99999999999,58424.00000000001,51510.199999999975,52302.2,52287.0,36559.0,34576.00000000001,32898.00000000001,27789.4,70446.5,26041.200000000048,51672.400000000045,201703.40000000002,139227.9,123512.00000000001,292280.5,362733.8,196097.0,134983.39999999997,254732.8,219730.6,92461.40000000005,232835.5,191891.0,189775.5,247947.00000000003,174338.0,273720.4,94876.60000000002,401010.0,254923.0,131111.6
17,66765.6,32342.400000000005,34186.68,95411.04,28519.600000000006,99554.68000000002,72775.92,90220.0,96271.76,67651.8,57780.59999999999,53826.84,53764.4,39985.8,43487.88,44148.88,36951.99999999995,86809.0,40000.92,51740.92,203995.32,174987.6,132119.24,298086.60000000003,384009.83999999997,206645.6,153195.4,262008.96,257624.56,103434.40000000001,293300.4,203814.2,194709.48,264137.04,182654.39999999997,302090.52,142390.88,421191.1599999999,269309.0,159452.00000000006
18,68413.7,43688.799999999996,45019.939999999995,126382.9,39878.84000000007,140608.4,76069.88000000002,106909.00000000001,126431.12000000002,72225.24,72296.2,63912.43999999999,56126.000000000015,58099.00000000001,74370.63999999994,43437.159999999996,50801.739999999976,100133.50000000001,43714.69999999999,53445.1,216727.94,194183.02000000002,155380.76,357376.3,411537.3,232548.96000000008,177682.24000000002,268657.07999999967,289089.87999999995,136865.88000000006,296328.7,204861.8,198019.62,272019.2,203060.4,331690.68000000005,173099.08,458333.8,271322.8,187634.1
19,96136.00000000003,60073.12,57468.999999999956,169881.59999999998,66264.88000000006,171433.4,82152.07999999999,127838.6000000001,167453.15999999995,84809.48,92848.03999999998,76258.36000000002,77287.00000000001,73479.00000000001,77431.56,45164.92,60245.799999999996,133630.40000000005,49580.8,56015.799999999996,221313.0,201225.24,179616.71999999997,392150.2,422959.39999999997,237926.6,198282.2,293782.84,356382.39999999997,159073.2,297627.20000000007,208023.2,229095.68000000002,298773.72000000003,204503.2,354422.1599999999,181465.16000000003,472615.72000000003,305009.2,204276.96
20,110750.09999999999,73914.80000000003,84214.3,208162.54000000012,77571.45999999999,186940.47999999998,95290.16,152225.4,188508.16,109037.2,114474.99999999997,88340.84000000003,93943.00000000001,82044.0,98929.2,67699.08000000002,70170.71999999996,159789.09999999998,64078.26,69393.68,252269.58,202576.26,216507.48,406017.5,462697.82,239239.63999999998,212814.09999999998,295617.54,383931.48,196926.46000000005,329123.7,233290.2,258175.78,325693.74,226985.39999999997,382704.1,198964.74,473767.72000000003,308991.6,203198.38
21,158058.0,86869.2,91475.40000000007,242016.2,95693.20000000004,212028.19999999995,107418.19999999998,176988.0,210549.99999999988,132196.0,127804.99999999999,101443.8,117756.0,101706.0,114808.99999999999,87023.0,78350.99999999999,169694.0,65732.0,74806.0,274142.80000000005,210692.19999999998,234745.40000000002,414947.0,470757.2,239840.2,226508.4,304608.0,406217.0,219521.2,359951.0,234847.0,287556.6,352916.80000000005,233584.0,399383.4,227552.99999999997,475913.80000000005,343046.0,205205.2
22,172034.0,96509.40000000001,124092.95999999999,246251.96,121882.34000000003,215723.96,125706.24000000002,209416.5,219206.2,155643.51999999993,157047.7199999999,127088.40000000001,140502.0,123126.4,140019.04,92206.6,81282.61999999998,171393.3,75422.63999999996,81849.2,305346.10000000003,212740.1,237972.04,437028.00000000006,473447.46,272962.96,240873.12,315550.7399999999,426986.82,246072.82,386768.50000000006,254072.19999999995,288782.14,393099.3,236136.0,419397.89999999997,235445.3,487957.72000000003,364982.8,205745.5
23,174153.00000000003,106390.04000000001,132862.2,255452.40000000002,150694.04,215596.24,147377.59999999998,234531.60000000003,220514.72,169899.48,174299.52,149720.44,156410.2,147853.0,165227.59999999998,108751.2,92210.04,188981.2,102793.20000000001,100803.88000000005,362661.1600000002,232663.76,255470.96,464627.6,479500.88,285995.2,246635.8,365753.3999999999,429745.56,249507.6,406261.00000000006,273976.79999999993,295575.4,422925.88,244643.39999999994,433429.64,240496.04,495656.96,404554.0,212424.52000000002
24,224664.40000000002,115379.96000000002,148732.09999999998,269719.10000000003,168855.24000000002,217320.36,159116.48,244073.7,221264.28,192713.64000000004,189501.11999999997,190158.5200000001,177376.80000000002,161692.2,177925.0,135995.44,93564.17999999998,197898.7,120685.03999999998,122003.3,388254.30000000005,265451.87999999983,269293.56,466223.5,490019.98,325070.16000000003,265174.63999999996,397373.72,438800.48,291230.42,416989.7,315756.3999999999,311532.78,443715.94000000006,276136.8,447033.58,264284.68000000005,501058.31999999995,429506.8,233273.38
25,232062.4,128459.04000000001,185260.56,300538.64,195008.72000000003,225467.36,195105.36000000004,245470.0,234844.36000000004,212492.2,196761.56,200963.92,190756.4000000001,183133.80000000005,198923.2,159549.6000000002,98181.76,199295.0,135187.43999999997,123739.04,405311.4,303463.4,273400.36,473312.6,497289.08,344489.44,267945.44,401072.12,458319.08,293709.56,463536.00000000006,349790.59999999974,343943.8,459049.31999999995,280013.7999999999,462466.16,270290.64,516444.72000000003,438007.00000000006,257157.92000000004
26,233714.5,161643.0,217960.5,313907.0,213816.00000000012,233764.0,223775.0,251531.5,271188.0,232903.0,198469.0,199979.0,208298.0,227648.0,234766.0,180405.0,112636.49999999999,206826.0,161019.0,143532.5,406995.5,354250.5,291387.0,474595.5,498759.5,347048.0,269196.5,414216.0,459309.5,295187.0,466610.0,374569.0,370268.0,469673.5,314494.0,463446.5,272709.5,513644.0,454253.0,281367.5
27,235648.2,185966.56000000003,241029.00000000003,319089.48,236907.88000000003,267472.56,222920.63999999998,268137.2000000002,274160.19999999995,252024.6,215767.6,203974.84000000003,225863.2,235690.8,235453.16,192899.6,125096.6,238140.00000000003,183884.47999999995,176923.95999999993,408989.24,356715.36,292791.96,489148.8,515005.8,382855.28,295492.64,432825.44,463915.8,295104.68,469171.0,412473.0,384207.36000000004,470572.52,341611.99999999994,469582.2,274590.6,527550.6399999999,457306.6,304699.2000000001
28,238765.50000000003,202279.76000000013,250519.18,376710.9,250682.58,302453.56,225122.64,301616.9,297423.19999999995,254873.76,230403.12,206519.60000000003,228300.6,235016.6,237126.04,212028.56,137937.39999999997,241305.5,198858.64,202503.08,422500.84,362658.95999999996,310702.68,496414.9,513714.66,410590.12,296933.44,436151.94,473180.82,313680.2800000002,472833.70000000007,413311.4,397188.77999999997,473529.86,363957.39999999997,472723.42,286402.48,537102.36,470921.2,332038.16000000003
29,241766.8,229360.43999999997,252174.36,382240.96,252269.08,319837.36,232325.2,310881.4,312724.8,258005.4,230488.32,235855.28,229901.8,236678.4,266009.39999999997,226788.36,155211.9999999999,245717.4,198326.12,202743.60000000003,430530.16,383164.92,339927.04,498473.0,515054.12,424569.28,312704.2,437767.12,475066.36,362606.24,478053.8,414829.2,398686.24,475324.16,374008.0,474385.83999999997,300954.04,538073.16,476955.8,363120.4
30,252366.8000000001,250595.28,253220.3,394816.6,252207.54,321152.04,240690.6,312596.7,334601.9199999999,273272.0,232426.80000000002,246506.6,247756.40000000026,244505.40000000002,288354.92,228240.92,168755.89999999997,258240.20000000007,200479.5,205847.06,448426.1600000001,406362.46,345863.60000000003,503298.4,521111.16,437046.4,323147.1,464914.19999999995,475973.98,366791.54,478737.3,438610.9999999998,408781.9,475731.18,401527.4,477522.38,305682.94,543761.88,479499.60000000003,388918.48
31,267428.0,250206.20000000004,268092.6,438686.6000000004,255323.2,336008.4,282326.2,322624.0,363587.0,277142.4,233082.6,273841.20000000007,287083.0,271573.0,289790.0,263847.8,184759.79999999993,284680.0,201603.6,229902.8,453351.4,412386.2,352262.0,507611.0,526576.0,452173.20000000007,330396.0,469367.0,488643.4,382093.60000000003,490141.0,462067.0,419746.8,486511.2,409390.0,478932.8,321631.2,543004.2,478690.0,408453.0
32,310882.20000000007,251774.52,272261.0,472298.7,258989.7,338488.24,287747.80000000005,330072.7,387507.44,301885.6,246735.59999999995,300242.0,291159.4,278412.4,319914.72000000003,263914.76,196402.09999999998,296589.4,209649.03999999995,263818.10000000003,462169.06,421864.96,367832.12,519363.3,539164.06,458584.56,336314.34,478559.04,493139.82,384612.18,491577.4,470857.8,431646.67999999993,487924.54,412695.0,489178.28,323346.66,545096.96,488973.00000000006,411548.64
33,319487.0,262926.56000000006,312931.44,475229.64,274961.36,354182.52,310048.28,332568.0,401514.2,309642.24,260432.1199999999,316767.8,292525.60000000003,289224.2,333231.32,266946.92,199411.64,313070.2,236188.91999999998,276713.2,466384.4,438911.75999999995,397022.8400000001,516901.4,536709.6,467061.04000000004,362214.8,478433.04000000004,494871.4,388294.3200000001,498439.4,472117.8,441364.48,501305.68000000005,428258.4,490186.44,324957.92,547957.72,501751.6,419066.36000000016
34,322699.5,293453.24000000005,322921.54,490637.26,282701.1,372362.64,336729.44,345899.5999999999,404167.44,321928.44,276358.39999999985,334618.2,293351.39999999997,296496.8,362021.8,270202.32,201267.58000000002,334036.0,244659.48,286807.88,473276.72,460003.18,416889.84,533270.3,553736.7,470313.48,386147.32,480325.38,499487.7,421313.96,501574.3,473573.2,461597.4,503727.86,431276.8,500561.58,358932.89999999997,558694.2,502507.0,432031.16
35,325920.4,294197.0,324627.32,496514.44,284206.04000000004,383692.04,361142.9600000001,361237.8,414453.84,340614.04,297425.43999999994,347591.24,294830.6,313998.2,375117.08,271709.24,223344.43999999997,340457.20000000007,246903.04,293270.4,472830.6400000001,462305.4,439599.0,539376.4,557711.04,477346.96,403038.28,482459.1999999999,515071.64,437074.44,505268.8,475193.8,471075.96,509580.76,437232.99999999994,504333.52,362526.92,559237.36,506635.4,460594.00000000006
36,325134.5,309623.60000000003,330450.4000000001,497471.0,292750.7000000001,387362.8,378095.4,383244.5,415268.8,347578.6,321373.0,349807.2,301766.0,315648.0,382541.0,275547.4000000001,245840.5,361646.5,269759.0,295157.5999999999,475421.4,467248.5,459230.0,541573.5,561478.4,480659.0,420716.5999999999,489593.8,512953.4,435505.1,516176.0,476308.0,481874.0,514045.8,453717.0,504319.10000000003,381560.5,571517.6,511322.0,463420.7
37,334535.00000000006,340866.76000000007,338444.28,498049.28,312993.36,413181.24,403967.56,393295.4,431630.76,349277.68,348155.6,379497.36,331571.4000000001,329481.2,389924.8,289408.60000000003,264373.6,375559.4,307330.6,318695.32,490564.52,469524.76,463282.88,541741.8,559721.48,481236.48,441404.12,496191.52,513313.08,437221.2,514336.2,478074.60000000003,481228.08,524995.72,455884.2,506207.36,408577.20000000007,576745.56,525838.7999999999,462401.80000000005
38,354229.3000000001,358143.32,357361.56,500077.74,315540.48,425542.36,421709.16,398435.60000000003,449997.7200000001,359513.6,370085.92,381153.52,351185.80000000005,353617.4,393809.24,298327.4,269672.24,401818.5,323160.22000000003,335274.46,492000.72,471549.04,466570.88,542659.0,567737.4199999999,491386.52,459143.7800000001,504259.67999999993,528710.7599999999,453822.57999999996,517237.6000000001,486622.0,482342.98,522832.74,464533.4,510815.48,440601.46,578193.48,523488.4,463593.16
39,378991.0,361236.56,376536.04000000004,503430.52,327725.52,428114.56,435168.27999999997,427329.5999999999,474036.36,369227.12,380406.48,407188.68,364149.2,354554.0,409289.92,301178.64,271207.28,419766.0,333700.6,336500.9600000001,493884.12,471091.84,470889.92,560039.4,581397.7599999999,490869.76,471563.51999999996,505083.32,533345.88,463289.2,532072.4,490909.2,484533.0,528898.84,463724.8,526746.88,440806.24,580490.64,523924.4,473082.28
40,384078.8,368262.64,389628.20000000007,504171.7,338379.9,429591.64,442239.2,457139.20000000007,489980.36,388572.2,387426.9599999999,409586.92,391513.2000000003,372393.6000000001,419395.4,319011.56,272579.79999999993,423672.1,355989.24,344782.46,495370.80000000005,472460.76,472688.04,563710.4,586487.0599999999,495002.56,479115.42,508755.44,535263.18,468912.58,536419.6,498839.0,492038.6,534838.72,472516.6,527931.94,461443.7,581569.76,540225.2,472481.78
41,400118.0,369940.4,399892.8,508946.4,347050.6,466532.2,446543.6,483162.0,490938.2,393174.4,410364.2,417830.6,416837.0,388921.0,426782.8,320015.4,298732.99999999994,422736.0,359061.4,360228.4000000001,499009.2,482811.7999999997,474389.8,567112.0,627587.0,500338.6,480575.4,520032.2,535343.6,473703.4,538395.0,502336.0,501606.0,538968.4,474706.0,525623.4,472253.8,582004.4,544831.0,475485.39999999997
42,418009.3,371328.44,408162.7,510979.6,346419.88,483724.08,467801.48,486892.2,490186.88,394367.32,413901.3599999999,425691.64,424917.0,406934.2,432531.8,333028.60000000003,300663.16000000003,425156.3,373319.54,406468.16,500088.20000000007,493962.76,474121.52,589534.0000000005,664356.8399999999,504237.04000000004,482010.06,518345.52,539107.18,479733.72,537652.9,502399.0,502567.76,547246.38,476658.2,534884.78,472986.36,584290.56,547350.4,475287.88
43,423599.4,382171.16000000015,433014.8,512035.04,351224.80000000005,492015.68,471353.96,489719.8,493867.4,408540.27999999997,415022.28,425336.56,428457.6,408114.8,434392.12,341180.2,300953.2,426869.4,401559.9199999999,406721.92,514823.64,492883.56,492591.19999999995,641056.4,691776.04,506284.08,482985.04,519189.24,545166.2,480999.36,535167.2,502621.4,505049.2,544718.24,477461.2,539179.36,474728.84,591783.4,545018.6,483972.24
44,425737.2,410009.44,456420.1,525951.2,362083.64,493516.8,481526.88,491171.9,500671.64,418354.15999999986,422420.88,426849.04,430167.4,412754.4,435144.88,344448.92,304599.3,427573.1,423025.42,424510.98,513284.44,494746.12,493237.68,694572.4,749851.9199999996,511696.76,489767.34,521399.51999999996,552356.04,482595.18,536845.1,507010.6,506531.88,545604.38,486268.2,544483.12,474413.89999999997,590996.9600000001,542981.6,485582.74
45,431101.2000000001,430677.6,470772.88,527999.4,365476.36,494643.44,491863.16,490533.8,500153.04,436180.4399999998,433453.44,427641.6,429864.2,416783.80000000005,436755.84,365383.12,314093.8,429507.0,424634.24,425125.56,511836.36,495036.24,494632.24,698168.6,794771.6400000001,523331.56000000006,491878.96,527298.92,559172.68,492351.76,538163.4,517747.8,512645.28,549331.12,487057.99999999994,548684.84,479165.0,604421.16,550953.4,488473.52
46,451029.50000000006,440302.20000000007,486351.0,528417.1,377721.60000000003,494692.4,490117.0,493682.5,503368.8,449373.00000000006,435195.4,430087.8,430964.0,434314.0,438972.60000000003,380581.0,339349.9,429623.5,424540.7,426027.2,514811.2000000001,498877.8,495738.0,732204.5,864779.1,521659.39999999997,504985.00000000006,538542.3999999999,565444.8,494515.5,551495.0,516389.0,521886.9,548597.2,493758.0,548009.8,484499.7,607008.2,553483.0,493338.60000000003
47,485049.8,468645.80000000005,489011.0,530912.28,398655.16000000003,494512.88,490194.12,495511.6,504011.88,458349.80000000005,436025.92,432602.72000000003,432930.4,433848.0,439543.2,395199.52,343921.76,429676.0,423253.76,427283.2,517361.04,510967.72000000003,504187.88,736415.6,902036.84,519857.83999999997,505577.72000000003,541565.12,571098.1599999999,503497.6,556370.6,516016.5999999999,520569.88,561754.84,493865.5999999999,549597.96,485725.56,627666.2000000001,564768.6,495103.2800000001
48,490596.3,476539.08,489477.98,532333.66,408281.56,494305.36,492159.52,495278.1,503815.92,475313.80000000005,437735.28,432290.16,433789.2,434058.2,444244.60000000003,412501.2,343611.26,431445.0,423911.38,429663.82,522819.1200000001,509380.77999999997,510233.04,749563.2,901136.48,523828.32,505541.38,543086.9,580947.0,505325.68,560514.2,524393.4,520303.92,567705.26,496740.4,555087.98,485318.96,645692.64,568917.8,499833.22000000003
49,489714.8,480379.04000000004,490899.72000000003,536119.36,410094.12,496145.16,497855.12,498200.00000000006,503929.68000000005,485290.76000000007,438477.68,433340.28,433193.2,435861.2,455081.24,414170.27999999997,348472.04,438870.2,426258.08,429539.04,525106.52,508016.52,508546.36,782637.0,905041.88,525810.52,507782.2,541579.72,591550.68,504773.6,559302.4,528530.8,523156.27999999997,577506.44,498513.8,559886.8399999999,484894.32,672489.56,573399.2,499628.95999999996
50,489649.60000000003,481969.8,491313.18,535988.32,422974.1800000001,496102.92,500495.92,499757.3,507186.44,493451.48,441013.84,433520.88,435467.4,436090.0,455084.12,421254.72000000015,369516.11999999994,440417.4000000001,427212.8,432148.48,527330.84,510386.9,507186.24,789958.6000000001,905016.44,543362.44,508044.3,543729.38,591363.54,508008.16,558287.7,533101.4,527158.18,576803.72,501495.2,574085.72,488061.98,707611.08,571856.0,500298.08
