index,70_1_www.jimdo.com,70_2_www.jimdo.com,70_3_www.jimdo.com,70_4_www.jimdo.com,70_5_www.jimdo.com,70_6_www.jimdo.com,70_7_www.jimdo.com,70_8_www.jimdo.com,70_9_www.jimdo.com,70_10_www.jimdo.com
41,391258.4,1196741.0,455952.8,453445.0,413545.4,456019.40000000014,460140.6,1200863.6,381301.0,379885.4
42,393670.14,1198380.5999999999,457702.22,452849.4,413267.8,459871.88,459478.72000000003,1206531.24,383728.96,379859.96
43,395806.88,1203210.8,457020.92,466818.2000000001,413104.08,461389.88,469209.80000000005,1205135.72,383650.36,379723.2
44,395730.22,1207113.8,456822.96000000025,488561.2,448931.2800000001,460796.96,491958.04,1206436.6,391160.08,379332.08
45,415001.44,1213706.6,471171.04000000004,490242.2,467927.76,461680.6400000001,498276.04,1208103.44,392170.64,397314.2
46,448654.3,1216853.0,492264.9,529276.0,469009.80000000005,522751.4,499425.6,1211535.4,392537.2,422180.5999999999
47,450324.84,1231324.9999999998,549763.8800000005,528814.2,468872.4,563373.1599999999,534257.4,1214011.44,395090.76,450241.56
48,449785.52,1233501.5999999999,577396.1,585157.8000000004,467925.12,606386.24,533806.68,1221518.84,395304.32,451955.32
49,454344.6,1237580.0,577009.44,637248.6000000003,504099.24000000005,606220.16,593804.5200000003,1227037.1199999999,395216.32,453614.72000000003
50,506891.88000000006,1240241.6,576626.72,692789.8000000002,547998.04,606054.08,643930.2799999999,1237416.44,408913.95999999985,453125.48000000004
