index,222_1_web.de,222_2_web.de,222_3_web.de,222_4_web.de,222_5_web.de,222_6_web.de,222_7_web.de,222_8_web.de,222_9_web.de,222_10_web.de
26,1812525.0,1582500.0,1598137.5,1610087.5,1678865.5,1765501.0,1703798.0,1715724.0,1719783.5,1762574.5
27,1860981.2400000002,1589480.8,1616803.32,1619608.44,1754712.8,1789749.24,1809045.28,1783732.28,1727210.76,1771644.36
28,1896569.9400000004,1621263.48,1711139.32,1745608.4799999995,1793070.4,1858712.4,1891015.56,1796772.92,1842413.4,1798579.06
29,1907456.76,1711520.92,1725635.28,1764026.6,1799381.6,1909483.92,1910435.8399999999,1820600.44,1946284.28,1830876.04
30,1959008.52,1771673.28,1739433.74,1797761.74,1820669.0,1909094.48,1926230.84,1839133.68,1959768.82,1849748.36
31,2001234.4000000015,1776766.4,1833429.0000000005,1805487.8,1903012.0,1934127.7999999998,1957608.4,1868491.8,1989841.9999999998,1874916.0
32,2144054.48,1784502.72,1843941.44,1827830.2399999998,1928365.3,1944031.84,1968380.32,1880271.52,2013140.74,1945309.1600000001
33,2188354.04,1852011.12,1863653.72,1942266.12,1931708.6,2090679.68,1988826.28,1925606.12,2046626.32,2126888.76
34,2236763.94,1908951.4,1886332.18,1965041.92,1975629.5,2186527.0,2031631.48,2018367.7999999998,2088709.58,2165531.72
35,2466929.6799999997,1930359.08,1922314.6800000002,2061756.36,2017290.8000000005,2267582.76,2061613.04,2131947.2,2104187.32,2180285.12
36,2540588.8,1943666.2,2077911.2,2095977.3,2140534.5,2278518.2,2142562.8000000003,2138997.2,2146639.3,2179473.9
37,2544851.92,1942733.56,2077599.8,2109052.0,2166971.8,2289593.2800000003,2242643.08,2176100.28,2168578.8,2196946.52
38,2597235.66,1960718.52,2214794.58,2137612.28,2167064.6,2329878.4000000004,2281547.72,2184637.16,2330616.9599999995,2311838.86
39,2620194.2,2066312.5199999998,2260304.9200000004,2139705.72,2165330.8,2449962.32,2319097.52,2192507.3200000003,2363270.36,2461900.92
40,2708653.08,2119715.56,2272257.72,2145935.5599999996,2189217.7,2474415.64,2341645.04,2193636.92,2395489.62,2466389.48
41,2786393.8000000003,2125428.6,2398867.8,2152290.0,2219899.0,2483314.0,2436004.4,2219910.1999999993,2394404.2,2591546.0000000005
42,2790193.5600000005,2145227.64,2416106.4400000004,2211232.04,2235268.8,2729846.1999999997,2637347.7600000002,2252366.32,2407125.2799999993,2776304.960000001
43,2907017.48,2176696.88,2420539.08,2221512.04,2262823.4,2852895.28,2684692.96,2329352.84,2466266.36,2860925.92
44,2908151.42,2252584.92,2459716.36,2243602.08,2492606.1,2857399.8,2719613.12,2351455.56,2474626.56,2864408.94
45,2927391.28,2344516.24,2573636.24,2294890.44,2537755.2,2873549.64,2868051.36,2373196.92,2510828.7599999993,2863049.1999999997
46,2940489.1,2474855.2,2586344.6,2422953.3999999994,2554161.0,2863011.1999999997,2910734.4,2480954.8000000003,2520512.4000000004,2872855.3
47,2954782.2399999998,2511858.76,2756425.0799999996,2581875.7199999965,2561304.6,2857281.560000001,3014340.399999999,2571165.88,2572232.8,2879810.96
48,3025341.1399999997,2820335.6799999997,2824720.6000000006,2892719.56,2626366.400000002,2867213.64,3059819.2,2859655.8,2830619.44,2915780.04
49,3037984.6799999997,2851445.12,2827347.04,2930275.72,2816463.6,2895385.48,3087115.8,2904764.72,3084946.4399999995,2931770.72
50,3042328.54,2857491.96,2842554.7199999997,2944773.6,2953857.9,2910668.4399999995,3083669.96,2909768.48,3105674.1999999997,2974441.78
