index,172_1_www.avira.com,172_2_www.avira.com,172_3_www.avira.com,172_4_www.avira.com,172_5_www.avira.com,172_6_www.avira.com,172_7_www.avira.com,172_8_www.avira.com,172_9_www.avira.com,172_10_www.avira.com
35,334322.76,463167.1999999998,350361.3999999999,342010.04,391295.48000000004,549130.7999999999,288688.4799999999,524850.7999999997,333488.52,453634.0
36,350014.9,543612.0,375071.99999999994,399674.2000000003,456657.4000000001,577552.0,303981.19999999995,572629.0,341799.0,517367.0
37,411039.8400000001,605018.4,410138.8,519756.16000000015,502385.96,645391.2,334209.8,633663.8,361760.03999999986,564712.0
38,458923.68,680677.3999999998,447297.07999999996,585397.1600000003,558089.4799999997,677506.4800000001,333595.7,715076.1999999998,401655.7200000001,611424.0
39,507897.12000000034,743584.0,500546.2,651306.2400000001,629291.5199999998,744496.6799999999,353398.27999999997,736081.4,456290.3999999999,660143.0
40,556230.8000000004,743487.1,551784.1199999998,727925.56,683963.2799999999,744806.68,409447.19999999995,737443.0,508876.8399999998,708139.0
41,597670.8000000004,759728.0,607325.7999999999,733414.0000000002,723056.7999999999,758373.9999999994,469825.4000000001,773757.0,572639.3999999997,741503.0
42,627515.2400000003,791780.0,647533.72,752711.6000000001,736901.3,797327.4,515722.15999999974,800698.2,619595.96,741926.0
43,667304.5200000001,809787.2,694708.2799999999,770898.96,737421.68,807356.44,567380.2,803619.2,683620.7999999999,775168.0
44,715016.16,811364.3,735678.0,771322.12,756847.7200000001,813365.2,602164.46,804786.0,736083.0,807052.0
45,737129.2,816897.8,735556.84,791989.6000000003,783938.5599999999,818616.76,623705.2000000001,806671.2,735997.56,808369.0
46,736241.3,832426.0,738370.7,830977.8000000002,802375.7,855239.5999999997,664382.3999999998,810794.0,742409.2,814551.0
47,748975.6,875200.5999999994,774092.16,856592.88,804056.56,888854.64,700307.32,811384.9999999999,761785.6399999999,830412.0
48,766139.4600000001,887746.3,789422.2999999999,886205.5,810103.88,891052.48,735021.98,833767.4,773119.5599999999,841968.0
49,788164.88,889447.8,801784.04,888201.04,825181.84,894170.2,735844.68,836635.3999999999,791795.5599999999,883887.0
50,802288.9600000001,888770.2,803382.86,889228.02,829130.88,894144.52,737360.02,854851.3999999999,802203.84,882091.0
