index,357_1_www.deezer.com,357_2_www.deezer.com,357_3_www.deezer.com,357_4_www.deezer.com,357_5_www.deezer.com,357_6_www.deezer.com,357_7_www.deezer.com,357_8_www.deezer.com,357_9_www.deezer.com,357_10_www.deezer.com
16,1304151.6,1286162.6,1331434.6,1337587.6,1345542.9,1301734.8,1315411.9,1314607.5,1309357.2,1412581.1
17,1315572.92,1298657.84,1332243.68,1350466.5999999999,1362295.08,1304796.8,1329740.76,1329109.28,1325127.68,1436305.52
18,1331255.72,1305884.16,1348324.24,1362228.58,1376217.34,1335068.16,1377783.84,1343236.9000000001,1340469.04,1456863.1799999997
19,1341842.08,1311471.6,1390825.12,1408113.36,1380046.1199999999,1354100.04,1372422.68,1361218.72,1347359.8800000001,1463476.72
20,1406812.54,1371504.4,1429083.2799999982,1463943.66,1402988.72,1401940.76,1438117.68,1368240.16,1356852.04,1478322.7999999996
21,1410693.8,1396632.4,1457561.4000000001,1475708.2,1442601.2,1420650.8,1452982.4,1376889.2,1360458.6,1499728.5999999999
22,1416858.86,1421812.28,1467199.56,1477035.96,1444792.28,1428399.0800000003,1453709.6199999999,1378005.92,1366253.32,1506208.62
23,1425804.48,1427998.28,1472861.44,1485394.28,1452515.52,1434651.5600000003,1464534.6,1384172.8,1375111.64,1503561.12
24,1439252.5000000002,1448434.36,1485428.56,1499303.02,1455910.24,1441757.44,1474249.48,1394452.1,1440326.6,1527633.08
25,1445811.84,1451024.96,1526038.68,1511454.68,1467418.92,1452365.12,1467378.64,1433334.6,1446796.8399999999,1561693.04
26,1478318.5,1466161.0,1541847.0,1525322.5,1478955.0,1461843.0,1490856.0,1464019.5,1450895.0,1586887.5
27,1498186.36,1508588.52,1561181.6,1569358.8399999999,1497902.12,1475677.32,1501042.36,1468239.08,1455271.4000000001,1597958.3599999996
28,1530412.82,1531126.32,1565857.96,1577386.68,1506213.66,1530914.96,1521396.86,1475160.96,1463072.24,1606215.18
29,1542477.32,1560196.08,1579509.16,1604205.84,1522929.6000000003,1532975.1199999999,1545081.2,1469947.2000000004,1476618.44,1610582.52
30,1563652.8,1571411.16,1601476.8800000001,1607897.66,1540751.98,1550817.12,1562368.94,1484564.82,1480917.16,1628605.16
31,1565670.8,1578098.2,1632797.4,1626566.2,1572564.0,1565951.4,1619189.8,1516307.4,1490399.6,1652004.6
32,1570982.66,1591608.44,1655523.24,1642764.56,1581666.22,1570130.48,1621413.44,1535903.16,1516392.52,1693006.1199999994
33,1598220.52,1610139.28,1649802.36,1638166.52,1601216.88,1591839.44,1630689.1199999999,1530607.36,1535580.8800000001,1711708.72
34,1628352.78,1625249.24,1669435.64,1680130.2799999998,1631171.04,1638024.76,1630876.54,1547507.5600000003,1571346.5599999998,1721583.98
35,1644761.56,1656763.4,1690911.72,1698434.84,1646834.88,1650101.96,1654368.16,1576421.8,1574312.2799999998,1727930.28
36,1649788.3,1656080.8,1687741.799999999,1702861.4000000001,1661893.0000000005,1663731.4,1664246.7,1599544.3,1576220.4,1741465.7
37,1652270.64,1671726.72,1710878.88,1719399.7600000002,1709986.24,1674985.28,1665394.36,1595767.92,1581177.44,1748723.68
38,1674755.42,1676828.6800000002,1715989.6800000002,1734133.36,1719483.46,1700383.3200000003,1666301.38,1598131.3,1612914.04,1755661.22
39,1679548.7200000002,1699334.52,1730317.1999999995,1751141.68,1746927.44,1714307.56,1679413.68,1609010.1600000004,1633778.0399999998,1773489.16
40,1696821.3600000003,1703428.64,1745702.28,1751012.98,1754993.5799999998,1708264.64,1701342.28,1613261.4800000002,1647173.64,1778490.7000000002
41,1706470.0000000002,1718525.6,1746855.4000000001,1760485.4000000001,1768854.8,1717948.9999999998,1711437.4000000001,1629111.8,1645898.4000000001,1791374.6
42,1712978.04,1726785.32,1761817.76,1772716.26,1771630.9599999997,1729362.28,1717490.46,1644780.4800000002,1670690.68,1797443.72
43,1720049.1199999999,1748386.1199999999,1778614.3599999999,1796991.12,1783961.48,1749444.24,1736214.24,1673893.8,1697094.64,1802115.6799999997
44,1737786.8,1749438.04,1789478.28,1798607.82,1799191.94,1764790.64,1749576.7399999995,1675913.26,1692036.48,1830944.06
45,1748329.36,1776321.24,1812175.8399999999,1818657.8800000001,1805189.96,1774050.16,1756105.92,1687473.08,1707367.1199999999,1834447.0799999994
46,1770073.0999999999,1780025.2000000002,1823855.8,1834222.8,1820286.4999999998,1784419.8,1770115.7000000002,1697211.9,1718082.8,1840816.7000000002
47,1787615.6799999997,1798198.12,1836573.3999999992,1852659.4,1839654.8,1797831.08,1778503.96,1716307.0,1725311.2,1851688.56
48,1801029.78,1808007.52,1840090.56,1864514.22,1854795.28,1820631.76,1807603.58,1734018.18,1747095.2000000002,1852848.08
49,1809058.92,1816527.48,1912111.04,1876384.68,1877074.3199999998,1830459.44,1861395.52,1742555.36,1754737.7199999997,1862637.2799999998
50,1824127.22,1826536.96,1990806.92,1886094.34,1892623.26,1852541.72,1934329.02,1758564.0,1771357.24,1936040.08
