index,146_1_www.netflix.com,146_2_www.netflix.com,146_3_www.netflix.com,146_4_www.netflix.com,146_5_www.netflix.com,146_6_www.netflix.com,146_7_www.netflix.com,146_8_www.netflix.com,146_9_www.netflix.com,146_10_www.netflix.com
23,301012.12000000005,285103.0,293144.44,293035.24,303591.72,140902.68,343097.64,275224.68,320742.2800000002,233745.03999999995
24,324605.06,294703.0,299807.96,315203.36,307969.36,143142.72,359767.96,338165.48,351649.82,275361.48
25,345371.04,297626.0,302617.12,353482.44,323614.6,162879.0,381758.4,382993.6400000001,371300.16,314414.63999999996
26,383355.0,336138.0,329631.0,358776.0,348995.0,175190.0,385395.0,389752.0,380082.5,352700.5
27,391787.0,366599.0,351739.64,382381.12000000005,366902.96,178144.88,386397.84,389735.64,382037.84,376135.72000000003
28,395615.7,389907.5,388190.12,388286.6,368226.92,190800.0,387691.76,388986.28,382177.14,379936.98
29,395179.48,393010.0,392235.72,395260.88,379125.04,218212.12,390310.64,392999.08,383645.44,382441.68
30,396806.46,393766.5,399024.4,410531.87999999995,384672.56,236156.2,392355.64,394194.8,390756.5,384345.18
31,396024.6,395268.0,421629.0,465293.6000000001,391373.0,249615.00000000003,394308.0,399658.0,391234.2,383651.8
32,399486.26,412691.0,454676.2,515979.67999999993,392612.28,293408.48,397051.8,401850.92,409701.46,390445.5
33,441566.0,423360.0,456548.72000000003,577281.92,416746.4000000001,340419.04,411815.51999999996,424060.76000000007,449330.24000000005,391828.07999999996
34,460006.5200000001,438374.5,458097.68,577106.64,446944.0,378327.16000000003,444772.0,472532.6800000002,485380.04000000004,400906.23999999993
35,478655.64,468709.0,461009.48,579079.88,470456.6,411414.36,462800.64,509531.80000000005,532256.4800000002,435554.8399999999
36,482341.10000000015,488923.0,481676.79999999993,590856.2000000001,513030.4000000001,421157.8,503653.5999999999,551847.4000000001,563188.6,475751.19999999995
37,519117.2,520371.0,494896.96000000014,593667.6,570622.3200000002,435314.64,540929.28,583537.72,564219.24,509111.43999999994
38,558677.74,523481.5,525517.8799999999,599348.52,574839.16,446925.95999999996,572859.28,583523.32,566125.44,575059.54
39,574889.8,540112.0,563532.6,618773.88,575139.48,460506.48,580935.08,585390.72,578592.24,573786.96
40,599674.9,557269.0,569637.96,638612.56,576901.36,465799.8000000002,582076.32,587696.64,577939.6,575232.86
41,620322.6,603567.0,582204.8,667607.2,578815.2,509065.2000000001,583905.8,591226.0000000001,584562.0,576885.3999999999
42,652693.1000000001,634533.5,617601.04,686926.4400000003,578066.24,527914.2400000001,586162.28,595579.4400000001,585502.5,578201.34
43,672034.2000000001,666736.0,659853.56,736099.28,585056.8,554179.7999999999,586902.56,600885.44,607727.8400000001,579465.32
44,693922.3,689756.5,689531.2,782729.84,585515.0,579113.36,592777.4,636328.3600000002,638535.1,583925.02
45,720493.6000000003,733082.0,747658.7600000001,787840.08,598110.52,591806.72,593370.64,655711.8,650627.6000000001,585876.36
46,752118.1000000001,766222.0,782354.5999999999,806195.0,638786.8,598962.6000000001,647428.2000000003,693438.0,671772.3999999999,618715.9999999999
47,774139.4800000001,785306.0,821397.2,856454.64,681516.4400000002,629505.0800000001,692257.52,708289.6,707293.3599999999,637449.2
48,799006.3600000001,818431.0,864259.32,887545.24,721107.3600000002,660324.9600000004,734736.1200000001,721824.4,753065.8399999997,669557.7
49,813126.8,853274.0,890769.88,920871.1600000001,776129.1199999999,716426.1199999996,772625.0,778667.7200000001,789622.24,695397.2
50,844701.1,898396.0,943617.5599999998,950326.16,803667.8799999999,776265.96,790573.28,802444.4,825323.88,727287.48
