index,302_1_www.history.de,302_2_www.history.de,302_3_www.history.de,302_4_www.history.de,302_5_www.history.de,302_6_www.history.de,302_7_www.history.de,302_8_www.history.de,302_9_www.history.de,302_10_www.history.de
15,4168088.04,4291881.0,5020258.279999999,4621157.32,3307156.1999999997,3801796.2800000003,3755258.0,4391457.0,3691591.04,4209228.2
16,4350627.6,4551433.0,5209320.4,4737733.5,3501301.6,4161040.0,4003968.5,4745558.5,4098035.8000000003,4589874.0
17,4532975.56,4710909.0,5267926.84,5112361.88,3885879.0,4335955.319999999,4218416.4,4863327.0,4548891.4,4880249.96
18,4801840.2,5054619.0,5325920.6,5247956.600000001,4199916.4,4569109.899999999,4375603.9,4937488.0,4881721.2,4962597.279999999
19,4793876.4,5255672.0,5341363.12,5354484.64,4543060.2,4969830.4799999995,4584913.6,5070374.0,5086653.12,5080711.4
20,4861922.879999998,5315519.0,5385354.08,5420707.28,4791576.42,5199598.92,4723902.5,5213710.5,5227890.100000001,5214168.96
21,5060910.6,5400108.0,5439486.8,5456069.6,4903804.2,5439121.199999999,4993956.0,5451690.0,5356680.2,5556047.6
22,5450541.16,5423286.0,5654918.96,5520108.3,5065740.08,5646185.56,5310687.0,5617517.0,5455841.84,5713592.48
23,5452299.84,5663784.0,5842041.32,5661205.44,5200656.4799999995,5832420.04,5588943.800000001,5936595.0,5474286.8,6031958.76
24,5478966.32,5968038.0,6109292.6,5829558.899999999,5381549.119999999,6031581.36,5834240.8,6312969.5,5868592.920000001,6408569.72
25,5561903.6,6067022.0,6208527.919999999,5972421.84,5535749.92,6336599.6,6113640.4,6492340.0,6232839.92,6867545.520000001
26,5585568.0,6114513.0,6400660.0,6084718.5,5759899.0,6537545.0,6331040.5,6872053.0,6563793.5,7376598.0
27,5654332.96,6146107.0,6607815.399999999,6209144.24,6069204.92,6923412.999999997,6724050.0,7292149.0,7142083.6,7414260.32
28,5657122.88,6478264.0,6672390.52,6317788.24,6386397.48,7319114.24,7196013.8,7361079.5,7342833.92,7472574.24
29,5689517.12,6730428.0,6808107.56,6337259.04,6660908.119999999,7365023.96,7337957.6,7424518.0,7377389.04,7485735.76
30,5718317.16,6872088.0,6865864.96,6363113.96,6976084.199999999,7378310.3,7364932.7,7439801.5,7422544.16,7491987.68
31,5772176.2,6891630.0,6883758.4,6416367.4,7324544.0,7430976.8,7432435.0,7483342.0,7448531.400000001,7546692.4
32,5861007.4799999995,6919184.0,6896739.8,6466011.9799999995,7393301.36,7458948.18,7442033.3,7486316.5,7528172.14,7576168.72
33,6099288.079999997,6934887.0,6988863.6,6681381.48,7430605.76,7501132.24,7461160.4,7545908.0,7601164.76,7625353.8
34,6373943.32,7050340.0,7089602.44,6846198.92,7470524.22,7545465.24,7480342.5,7569883.0,7641193.4799999995,7657262.359999999
35,6481422.64,7204464.0,7202176.64,6904350.68,7528970.04,7560674.399999999,7552413.0,7603881.0,7680872.2,7731545.96
36,6488990.6,7577371.0,7374995.0,7001035.6,7610268.1,7630922.1,7584362.5,7664787.5,7724453.9,7792764.4
37,6551603.8,7668040.0,7590316.36,7185884.12,7750953.4,7727994.199999999,7676536.4,7761702.0,7780217.4,7836255.84
38,6579176.56,7766746.0,7755429.88,7349439.82,7812342.04,7808249.78,7745563.4,7805948.0,7877476.02,7860616.76
39,6589306.52,7826758.0,7902748.32,7557601.119999999,7844543.399999999,7853454.64,7828397.4,7817773.0,7988671.6,7896764.84
40,6595053.76,7949107.0,7967154.279999999,7640578.0,7877853.36,7873154.14,7851649.7,7858923.5,8057899.6,7909515.92
41,6813306.4,8011294.0,8114995.4,7724845.8,7911645.4,7951042.4,7918558.0,7870938.0,8078288.6,7935978.6
42,7154236.279999999,8025392.0,8121200.4399999995,7852003.78,8005599.86,8046107.12,7948967.3,7893477.0,8091342.54,7956775.640000001
43,7521170.679999999,8047216.0,8155156.76,7951374.800000001,8030613.68,8080734.08,7984436.2,7914094.0,8142022.76,7997572.24
44,7982018.4799999995,8073283.0,8197173.64,8026228.84,8128326.94,8097662.88,8014320.8,7918502.0,8159313.78,8025879.56
45,8016805.24,8101875.0,8224577.56,8141505.279999997,8200775.36,8114875.28,8027954.2,7963948.0,8206213.36,8036117.52
46,8025444.8,8127489.0,8237922.8,8204550.599999999,8227344.8,8144338.1,8042125.0,7990400.0,8228136.8,8055588.6
47,8041746.8,8148516.0,8262322.16,8222109.92,8246270.32,8173531.88,8156040.0,8023534.0,8267547.16,8087288.32
48,8106195.24,8169103.0,8298052.08,8241559.26,8266202.32,8215007.56,8331741.1,8042225.0,8299596.34,8126165.92
49,8153071.24,8181743.0,8365417.96,8267725.16,8277719.48,8256680.4799999995,8352612.6,8059783.0,8332487.56,8161746.24
50,8205340.44,8198503.0,8378945.04,8313960.779999999,8293196.6,8275814.539999998,8392995.9,8114900.5,8365706.34,8229325.92
