index,46_1_www.instagram.com,46_2_www.instagram.com,46_3_www.instagram.com,46_4_www.instagram.com,46_5_www.instagram.com,46_6_www.instagram.com,46_7_www.instagram.com,46_8_www.instagram.com,46_9_www.instagram.com,46_10_www.instagram.com
39,972604.0,1058673.2,969125.76,971435.96,662412.7999999998,949989.3999999999,1047651.5599999999,728424.2799999999,969692.36,936791.4800000002
40,974535.0,1071679.0,972219.88,973164.36,710112.1999999998,972216.92,1049018.08,791349.8399999997,972051.54,970691.5200000001
41,976276.0,1074246.0,974303.0,975079.0,755588.7999999997,972077.6,1049414.6,847332.4,974305.6,980346.4
42,979011.0,1074545.8,976122.16,986549.6399999998,808225.44,976089.32,1050677.16,897152.5599999999,975916.38,982305.86
43,1005261.0,1076200.2,975603.12,1013289.3999999999,854702.5599999996,975588.24,1053635.2,946681.08,978396.44,984021.04
44,1039245.0,1079153.8,978282.9,1035246.56,916842.6399999999,978916.2,1056986.88,969476.88,980816.28,986815.56
45,1040562.0,1092893.4,1011205.36,1036680.64,931353.6,1017055.2799999999,1058476.16,972022.48,1020516.5599999999,991361.2400000002
46,1042360.0,1094433.0,1038387.6,1038717.8,940710.0,1038422.2,1071066.8,974276.4,1038317.2,1046676.9
47,1041961.0,1096567.0,1040380.84,1039956.16,966335.32,1040287.68,1087013.44,975913.96,1040280.24,1048406.52
48,1043688.0,1097154.2,1041895.22,1040207.52,969374.16,1041894.76,1091254.52,975524.92,1041771.74,1050086.16
49,1046279.0,1099479.8,1041431.64,1042955.12,970158.12,1041168.28,1093536.12,978212.56,1041601.5599999999,1049557.92
50,1046183.0,1099154.4,1043321.46,1042944.56,972061.6799999999,1043210.64,1093936.92,989341.5999999999,1043285.94,1051429.46
