index,220_1_moodle.org,220_2_moodle.org,220_3_moodle.org,220_4_moodle.org,220_5_moodle.org,220_6_moodle.org,220_7_moodle.org,220_8_moodle.org,220_9_moodle.org,220_10_moodle.org
40,735646.7999999999,348046.64,444008.44,471795.52,350320.0,349995.27999999997,344415.83999999997,359106.56,462074.4,795436.8
41,736920.2,365280.4,452867.4000000001,510893.0,367356.0,366288.00000000006,347593.8,368460.19999999995,478208.0,800204.0
42,757992.44,417236.48,510132.02,574204.6,388294.39999999985,415856.0400000001,350600.72000000003,436436.48,499373.7999999997,801677.4
43,769979.44,428857.0,576118.72,630885.6399999998,421122.0,428773.8,351477.8,454919.32,557661.7999999999,801482.6
44,770073.96,444230.96,614152.1200000001,698353.4400000001,423939.0,440207.8000000003,369389.19999999995,470337.1199999997,620128.8,802038.4
45,781020.8,444365.12,657327.04,736898.76,432988.59999999986,459164.24000000005,422487.16,525239.48,671840.1999999998,803900.4
46,780484.2,480166.80000000005,733893.3000000002,737574.2,459493.0,480315.60000000003,439620.9999999998,585356.2,737130.0,805485.0
47,782371.68,515223.12000000005,736888.48,768424.24,466746.7999999999,509570.12000000017,462864.68,629899.76,736551.2,806507.2
48,792396.72,539602.1200000001,746612.5200000003,770040.24,523865.8999999999,566631.7600000004,479914.0399999996,682879.9199999999,765613.5999999999,809293.0
49,794160.04,593608.92,785233.6800000005,769508.2,562716.3999999997,627795.0400000002,545278.3200000001,743058.7999999998,842245.6,818069.6
50,794029.48,659694.04,831627.1800000002,780829.8,612902.1999999998,651394.52,599118.68,745569.78,880664.1999999998,820140.4
