index,7_1_www.facebook.com,7_2_www.facebook.com,7_3_www.facebook.com,7_4_www.facebook.com,7_5_www.facebook.com,7_6_www.facebook.com,7_7_www.facebook.com,7_8_www.facebook.com,7_9_www.facebook.com,7_10_www.facebook.com
27,250705.4,270660.12000000005,167803.2,297895.19999999995,333027.36000000004,249344.08,279353.56000000006,428766.99999999994,384987.56,380620.48
28,265650.8,308612.80000000005,242666.92000000004,387703.92,361460.38,249691.76,358008.04000000004,465917.14,436348.46,461057.15999999986
29,293912.27999999997,360335.56,260048.92,398089.28,373486.4,248631.52000000002,382281.56,477106.12,481032.28000000055,497344.76
30,368086.49999999994,414681.6400000001,262918.68,499532.67999999993,391375.4,250945.6800000001,392826.96,500789.14,500251.92,496882.9199999999
31,445242.0,462786.40000000014,282891.0,509302.8,445988.0,304629.2,444271.8000000002,502708.6,501767.2,499793.4
32,451018.48,504819.92,379319.40000000014,508984.39999999997,466738.28,371119.68,503167.72,505790.56,502211.64,532744.2000000001
33,453361.2399999999,506377.68,441907.56,561993.5599999998,498964.08,416590.76,505249.4,506006.75999999995,529614.96,576581.5999999999
34,500958.82,505363.92,468129.44,677720.1199999996,498358.8,435970.63999999996,504600.27999999997,539834.4799999997,578320.5000000006,633624.2799999998
35,502485.92,515574.44,517711.04000000004,714360.64,544830.04,462720.1999999999,584121.9600000004,550735.7999999999,637939.88,650690.0
36,501702.2,534192.4,519267.2,742125.1999999998,563988.4,505631.5,660258.8,607899.5999999994,687682.7000000004,655733.2
37,528043.08,582494.8399999997,532508.04,805605.0399999996,592086.2000000001,523422.68,659275.76,724014.3200000001,690294.4400000001,716262.0399999999
38,555853.64,634752.36,589045.04,872221.5199999997,659904.3200000004,620518.66,690912.2799999999,825765.0,731050.0800000003,786322.36
39,600483.36,707671.8,641647.4799999999,960233.5999999995,745550.6800000005,656053.4,782747.08,913416.5599999999,775094.3200000004,844302.5999999999
40,649802.72,765327.6,673715.92,1042154.2,829155.5200000005,673899.32,851533.36,1002276.8399999997,832944.8400000001,871557.3999999999
41,648950.8,834046.0,703307.6000000001,1123095.4,876981.4000000006,719558.8,934741.6000000003,1093046.3999999997,894447.4,945584.1999999998
42,690981.5999999997,930936.0400000005,737218.3199999995,1187505.14,962515.7600000006,756362.6,1034594.8800000005,1183280.34,963218.1200000003,1037623.8799999994
43,792255.8800000001,1007786.9199999997,854418.7999999999,1192812.72,1048548.1200000006,845444.7599999997,1103864.4799999997,1185235.72,1027584.1200000001,1152472.2
44,878058.7599999997,1078479.16,914218.08,1192326.26,1133860.4800000007,932379.5599999997,1176050.52,1190231.46,1098641.9600000002,1169611.7999999998
45,971349.6,1109248.2,1006815.6800000004,1229787.76,1176279.52,1039453.3199999995,1187109.2,1194153.44,1178825.48,1179578.52
46,1045567.0,1137086.8,1124178.0,1237511.8,1179248.0,1128827.6000000003,1190891.8,1218924.1999999997,1180661.0,1183507.5999999999
47,1088264.72,1184880.04,1195418.48,1239209.8,1180198.04,1182732.6,1191178.96,1232690.84,1182699.96,1183984.68
48,1129352.0399999996,1187440.92,1197288.96,1241129.22,1217499.1400000001,1184150.94,1195267.28,1239103.28,1217127.54,1189677.16
49,1183879.52,1186892.44,1201699.24,1236867.84,1218541.04,1219481.84,1203545.6399999997,1240574.72,1216418.52,1189222.68
50,1186690.46,1227471.0,1202087.32,1237430.44,1218968.44,1227372.94,1238403.2,1238376.76,1217897.78,1224224.04
