index,395_1_www.expedia.de,395_2_www.expedia.de,395_3_www.expedia.de,395_4_www.expedia.de,395_5_www.expedia.de,395_6_www.expedia.de,395_7_www.expedia.de,395_8_www.expedia.de,395_9_www.expedia.de,395_10_www.expedia.de
20,241350.66,202371.34,175411.60000000003,190907.75999999998,164587.69999999998,272160.4000000001,165455.39999999997,234670.64,216026.48,245714.69999999998
21,298989.4,270004.0,192436.0,242473.79999999973,234756.8,315970.0,217332.8,292414.60000000003,252084.00000000003,254285.59999999998
22,325468.66,316816.04,291185.5,310770.66,301617.83999999997,320305.39999999997,281685.16,316083.16000000003,289604.92000000004,261369.59999999998
23,323439.04,314702.72,294209.4,311205.16,316579.84,320737.4,311294.48,314675.24,319979.76,282369.88
24,328210.58,318112.98,312917.2,309425.18,317116.94,330714.4,321612.56,320442.0800000001,324795.52,292610.54
25,339511.04,322765.04,322190.2,352643.3599999999,322062.19999999995,335983.6,324764.76,333733.44,322617.48,334426.4799999999
26,369159.0,334696.5,357236.0,355062.5,323759.5,338133.0,328919.0,335805.0,329030.0,341120.0
27,383301.24,360984.84,359607.8,373116.92,364904.3199999999,371858.6,335009.76,370793.76,332731.48,377430.5199999998
28,398803.77999999997,389840.77999999997,374446.1,375467.38,381167.88,390035.2,335013.64,380591.16,339857.56,416423.1
29,408258.4000000001,400700.6800000001,398209.4000000001,380216.88,386410.32,407235.8,341011.04,399072.6000000001,368012.56,437764.28
30,416312.96,412378.32,400905.0000000001,388911.66000000003,390955.94,412561.19999999995,343027.52,405524.48,373591.2,448064.32000000007
31,421034.2,411406.4,406984.0,389042.39999999997,409318.4,438426.0,383370.59999999974,408813.8,395982.00000000006,495512.99999999994
32,447695.18,425243.82,410415.1,407321.03999999986,435252.46,470276.5999999999,393032.36,434690.92,403313.76,530342.3200000001
33,479434.72,482598.16000000003,434155.8,460350.16,486182.6,492161.19999999984,395761.76,517586.52000000025,416378.92,556534.28
34,527943.2800000001,534129.38,475650.2,522641.7999999999,506694.43999999925,540074.2000000001,412670.56,530585.92,477781.2400000001,581647.7999999999
35,549633.24,535577.76,531745.8,526817.76,536470.84,565588.1999999998,441588.4,534958.8,508860.6,591208.64
36,571059.0,558865.2000000002,535013.5,549932.3999999998,556691.5,573482.0,486894.2,556428.4,541757.4,594471.8
37,580887.56,569020.96,565922.2,561294.9199999999,568883.64,632682.1999999996,537810.8,586791.0800000004,561660.88,598355.32
38,612888.6,613594.88,602289.0,653320.22,628503.2399999995,685036.0,543207.4,619416.2000000001,574008.64,608895.4600000001
39,628569.72,656799.6,660031.6,655739.3999999999,672513.3199999998,697897.0,571525.9599999997,676278.56,615243.4400000002,633304.4799999999
40,654356.1600000003,664047.48,667171.4000000003,666326.34,691725.26,709762.6,632178.72,686542.88,676978.2000000001,644302.92
41,702359.8,683071.4,690465.0,689806.4,697541.3999999999,712827.0,664853.6,685516.4,693223.8,649516.4
42,700679.66,694634.74,699976.1,693528.06,705946.86,713452.4,670054.52,688365.28,701972.32,693651.0399999999
43,705350.4400000001,703988.76,704488.4,698814.24,705252.16,719366.2,677064.16,692664.36,704590.88,727367.44
44,711504.12,728289.78,707947.4,700625.3799999999,710951.22,724518.4,681379.96,701888.2000000001,709429.64,734654.66
45,717626.36,730131.44,710025.4,706953.04,714108.88,731020.0,699674.64,708354.96,709738.32,740871.1599999995
46,719374.0,730881.7,712546.5,708196.9,714206.4,740362.0,724555.0,714490.8000000002,717273.0,759484.4
47,738838.92,733989.72,712896.0,712687.44,721624.36,743607.8,729196.96,726189.76,733085.84,764470.12
48,741057.72,740118.5200000001,720269.6,715745.5999999999,723919.0599999999,759733.2,729952.96,726147.24,734454.04,766681.16
49,744625.52,740997.6799999999,725640.8,743377.16,730078.4799999996,768539.8,740047.56,734732.88,735921.28,769581.56
50,752736.78,752096.22,739659.8,743331.16,744493.38,768429.4,739838.12,738616.16,742391.72,771813.72
