index,215_1_www.iso.org,215_2_www.iso.org,215_3_www.iso.org,215_4_www.iso.org,215_5_www.iso.org,215_6_www.iso.org,215_7_www.iso.org,215_8_www.iso.org,215_9_www.iso.org,215_10_www.iso.org
15,34360.640000000014,25293.48,25574.4,24447.920000000002,32694.6,26655.280000000002,24971.92,28124.8,24827.52,29722.440000000002
16,37905.6,29621.70000000002,24010.5,28622.600000000002,30533.0,31261.599999999988,23721.800000000003,31974.5,23699.799999999996,27717.7
17,36345.24,35556.44000000001,23487.399999999998,29585.48,33095.400000000016,34482.79999999999,22440.48,36662.199999999975,22470.16,30617.920000000002
18,34832.200000000004,38243.82,27002.199999999993,33436.72,34976.800000000025,40838.88,24069.72,42332.39999999995,26553.06,36110.83999999999
19,39690.680000000044,39846.32,27193.6,36440.12,39812.399999999994,42689.08,28175.28,44928.19999999998,28814.120000000017,38975.840000000004
20,42701.799999999996,42119.200000000004,30303.9,39319.84000000002,43131.9,46612.56,30053.16000000001,45717.30000000001,31053.74,39085.22
21,41683.20000000003,43549.799999999996,34668.0,42643.99999999998,44876.0,44283.80000000001,29988.2,46152.0,31046.2,43117.4
22,45641.96,45274.96,34881.599999999984,43061.56,46608.5,44103.799999999996,33919.36,54057.89999999996,33225.66,45123.42
23,43233.48,50851.76,39299.199999999975,44026.40000000001,47846.8,51742.55999999994,38309.52,61432.2,36726.28,46347.24
24,53091.56,58649.000000000015,42090.79999999996,55392.159999999996,80374.40000000007,59189.08,40327.72,111432.4,38789.42,48378.30000000001
25,61379.96,59126.600000000006,47179.8,59638.56,96173.60000000005,70416.19999999998,41913.840000000004,149056.99999999997,40721.200000000004,56285.96000000001
26,61246.0,61065.0,46646.5,61803.0,142308.0,83656.0,47719.0,174604.99999999994,42251.5,61561.5
27,81194.00000000016,120630.36000000002,44958.8,107046.32000000005,197131.40000000008,155620.27999999982,47313.64,230566.19999999998,41194.400000000016,94183.56
28,138218.31999999998,160322.08000000007,46313.99999999998,155293.63999999998,248021.00000000003,202419.96,47947.24,277925.19999999984,43431.77999999999,127415.82
29,211814.4800000002,194408.72,49919.00000000001,192984.47999999998,263385.2,251820.9599999999,49560.92,330035.59999999945,43185.44,182639.15999999995
30,265731.16,210537.86000000002,54847.40000000001,234362.28000000003,299398.00000000006,322150.92000000004,54719.6,353141.7,55459.92,231857.2799999999
31,335074.80000000016,252255.00000000003,60631.0,265280.4000000001,340484.0,351018.6,59021.99999999998,355658.0,59035.00000000002,313463.6
32,354403.2,255253.82,78484.99999999991,342404.3599999999,341742.3,352464.24,69307.12000000008,374292.19999999995,59701.24,351555.18
33,357174.28,300815.12,107754.39999999994,352913.4,341925.80000000005,356204.44,99009.76,376097.6,59361.04,353355.44
34,371621.24000000005,357631.52000000025,132405.79999999973,355712.56,341782.6,360586.4,133584.04,376820.6,76638.16000000002,355025.66000000003
35,376889.84,376442.36,184243.39999999962,372704.4799999999,345318.4,363326.64,180882.52000000016,375754.2,107585.59999999999,376247.72
36,376029.8,375605.3,240786.0,375941.2,347604.0,381791.0,196332.40000000002,379590.5,116898.50000000001,375179.9
37,377711.84,376707.44,298676.5999999999,377592.24,348951.6,383486.56,236732.95999999996,384006.2,140509.76000000013,373916.08
38,378705.32,378356.84,339617.19999999984,375947.36,350101.3,383656.32,254655.48,384723.39999999997,186596.67999999996,375312.06
39,380600.72,380357.84,352269.8,377457.64,353809.2,384858.72000000003,279034.80000000005,383557.4,209402.04000000004,379740.36
40,384942.16,384069.94,353572.99999999994,379929.04,360601.3,386978.84,322787.96,397624.09999999986,237173.18000000014,383947.18
41,385971.6,383873.6,355073.0,383047.6,369043.0,388629.8,355979.4,410600.0,287903.4000000001,383936.8
42,384811.36,389002.94,373094.1,389687.96,377645.8,390262.32,360189.88000000006,410773.0,325997.9,384540.39999999997
43,389739.4,399379.16,374959.8,390607.12,414108.4,391758.08,374944.4,443969.7999999998,351518.44,394280.04000000004
44,402718.36000000004,401933.96,373717.7,391615.92,445738.8,390235.72000000003,375742.95999999996,520163.3999999996,353247.78,399556.92
45,411722.76,413262.52,375261.4,404399.72,465203.00000000006,399318.27999999997,376046.16,578680.6,355987.52,402775.64
46,411218.6,472211.80000000005,376977.5,456554.6,506272.5,413865.60000000003,376238.4,580226.0,370929.4000000001,411072.8
47,413426.72,498271.72000000015,379031.4,466108.68,538002.0000000001,417471.32,377156.43999999994,585507.0,376190.27999999997,433085.32000000007
48,467789.4,555636.3200000002,381239.3,472634.2,555049.6000000001,419248.04000000004,379574.88,585611.2,375493.45999999996,482765.82
49,544451.9200000003,580963.48,382113.9999999999,496824.67999999993,567216.2000000001,456406.64,383638.68,588217.2000000001,375687.31999999995,538028.36
50,582869.36,580813.24,387543.99999999994,555485.92,569984.8,509432.79999999935,383654.84,590654.2,378876.76,579443.2999999999
