index,291_1_www.commerzbank.de,291_2_www.commerzbank.de,291_3_www.commerzbank.de,291_4_www.commerzbank.de,291_5_www.commerzbank.de,291_6_www.commerzbank.de,291_7_www.commerzbank.de,291_8_www.commerzbank.de,291_9_www.commerzbank.de,291_10_www.commerzbank.de
18,309300.96,464878.72,299982.89999999997,361153.96,166592.48,369972.24000000005,269836.4,343092.31999999995,371724.6,376237.6800000001
19,354356.8,479168.44,343811.0,397197.8,199544.4,395753.4800000002,332341.19999999995,403720.6,464476.04000000004,433801.40000000043
20,402412.80000000005,481461.92,383451.5,464277.7600000002,222353.36,485160.48000000004,364425.4800000002,461532.87999999983,486132.27999999997,483206.08
21,449623.0,498401.4,411085.0,492811.4,263033.1999999999,486536.39999999997,431628.4,481188.8,489110.80000000005,504959.60000000015
22,488005.51999999996,536034.12,487921.7,531572.74,309528.48,490907.16,481203.04000000004,484279.4,500331.89999999997,542026.84
23,484499.12,592866.0,505201.2,542785.28,335404.6,523362.9599999999,481399.96,502824.4,543580.68,565108.48
24,494888.02,628925.72,529970.9,569942.34,351414.4,571107.4,497619.2,524856.2000000001,568295.9199999999,583653.56
25,550518.04,650775.6,580833.3999999996,586340.5599999999,404237.88,602766.28,525946.56,561538.7999999999,596364.0,636141.44
26,583325.0,678826.0,595671.0,608453.5,437433.0,638030.0,549155.0,589967.0,627023.5,664113.0
27,604498.04,739142.16,605533.2,653227.84,488011.15999999986,675870.6,593222.76,641819.0,685241.4,710911.0800000001
28,643025.42,779028.6799999999,649642.0,677696.4,495121.08,699808.76,644702.24,713196.1599999998,738901.1,764155.4400000002
29,661516.48,811254.92,670964.9999999999,722474.6,494133.36,755323.56,674701.16,773567.12,754402.36,780606.48
30,698464.62,863656.3200000001,699776.2,769175.92,510768.04000000004,781881.08,729049.2800000003,806773.8,787949.6400000001,792435.4
31,732948.0,914747.6000000001,718723.0,808119.6,568011.7999999998,811487.0,740806.4,848624.0,823607.0,832195.8
32,776977.28,999265.6799999999,759217.5,834629.9,598586.24,861231.4800000001,760570.6400000001,899734.28,860574.92,862566.6000000001
33,815049.28,1040400.48,792086.0,879935.6400000001,612104.36,901120.6,803848.12,962299.8,908299.3999999999,913567.2400000001
34,864358.8,1091801.5200000003,820100.5,919961.3,617293.7999999999,927938.0800000001,860418.24,1023659.32,970046.3999999999,951394.6
35,916646.2800000001,1141489.44,868184.6,970542.8,646866.24,980988.28,905663.08,1084725.7599999998,1015962.2,986600.3200000001
36,969236.5,1164675.9999999998,933660.0,1002117.0000000003,685119.1999999997,1022777.0,966241.5999999999,1148613.6,1083169.7999999998,1040665.6000000001
37,998049.1200000002,1248094.2,980670.4,1040003.4000000001,738371.9199999999,1103868.6,1016278.0,1181026.2,1148141.84,1084706.6800000002
38,1047164.3200000004,1317648.16,1010234.3999999999,1094868.1400000001,791225.2799999998,1193633.6400000001,1063451.4000000001,1251058.9200000002,1152954.88,1100297.48
39,1145385.08,1356395.5999999999,1039210.9999999999,1143550.76,814408.3999999999,1247842.7600000002,1104783.9200000002,1340570.3999999997,1186559.48,1137663.44
40,1177748.38,1376966.12,1105764.1999999997,1210850.32,828730.3200000001,1302615.0800000003,1131667.04,1391507.12,1244959.48,1170876.48
41,1182592.4,1380775.6,1150738.0,1267027.5999999999,862535.0,1331983.4000000001,1200374.4000000001,1395152.0,1304227.0000000002,1196550.0
42,1254431.1,1383922.04,1248998.5999999999,1339366.1,898175.28,1338611.2000000002,1271547.8,1405943.24,1374498.96,1230037.36
43,1310083.68,1387529.48,1316321.4,1390609.64,926790.2,1341016.32,1333988.8800000001,1418999.56,1399857.72,1260940.52
44,1345621.74,1385692.96,1371865.5999999999,1387788.78,956540.2,1354108.84,1338373.2,1418733.16,1426576.84,1298317.6800000013
45,1345100.8,1385233.52,1375669.8,1395507.88,1001923.64,1388419.76,1375278.96,1421042.72,1421725.96,1314192.4
46,1343056.4,1391901.2,1393934.5,1448437.5,1059496.0,1410925.6,1405991.0,1422339.2,1424748.0,1349224.2
47,1387761.4,1399193.2,1397681.6,1465288.88,1088821.88,1459062.88,1415575.56,1426785.84,1420480.24,1418600.4
48,1444386.7200000002,1407621.36,1414572.9,1466209.1,1113540.8399999999,1485165.0,1475996.6400000001,1429936.08,1422711.42,1468861.56
49,1536084.88,1417565.7199999997,1452351.9999999995,1464591.24,1166144.1199999999,1481117.96,1477973.88,1426852.72,1420832.96,1514086.24
50,1618298.72,1482488.0,1481839.0,1465142.2400000002,1197963.5599999994,1478600.0799999998,1474286.8,1423959.24,1422428.7399999998,1511516.68
