,334_1_prezi.com,334_2_prezi.com,334_3_prezi.com,334_4_prezi.com,334_5_prezi.com,334_6_prezi.com,334_7_prezi.com,334_8_prezi.com,334_9_prezi.com,334_10_prezi.com,335_1_prezi.com,335_2_prezi.com,335_3_prezi.com,335_4_prezi.com,335_6_prezi.com,335_7_prezi.com,335_8_prezi.com,335_9_prezi.com,335_10_prezi.com,336_1_prezi.com,336_3_prezi.com,336_4_prezi.com,336_5_prezi.com,336_6_prezi.com,336_7_prezi.com,336_8_prezi.com,336_9_prezi.com,336_10_prezi.com,337_1_prezi.com,337_2_prezi.com,337_3_prezi.com,337_4_prezi.com,337_5_prezi.com,337_6_prezi.com,337_7_prezi.com,337_8_prezi.com,337_9_prezi.com,337_10_prezi.com
40,8155323.6,8299287.0,4109136.7999999993,7697148.6,5809936.2,8174367.2,4918605.0,4538436.0,8133904.8,8156375.8,1919920.8,1995928.2,1887862.0,1975743.0,2019870.0,1969531.0,1877753.8,2013298.0,1892145.0,8139953.6,8227703.8,8281787.6,8313157.6000000015,8282964.8,8178793.0,8264170.0,8258217.8,6884417.0,4044790.8,4068642.0,4069219.8,4050406.2,4020940.8,4048486.6,4075958.0,4038387.0,4045800.0,4037606.0
41,8173318.98,8360675.74,4170595.7,7799043.48,5951619.84,8179663.56,5074349.54,4860695.5,8173655.48,8192699.22,1936988.44,2043609.04,1950505.92,2006687.18,2024702.6,1984204.4,1878762.68,2027875.4,1916739.7,8149441.14,8230406.14,8301659.74,8338562.28,8297579.4,8291291.4,8278965.0,8272805.88,7036712.72,4058595.28,4071518.32,4079092.02,4065590.76,4040488.26,4053624.44,4080983.9,4046695.2,4046072.0,4048750.9
42,8310180.52,8374774.32,4271332.44,7910334.84,6041680.92,8201880.72,5381323.680000002,5184109.6400000015,8251300.8,8294552.6,1967052.84,2045266.64,1994395.9999999998,2017205.92,2029810.2,1996685.8,1996844.44,2043902.8,2016425.6,8234456.8,8249625.24,8318316.72,8352317.32,8307544.64,8307252.2,8288339.0,8281335.96,7059394.96,4062355.36,4073590.84,4079926.28,4074011.2,4049553.72,4055865.52,4079058.6,4057518.4,4074663.0,4053178.6
43,8367042.78,8388680.62,4356321.82,8000478.6,6137301.24,8284093.52,5760554.02,5432956.84,8337470.68,8369024.72,2060037.48,2049582.06,2025794.24,2020883.34,2040217.4,2002517.3,2004472.08,2049001.8,2026263.1,8288568.08,8271014.3,8327736.42,8359386.36,8328979.06,8323953.6000000015,8299957.6,8291448.34,7211102.52,4062455.56,4081434.36,4084310.18,4085438.7,4052779.56,4056092.6,4098277.8,4063430.2,4079650.0,4062956.3
44,8394329.44,8396483.88,4468825.28,8116867.96,6214805.08,8328486.48,5940182.520000001,5691633.12,8403821.2,8421026.96,2071485.16,2059211.08,2037145.64,2030155.68,2043935.6,2007424.8,2018278.96,2057443.32,2031658.6,8301187.439999999,8279282.8,8336631.04,8372642.04,8337533.479999999,8333157.4,8309182.4,8303953.68,7301745.88,4074847.32,4091468.72,4096888.32,4086515.92,4064585.36,4064883.04,4103185.2,4063973.6,4086208.0,4068779.8
45,8407286.4,8405130.2,4595388.199999998,8223484.6,6305221.000000001,8428582.8,6102493.8,5900767.800000003,8412529.4,8434296.8,2078227.8,2070580.7,2046489.2,2040524.4,2050042.0,2014895.5,2024354.4,2068293.2,2044399.0,8313418.8,8288327.5,8345400.8,8378176.2,8343767.4,8342889.0,8321569.0,8316881.9,7686595.400000001,4080166.8,4100244.4,4100956.9,4088495.5,4067949.8,4082180.8,4115917.0,4089777.0,4089689.0,4070260.0
46,8424244.16,8404944.4,4714713.92,8316015.04,6401880.48,8446422.88,6228265.24,6171543.8,8424416.24,8452770.24,2086774.68,2083143.0,2057675.64,2054512.88,2062442.6,2025109.2,2035203.4,2074077.8,2052226.2,8323457.56,8299563.72,8361632.56,8385489.68,8356810.72,8352060.2,8331083.0,8321408.439999999,8051637.2,4096988.24,4109770.56,4110084.6,4111918.72,4069593.64,4087601.92,4122327.4,4087140.6,4103464.0,4072483.0
47,8434892.12,8408815.26,4851805.919999999,8475074.360000001,6519226.040000003,8452124.24,6324692.1,6572082.38,8446489.88,8471249.52,2097250.6,2090538.94,2065588.16,2064479.34,2067639.0,2029258.7,2039657.44,2082079.8,2060606.8,8326771.479999999,8309647.02,8370801.58,8401615.28,8373162.6,8365360.6,8339768.2,8332129.06,8374490.120000003,4102082.28,4123069.44,4118774.32,4112100.54,4087990.48,4096685.32,4132164.8,4099667.2,4113323.0,4083000.7
48,8442766.76,8420145.2,5148885.279999997,8600852.12,6712054.360000001,8468341.04,6580369.0,6983264.12,8459735.08,8481651.2,2103497.04,2097725.12,2074556.32,2071882.76,2074339.2,2036230.2,2049949.8400000003,2091916.44,2063169.8,8337478.76,8323037.28,8390953.2,8410169.32,8385107.24,8373922.8,8348351.8,8343919.52,8400662.28,4111143.16,4128080.04,4133544.4,4122061.56,4093470.68,4105909.68,4144946.2,4111191.0,4118904.0,4100447.6
49,8456963.64,8429723.98,5336653.98,8615549.54,6831641.2,8484606.0,6833348.7,7331321.94,8471915.84,8491798.82,2103989.48,2115573.72,2079079.04,2082093.56,2106896.8,2044119.2,2056793.84,2094927.68,2083967.4,8347148.96,8332196.8,8413650.96,8436463.56,8409418.88,8387482.4,8362243.199999998,8353813.4,8409953.92,4123248.0,4141480.6800000006,4140293.84,4132190.76,4108209.36,4115328.68,4148471.8,4125332.2,4125322.0,4110843.2
