,90_1_www.theguardian.com,90_2_www.theguardian.com,90_3_www.theguardian.com,90_4_www.theguardian.com,90_5_www.theguardian.com,90_8_www.theguardian.com,90_9_www.theguardian.com,90_10_www.theguardian.com,91_1_www.theguardian.com,91_2_www.theguardian.com,91_3_www.theguardian.com,91_4_www.theguardian.com,91_5_www.theguardian.com,91_6_www.theguardian.com,91_7_www.theguardian.com,91_8_www.theguardian.com,91_9_www.theguardian.com,91_10_www.theguardian.com,92_1_www.theguardian.com,92_2_www.theguardian.com,92_3_www.theguardian.com,92_4_www.theguardian.com,92_5_www.theguardian.com,92_6_www.theguardian.com,92_7_www.theguardian.com,92_8_www.theguardian.com,92_9_www.theguardian.com,92_10_www.theguardian.com,93_1_www.theguardian.com,93_2_www.theguardian.com,93_3_www.theguardian.com,93_4_www.theguardian.com,93_5_www.theguardian.com,93_6_www.theguardian.com,93_7_www.theguardian.com,93_8_www.theguardian.com,93_9_www.theguardian.com,93_10_www.theguardian.com
27,2006393.64,1909827.3,2002082.72,1854530.44,2029103.22,1841197.76,1948558.5,1148442.0,1862470.64,1929329.22,1919761.58,1898026.32,1970260.48,2178236.08,2228466.28,1863004.76,1871615.36,1919751.02,23327.8,26981.12,21247.400000000005,24678.28,29490.12,112640.42,26907.679999999997,22043.0,40406.44,22861.16,43279.22,595328.2400000001,49046.44,41903.960000000014,43708.26,44260.26,43379.68,529270.4,44010.9,43428.1
28,2058865.56,1942682.44,2051444.84,1911625.4,2085425.44,1864841.48,2001849.0,1168866.6,1891602.04,1970150.92,1934557.68,1910729.52,1977356.28,2246851.4400000004,2258778.56,1880303.56,1894806.16,1980872.72,22876.2,27741.52,21701.39999999999,23982.72,31394.88,116028.71999999994,27392.48,22869.0,39811.44,22732.52,42613.60000000003,701213.72,47695.16,41801.52,43673.64,47476.39999999999,43313.08,588079.4000000006,43741.8,43352.4
29,2103524.2,2039228.2799999984,2076306.16,2007519.16,2103523.96,1952112.64,2052820.5,1172447.3,1917030.04,1982747.18,1949670.44,1929042.58,1994787.86,2280821.48,2280367.44,1890370.86,1938104.52,2022962.92,22093.6,37115.56,22969.04,25718.8,31513.34,117787.52,36824.56,24474.0,40581.960000000014,23014.959999999995,51886.56,776393.8,45758.28,44986.2,43257.18,49924.02,42000.2,700640.2000000001,46890.98,43258.7
30,2108317.2,2093214.6,2103899.2,2131092.4,2113995.2,2016675.6,2078658.0,1225533.0,1939196.6,2005721.8,1975088.6,1995611.8,2009494.0,2302900.4000000004,2293803.4,1908089.2,2004865.2,2077699.8,25737.0,39345.60000000001,24001.2,27191.4,38975.400000000016,118972.6,36440.4,25473.0,41344.8,25392.6,53223.20000000002,782465.0,49123.99999999999,45368.6,43316.99999999999,49326.4,47180.20000000002,784491.0,46178.6,46186.0
31,2114151.72,2112104.88,2171290.56,2141502.16,2166358.86,2043581.4,2084817.5,1234143.1,1961763.08,2039054.62,1983962.66,2026315.04,2021546.34,2336324.48,2315584.48,1925103.76,2016751.08,2099818.94,29480.6,39110.74,23523.92,27085.880000000005,43305.1,120399.5,38208.18,25094.5,54366.88000000005,24763.92,53112.32,788953.64,54052.400000000016,48359.16,49918.28,48843.90000000001,49188.76,832246.4,45739.62,45966.7
32,2129686.56,2118056.64,2172240.76,2154322.56,2189375.68,2057196.28,2092065.0,1239867.6,2013847.08,2072362.56,2012018.52,2041945.48,2058231.72,2346501.52,2329930.56,1967586.16,2024879.04,2195570.44,29310.2,41029.04,24039.36,27105.8,42892.24,122051.16,40025.8,26671.0,79559.44000000003,25629.800000000007,56687.60000000007,791345.52,60416.52,46966.12,49744.04,47933.36000000001,48717.24,833439.4,45526.72,49327.8
33,2145172.96,2126903.7,2182820.08,2161941.16,2205611.7800000003,2078500.12,2106818.0,1246925.0,2025872.2,2095340.86,2026679.92,2057061.62,2080098.399999999,2386337.08,2343586.8,2019759.04,2044688.8,2209970.86,29384.4,40802.54,33387.64,33979.639999999985,44730.44,123964.12,40103.06000000001,28460.0,88484.08,26261.239999999994,93440.6,827781.7400000001,62583.36,51881.72,49055.92,48404.7,49107.8,856435.4,79620.15999999996,49135.4
34,2153297.12,2135821.32,2198370.4400000004,2171895.76,2211138.68,2135576.76,2168667.0,1258842.8,2030692.96,2110600.32,2040834.36,2068276.68,2114789.2,2397496.32,2367367.9599999995,2077875.52,2060013.32,2217359.44,38770.8,63326.24000000003,34644.2,36358.44,44877.40000000001,124593.19999999998,40142.64,28406.0,85752.24,27720.56,130494.8,904123.0800000002,67028.72,54146.64,71703.51999999981,49826.68000000001,79719.63999999991,917708.6,131389.47999999998,48443.6
35,2170576.4000000004,2145285.7,2213322.6,2184150.2,2224477.9,2143719.4,2193365.0,1290043.0,2051204.8,2131087.4,2066806.4,2084294.8,2153952.9,2399314.6,2438181.2,2104455.8,2090860.2,2233281.7,38181.0,86803.10000000003,35590.8,35917.200000000004,46340.4,134924.99999999985,41964.5,28861.0,87488.0,27590.4,155768.59999999995,909184.3,66432.99999999999,53603.8,106171.39999999994,52923.2,126857.5999999999,918196.0,150253.7,64286.0
36,2194824.72,2153009.72,2226297.9200000004,2194346.44,2235002.96,2144648.3200000003,2207198.0,1329316.2,2062741.72,2158269.56,2081815.04,2119234.3600000003,2178599.36,2422029.64,2430556.44,2138352.36,2108227.52,2249656.84,40134.4,85279.28,35645.83999999998,37818.8,73948.84000000004,173442.43999999992,45119.04000000001,37083.0,88159.64,27512.08,204711.2,909470.88,77783.31999999999,54666.32,144993.43999999986,52712.48,175510.36000000004,919542.8,164974.51999999981,103747.20000000016
37,2255556.96,2166437.66,2239853.92,2201973.76,2250307.22,2159826.44,2221282.5,1329458.1,2075846.08,2231354.0,2126855.8,2165805.8600000003,2192480.0,2449564.96,2433558.8000000003,2156499.74,2188556.84,2335653.72,39977.2,82530.52,37045.32,37767.96,81079.3,212548.07999999964,67171.6,37746.5,90972.08000000002,37135.88,239271.4,910222.48,108180.23999999989,94266.20000000008,185571.8,52207.68,227900.56000000003,943172.8,201676.03999999983,150415.40000000008
38,2288532.92,2186938.84,2264774.12,2234064.76,2267006.56,2170201.32,2231370.0,1383542.4,2112151.16,2293744.76,2138111.32,2208204.2,2212437.16,2473318.52,2451475.6,2183656.08,2215914.52,2344845.12,59418.599999999904,84305.8,38934.879999999976,49061.03999999991,91622.92000000004,262651.23999999993,87285.76,37250.0,91248.52,38985.48,278995.60000000003,912194.6,146350.16,134109.47999999998,244374.0799999997,55957.67999999995,286556.87999999983,963024.0,245980.28,187488.8
39,2302405.28,2202829.42,2274923.04,2296340.8,2276379.34,2182566.96,2247212.0,1396688.3,2127811.4399999995,2305575.38,2160238.96,2218752.3200000003,2232223.22,2553664.2,2475394.4,2198046.119999999,2225027.6,2374342.12,79160.2,84688.06000000001,63137.43999999996,62438.92,90475.99999999996,296111.2799999999,89027.59999999998,36873.0,94404.16000000002,39458.72,316524.60000000003,921479.52,184729.4,163185.63999999996,264279.4799999997,69390.91999999995,351811.31999999995,971854.4,283501.1,223475.8
40,2317372.4000000004,2224613.2,2290637.6,2318181.2,2290265.6,2197201.4000000004,2259227.0,1403856.0,2144881.6,2315396.8,2175785.4,2228743.399999999,2257517.4,2711048.8000000003,2503394.2,2206421.6,2234038.6,2393124.4,89957.0,84414.4,77544.79999999999,79439.4,88715.2,363449.5999999999,85246.00000000003,38971.0,95238.0,39122.2,355422.0,921988.0,234946.8000000002,183339.40000000005,319960.4,93190.59999999996,377663.6,1057293.0,329678.9999999999,257583.0
41,2330314.32,2232284.68,2302996.84,2327299.28,2306895.26,2218088.16,2274645.0,1403682.9,2160596.48,2331739.32,2189008.2,2241555.14,2264360.58,2758324.52,2517013.24,2223392.4,2253653.08,2403684.96,85884.99999999999,86294.58,78299.92,87667.8,88383.2,409785.23999999976,86704.76,38834.5,96998.12,41002.32,394251.48,926448.46,287550.32,229401.15999999977,364555.3999999999,120301.27999999993,391404.79999999976,1069218.0,350346.4,291025.80000000005
42,2340832.2,2258395.44,2319003.48,2336967.84,2315372.64,2250557.28,2288039.0,1405705.8,2184285.48,2351329.36,2207482.08,2249409.88,2280647.88,2848835.76,2526987.36,2233260.92,2264664.68,2415002.32,83865.40000000001,86412.64,80209.4,83969.0,94208.92,460814.64,85895.64,59398.0,98994.6,40763.36,409676.4,939040.16,331049.84,251318.9199999999,400093.2799999999,165899.96,421103.12,1077500.2,382421.2799999999,324542.0
43,2357812.4400000004,2263429.58,2340983.88,2353298.44,2334734.98,2259288.2,2307104.0,1410804.0,2199763.76,2359594.54,2220412.52,2258517.88,2334809.9199999995,2861853.16,2559682.52,2244835.94,2279411.96,2428695.08,85751.8,89282.44,80888.67999999995,81915.16,94724.36,502784.6,88419.22,78946.0,113995.2,48650.15999999999,429078.12,948034.6000000008,339465.2,283806.6,423069.94,178879.43999999968,424290.6,1079863.0,393046.2,352057.79999999993
44,2371094.88,2303460.48,2364262.56,2368518.12,2342354.2399999998,2270577.8,2302263.0,1419399.6,2220166.32,2384362.160000001,2232234.64,2276190.04,2385738.96,2879018.64,2602821.88,2306981.92,2286209.72,2439155.04,86345.2,89035.56,86056.2,83773.96,93851.08,551000.3199999997,106435.80000000002,89040.0,118412.24,75483.43999999996,431828.68,985718.28,348119.60000000003,320881.80000000005,423860.48,204606.88,427638.36,1162487.4000000006,400921.6,390469.20000000007
45,2382720.6,2369584.1,2381815.4,2378677.4,2355542.6,2283973.4,2312132.5,1420670.0,2236683.4000000004,2402997.4,2302862.3,2292005.6,2407747.4,2978826.6,2610507.6,2318034.8,2302592.200000001,2469986.1,88191.0,100007.60000000006,81177.0,83668.2,97044.19999999997,576292.8,108576.6,84723.0,118449.8,82837.6,435427.8,1031402.7,386454.0,358557.0,425261.4,273596.59999999986,428129.2,1192962.0,418233.0,400380.0
46,2366753.0,2397976.28,2383097.92,2386400.2,2357140.88,2288060.64,2315195.0,1426544.4,2256031.92,2411108.88,2368510.88,2309610.8000000003,2475827.68,3009285.0,2664141.92,2403001.6799999992,2326644.88,2475199.6,88180.2,107086.92,81090.04000000001,84087.04000000001,105586.88,577767.2,108074.32,83254.0,119595.76,84599.72,434491.8,1044597.8400000004,391939.28,425917.32,428055.0,343515.67999999947,427570.2,1214274.2000000002,420396.4,420751.8
47,2373393.36,2402352.08,2385742.4000000004,2417469.08,2348917.16,2303060.6,2322128.0,1428693.9,2262145.96,2417557.4199999995,2384012.42,2332543.14,2514342.04,3001811.72,2714524.08,2443825.26,2346267.32,2485904.62,89245.99999999999,109295.04,84173.72,87170.72,106082.22,578301.06,109585.26,85101.0,119516.08,84496.76,437589.4,1053490.16,442241.84,426254.4,428881.94,387768.2,430235.4,1243091.8,427450.36,420491.9
48,2373467.8400000003,2402773.92,2376529.0,2419058.92,2348580.92,2309000.48,2320908.0,1443394.4,2332455.1999999997,2426909.08,2391459.44,2341784.76,2536388.399999999,3028697.3600000017,2747257.84,2453022.36,2348259.36,2495660.52,90612.6,110119.44,83706.44,86693.51999999999,107064.24000000003,579952.88,109200.44,84898.0,119476.72,89656.16000000006,442273.88,1085321.1600000004,443229.4,429499.28,430608.2,407665.8399999998,434872.28,1269785.0000000002,430514.84,420965.00000000006
49,2379730.12,2388777.82,2382428.08,2412030.96,2370839.2,2311877.4399999995,2335171.0,1479626.9999999998,2381733.72,2435667.58,2402922.04,2346947.94,2528814.76,3163947.8,2751139.96,2471740.36,2349920.64,2512058.54,96563.99999999996,110583.34,88209.79999999994,91184.79999999994,107595.78,580466.14,111070.28,85679.5,119502.64,86782.32,441091.24,1105134.78,446963.76,430080.96,434868.56,433805.54,434863.68,1276450.8,431888.58,423809.0
