index,258_1_www.samsung.com,258_2_www.samsung.com,258_3_www.samsung.com,258_4_www.samsung.com,258_5_www.samsung.com,258_6_www.samsung.com,258_7_www.samsung.com,258_8_www.samsung.com,258_9_www.samsung.com,258_10_www.samsung.com,259_1_www.samsung.com,259_2_www.samsung.com,259_3_www.samsung.com,259_4_www.samsung.com,259_5_www.samsung.com,259_6_www.samsung.com,259_7_www.samsung.com,259_8_www.samsung.com,259_9_www.samsung.com,259_10_www.samsung.com,260_1_www.samsung.com,260_2_www.samsung.com,260_3_www.samsung.com,260_4_www.samsung.com,260_5_www.samsung.com,260_6_www.samsung.com,260_7_www.samsung.com,260_8_www.samsung.com,260_9_www.samsung.com,260_10_www.samsung.com,261_1_www.samsung.com,261_2_www.samsung.com,261_3_www.samsung.com,261_4_www.samsung.com,261_5_www.samsung.com,261_6_www.samsung.com,261_7_www.samsung.com,261_8_www.samsung.com,261_9_www.samsung.com,261_10_www.samsung.com
11,631765.6000000003,1132870.0,630235.0,1161591.8,675272.0,807067.0,811016.0,1347463.0,771310.4000000001,657311.4,169150.00000000003,130180.99999999999,235419.40000000008,803119.2,96853.8,291537.0,57203.0,811640.4,184491.0,250555.00000000006,1135999.0,542374.2,436275.60000000003,1046186.0,558344.8,658444.3999999999,1038183.2,476235.0,383773.8,1636848.0,238277.2,210083.80000000002,267420.20000000007,796629.0,174941.8,244085.0,106771.79999999994,132495.99999999997,94203.0,308413.2
12,800153.36,1203323.4,704321.0,1365321.7599999998,819736.0,995494.6,988825.56,1475198.1,928976.16,783046.36,211052.94000000003,229493.55999999994,256493.16,813369.84,176850.55999999988,386961.00000000006,61743.99999999999,821784.28,273422.8,332014.66,1340967.9,620477.52,578587.4400000002,1100734.5,584852.14,778375.82,1042516.7200000001,572057.7,462926.6399999999,1825438.0,305806.13999999996,246508.22,395333.52,803200.6000000001,222785.08,315438.19999999984,147938.75999999986,180041.88,169321.0,422171.52000000025
13,942085.56,1388477.36,862760.0,1412774.1199999999,957604.0,1130772.2,1133506.6400000001,1516727.7999999998,1086304.48,896722.6,296400.88,357495.95999999996,333872.12000000005,827738.76,256794.68000000002,440624.6,114768.2,844628.0399999998,353525.4000000001,434796.24,1342607.2,706861.6000000001,633851.9199999999,1198497.0,718334.6400000001,971366.36,1141141.32,593869.1200000001,575731.88,2084876.0,428990.15999999974,304352.36000000004,503481.48,932449.2000000008,271665.16,369965.3999999996,224072.08,256736.88,260902.0,515323.04
14,1087711.04,1416394.56,1008891.5,1573746.8800000001,1084721.0,1228286.2,1207464.24,1608182.2,1130372.34,1035448.52,371772.98000000004,490858.04000000004,466831.3599999999,857691.32,332558.4,516146.00000000023,184629.19999999998,949110.16,451396.2000000003,440154.34,1444267.6,799151.2000000002,755120.6799999999,1314195.5,836601.22,1037864.78,1196267.78,665086.9199999999,607645.64,2379604.0,533968.14,363790.6400000002,508589.76,1130491.3,379539.68,498157.0,310052.44,325021.87999999995,291917.0,518246.2
15,1133181.48,1564016.64,1183059.0,1573865.12,1139613.0,1310976.1999999997,1361252.7200000002,1612966.2,1213673.36,1126848.0000000002,458365.68,551558.3999999999,545254.3200000001,949833.76,441010.32,547693.4,226399.1999999998,1025233.7599999998,539866.9999999999,483881.8,1636895.1999999997,839591.6,788475.2,1461611.0,860596.5600000003,1102255.68,1282691.6400000004,758808.04,744252.3199999998,2698203.0,574108.72,481906.12,512968.32,1230657.2,515769.96,515382.2,359331.95999999996,368665.44,337677.0,612615.8800000001
16,1190596.8,1587345.4,1291420.0,1601584.4,1200123.0,1389460.0,1391840.0,1620734.0,1304797.2000000004,1223881.7999999998,530639.0,561369.2,548887.1,1002595.7,531957.4999999999,554172.0,264198.0,1037980.8,553775.0,546006.3,1876525.0,837004.2,909858.2000000003,1563315.5,1005949.6000000001,1172178.8,1365578.0,892925.9,834727.6,2970339.0,608654.3999999999,482468.7,519436.0,1278993.0,516040.2,520345.0,434582.5999999999,448106.39999999997,413539.0,737251.8
17,1235990.6400000001,1608299.92,1386997.0,1607333.48,1328989.0,1422007.4000000001,1518143.4000000001,1728086.3999999997,1377304.16,1398258.08,553644.44,585653.64,578557.52,1035969.92,547239.88,561390.6,351145.6,1048402.68,563295.2000000001,550328.92,2061561.4,938520.4400000001,991404.9199999999,1748683.0,1128406.28,1197459.24,1488325.52,1035101.24,980662.96,3295590.0,608757.52,509664.88,519771.2,1414722.0,571022.7600000001,621244.7999999999,512343.4,519301.36,487815.0,793557.64
18,1323970.16,1616376.32,1411927.0,1618791.0,1405337.0,1567740.3,1592015.18,1854293.7999999993,1437131.7800000003,1412725.56,554841.6,704732.4400000001,687929.4,1043039.02,560418.2,582865.0,463657.7999999997,1056739.44,667295.2000000001,593048.5800000001,2240265.8000000003,1005451.44,1051362.62,1886897.0,1159604.64,1283967.7599999998,1577555.6,1035830.66,1040226.4,3491218.0,688972.96,514868.74,541935.4,1516767.2,694499.0,724751.0,528215.44,579198.56,514942.5,797490.18
19,1390920.56,1640256.6,1408213.0,1681798.44,1538521.0,1585487.4,1596319.84,2069619.9999999998,1571379.56,1519639.96,646089.0000000002,764977.0,724391.3200000001,1050389.96,656620.5199999999,753823.6,532809.0,1059665.96,756554.4,672167.6400000002,2451000.8,1021912.12,1167028.92,2048907.0,1196387.56,1418173.44,1717755.5999999996,1042804.0,1045354.04,3588417.0,757429.32,550226.12,608242.6400000001,1664506.6,776601.04,785693.0,562493.9599999998,613920.2799999999,545890.0,801053.2000000001
20,1506712.4400000002,1715858.8800000001,1415721.0,1776739.3199999998,1603234.0,1606388.7,1607051.18,2207708.0,1574534.94,1588251.16,755746.8,807046.56,798903.88,1059960.38,687292.92,766259.2,535772.0,1065125.08,791914.0,718684.4800000002,2678184.5,1053864.8,1190218.0999999999,2269802.0,1235705.8800000004,1470585.1599999995,1855911.2,1124375.16,1126431.28,3657915.0,799168.46,618302.3600000001,720823.9600000001,1669217.0,855972.48,824828.5999999999,655717.8799999998,682423.44,608476.0,827100.56
21,1577859.6,1810695.4,1420105.0,1902925.8,1602009.0,1605852.0,1608181.6,2404735.0,1599374.8,1594461.4,762757.6000000003,809243.4,801299.6,1081134.6,776084.0,807891.0,555535.0,1075771.6,800744.0,787194.2000000001,2918765.0,1162615.8000000003,1239744.0,2424641.0,1296436.2,1554691.0,1918949.0,1190496.5999999999,1152733.6,3667945.0,876604.8,694222.2000000001,796744.6000000001,1761084.0,858999.0,853486.0,731019.2,772309.5999999999,688096.0,865124.7999999999
22,1578553.4000000001,1946171.52,1492000.0,2006941.66,1619527.0,1604160.4,1615956.4000000004,2507450.1,1597491.88,1602600.24,800966.16,812307.12,802120.92,1089968.42,801346.34,809348.2,556477.2,1085182.28,799841.8,800675.54,3171835.800000001,1333830.7400000002,1318843.42,2623498.5,1355387.9200000009,1729448.96,2074053.32,1219228.7600000002,1228496.7599999998,3685823.0,915114.18,791107.0800000002,860919.12,1782383.7,897019.2800000001,885944.0,823208.7199999997,814399.1599999999,771729.0,863628.86
23,1592851.48,2042161.6799999997,1563449.0,2088690.0799999998,1623704.0,1670623.8,1683330.4000000001,2640307.0,1604266.48,1605311.16,800872.16,809259.28,801680.92,1098210.36,807309.76,812883.4,588084.8,1226633.6400000004,804070.2,803412.8,3389957.6000000006,1398660.44,1352599.6,2931622.0,1447504.0,1768860.1599999992,2246990.8800000004,1303275.88,1275239.72,3725782.0,953854.68,848999.48,863086.32,1788005.2,909107.6000000003,909936.1999999996,854116.72,848718.12,851292.0,899229.3200000001
24,1605756.28,2251436.12,1605402.0,2214677.34,1624831.0,1690269.0000000002,1783877.48,2787909.5999999996,1628266.32,1621355.5200000003,801366.0599999999,818423.24,805557.1799999999,1183869.52,809541.8200000001,813593.2,668793.7999999999,1259804.2799999998,809231.8,804740.18,3500626.4,1529405.7600000002,1490043.4,3175348.0,1509918.7200000002,1865451.6199999999,2315889.2800000003,1383017.86,1376857.48,3730345.0,992672.92,852290.72,903135.8,1793828.0,1037125.2799999999,990506.9999999995,851764.1599999999,909415.82,852602.5,991904.22
25,1617996.92,2366602.16,1614852.0,2306165.04,1646895.0,1783045.0,1878524.8,2967653.4,1678878.4000000004,1643586.4,804547.04,822576.16,810464.36,1308153.6400000001,813702.24,817240.6,736862.3999999999,1465261.5599999991,816994.8,810030.24,3590063.2,1665412.4400000002,1613388.7599999998,3425302.0,1600155.8,1939334.4,2481584.2,1450720.76,1498606.1600000001,3891580.0,1044028.04,892892.9600000001,1009059.2400000005,1808213.0,1094472.16,1054013.7999999998,892578.2,913415.6,862153.0,1072691.9600000004
26,1619960.0,2478058.0,1643612.0,2420422.0,1708261.0,1846855.0,1973099.5,3060755.0,1817865.5000000002,1716231.0,809444.5,833246.0,816335.5,1442168.0,815114.5,853456.0,768980.0,1681429.0,845996.0,814011.0,3650347.5,1766608.0,1707143.0,3533942.0,1729794.5,2022529.0,2626083.0,1469034.0,1571115.0,3966228.0,1059802.0,977264.0000000005,1116407.0,1829618.5,1169703.0,1065995.0,946546.0,914488.5,896757.5,1174836.5
27,1646871.52,2578645.2,1740876.0,2551559.48,1803383.0,1911544.0,2047364.2,3108046.6,1964926.6400000008,1818345.2400000002,845132.04,830302.6,825783.72,1557818.88,814507.84,856705.2,806987.6,1799650.76,847715.4,818096.96,3653880.8,1882908.64,1822592.9599999997,3602775.0,1824811.12,2114408.28,2804210.7199999997,1565498.4,1658645.7999999998,4176192.0,1141056.7599999998,1021310.6000000001,1165104.96,1830019.0,1221892.96,1158877.8,989823.64,932169.52,894442.0,1220930.88
28,1730716.6000000003,2769677.04,1880220.0,2640200.3000000003,1829446.0,1987928.9,2166275.06,3113824.3,2009984.14,1944719.4800000002,849062.92,871358.92,824670.3,1607236.42,817897.3,861665.2,809223.2000000001,1878935.1600000001,851361.0,827287.78,3667516.7,1967094.4000000001,1953072.52,3651508.5,1964503.2000000004,2202215.62,2903564.5599999996,1621952.7999999998,1786597.28,4185294.0,1229554.34,1095499.34,1224346.56,1837999.2000000002,1226992.36,1230296.4,1074836.76,979033.9999999997,961114.0,1248255.8
29,1797350.68,2943621.56,2015712.0,2847447.639999999,1919289.0,2131383.4,2298342.4400000004,3145031.1999999997,2068187.4000000001,2067355.0800000008,852263.6,949463.28,858428.4,1780889.48,825617.28,863194.6,807255.2,2010561.8,854267.4,830062.48,3680136.6,2064152.28,2066897.3599999999,3661515.0,2099344.96,2344100.72,3002390.0000000005,1742360.8,1868954.64,4189368.0,1315642.4799999997,1180237.6400000006,1237556.16,1858326.0,1235110.48,1250213.7999999998,1129954.48,1042547.56,1044548.0,1263647.76
30,1858719.7600000002,2971768.6799999997,2073413.5,2961164.46,2014681.0,2235493.0,2392398.02,3153524.8,2179460.2399999998,2132093.4,857293.4400000002,955470.2000000001,927625.2000000001,1860098.1199999996,834475.66,950714.0,811252.8,2014274.28,903918.0000000002,832544.8,3705382.5,2219530.0400000005,2205477.04,3672789.0,2216237.1600000006,2429984.4,3222310.2800000003,1865845.9599999997,2000498.2400000002,4204588.0,1338349.4,1199940.56,1236990.52,1928807.4999999998,1232736.0,1356220.9999999993,1164791.36,1095409.0,1082392.5,1299231.24
31,1952194.8,3054829.6,2156823.0,3054173.2,2043533.0,2329122.0,2429083.4,3182746.0,2311711.0000000005,2169787.8,911938.6000000002,981648.9999999997,947436.0000000001,1983150.3999999997,839625.5999999999,957957.0,813343.0,2020424.6,944091.0,906369.0,3725690.0,2325622.8000000003,2322045.2,3694290.0,2332340.0000000005,2472048.8,3380720.4000000004,1928055.0,2177202.0,4213312.0,1394339.0,1217529.4,1238958.6,2054431.0,1236842.0,1437834.0,1231785.2,1110795.4,1092823.0,1375502.0
32,2075073.3600000006,3098711.44,2297950.0,3100666.34,2080884.0,2403784.0,2502471.18,3191472.3,2385309.0,2276015.2,942736.54,1033831.28,951121.14,2017450.34,862396.7999999999,966538.4000000004,811328.6,2024868.92,954363.6,944191.86,3730603.7,2440824.96,2454576.2399999993,3720956.0,2449341.7,2626510.6799999997,3485895.12,2059734.76,2266993.76,4224305.0,1426785.74,1226956.34,1238035.96,2157349.6000000006,1288416.4000000001,1539389.1999999997,1231736.04,1195798.72,1184607.0,1446356.72
33,2186278.16,3104989.8,2395557.0,3104750.08,2164284.0,2504079.8,2650526.72,3197108.2,2478425.12,2385442.32,952867.88,1035023.44,1024000.52,2023186.16,874780.5199999999,1034861.6,821323.5999999997,2029955.8,988506.2000000002,953384.32,3801743.8,2585394.56,2589622.76,3724082.0,2556712.28,2783764.9599999995,3528600.56,2136091.76,2338567.4,4237111.0,1475041.2,1228859.0,1235010.0,2213720.2000000007,1358136.8800000001,1554691.4,1230704.28,1234859.92,1201069.0,1529193.6800000002
34,2319466.64,3112624.08,2446540.5,3115787.46,2270021.0,2556197.3999999994,2787013.04,3210668.0,2570152.9000000013,2429832.52,1009853.9600000001,1043060.76,1026178.4,2027810.46,945627.5399999999,1035660.0,853781.6,2035581.76,1015868.0,964278.48,3963009.5,2690865.9600000004,2684239.0,3725610.0,2711851.9000000004,2930732.2399999993,3584586.12,2201222.7399999998,2447992.68,4263134.0,1500091.32,1227899.5,1271673.4000000004,2304559.1,1436543.6,1556466.8,1230635.2,1232929.26,1210883.5,1645790.4600000002
35,2373400.92,3144144.28,2502425.0,3119515.84,2378099.0,2691969.2000000007,2926394.48,3234502.8,2664271.84,2547735.7600000002,1027134.56,1043966.84,1028806.2,2033073.92,959374.1199999999,1041204.6,856574.2,2058729.68,1027439.6,982307.2800000003,4011192.2000000007,2876797.44,2831049.7199999997,3807009.0,2856547.6,3118130.1199999996,3645333.24,2299928.2800000003,2556095.8000000003,4274447.0,1555065.56,1244088.5200000003,1345970.3600000003,2310630.8,1505631.8,1636916.9999999993,1242031.2,1249286.48,1209447.0,1673080.36
36,2419645.0,3151422.0,2601384.0,3159604.6,2420680.0,2815744.5,3029425.6,3355515.0,2813270.0,2631875.6,1027626.9,1047023.0,1035106.1,2035805.0,964474.8,1045476.0,861609.0,2111044.6,1028039.0,1029337.5,4081403.0,2975047.8000000003,2967231.3999999994,3943069.0,2958696.7,3293222.3999999994,3652723.7,2461151.6999999983,2667926.0,4340468.0,1564772.5,1312593.6,1411128.4000000006,2314903.5,1595975.0,1662267.0,1285561.5999999996,1317914.2999999998,1244087.5,1676865.5
37,2497577.360000001,3162874.4,2720056.0,3176791.28,2557541.0,2913981.8000000003,3054016.96,3626493.3999999976,2955888.52,2768922.9599999995,1035203.9600000001,1051340.8800000001,1040816.16,2050620.24,1034947.88,1048975.6,862387.0,2130319.68,1036371.4,1031475.56,4177974.2,3123597.4400000013,3139731.4000000004,4007675.0,3076511.6000000015,3481314.8,3659724.2,2609651.16,2816077.24,4365366.0,1586639.5999999999,1355058.6,1525722.12,2320521.4,1666119.88,1683406.5999999999,1325761.0,1376976.8399999999,1244851.0,1683035.6400000001
38,2589957.2,3182389.48,2805997.0,3181576.7600000002,2667349.0,2958757.0,3097670.16,3802783.7999999993,3047273.7800000003,2910830.76,1037443.58,1054599.64,1040108.24,2088567.12,1035954.9,1052472.2,900409.7999999999,2239328.52,1037707.2,1036469.72,4185729.6,3271313.48,3265512.8400000003,4155657.0,3177988.9,3527239.119999999,3666167.22,2748611.18,2964433.72,4424774.0,1680357.7199999997,1369722.04,1600114.6000000006,2325444.6,1668339.24,1753842.2,1430302.6399999997,1487877.62,1296219.0,1704710.5200000003
39,2713012.64,3184227.48,2941937.0,3187655.48,2788083.0,3026284.4,3101544.6,4071332.2000000007,3064833.3200000003,2980916.24,1044099.68,1056971.8,1045629.12,2098089.08,1038165.84,1055415.0,950598.0,2264395.88,1038590.2,1038919.08,4189963.6,3470793.8800000004,3398697.0399999996,4171835.0,3289205.08,3579767.76,3682573.2,2864628.76,3194620.28,4456892.0,1713965.1199999999,1451269.6,1669180.64,2333877.0,1715848.5200000003,1758568.8,1539135.3199999996,1566413.7999999998,1353292.0,1770696.36
40,2817183.12,3188558.92,3041983.5,3201958.26,2913938.0,3056043.0,3112295.5200000005,4234785.2,3097645.16,3050075.92,1049671.4,1061206.2,1045686.8200000001,2196588.0599999996,1045508.26,1056295.6,956617.7999999997,2273398.72,1039117.2,1044962.76,4194836.6,3482738.38,3488176.16,4177915.5,3400078.820000001,3639675.74,3699625.58,3038128.0399999996,3276645.04,4563149.0,1769384.0399999998,1520885.4800000007,1671272.36,2341509.7,1760483.4400000002,1770122.2,1598671.68,1586879.46,1436425.0,1777443.38
41,2942986.6,3194662.2,3053960.0,3214964.8,2964205.0,3061647.0,3140848.8,4362392.0,3098868.0,3070627.6,1069495.4000000001,1061253.6,1046360.0,2223676.6,1048624.8,1059396.0,961090.0,2302477.0,1046424.0,1048103.0000000001,4205848.0,3485794.2,3492610.0,4180853.0,3475992.4000000004,3644576.2,3704703.4,3217739.1999999997,3368893.4,4576511.0,1773610.5999999999,1612799.4000000001,1673136.2,2380970.0,1767641.4000000004,1773237.0,1662817.4,1653229.4,1525088.0,1782127.2
42,2959076.48,3220113.0,3095769.5,3225572.8,2986307.0,3105253.4,3141530.14,4453270.1,3110448.84,3099304.8800000004,1070777.94,1065086.72,1051476.84,2273548.08,1051868.64,1060879.0,998573.1999999998,2310651.12,1050314.4,1049746.94,4219307.8,3490433.12,3492641.34,4187415.0,3483745.94,3649717.1,3705195.7600000002,3408431.959999999,3481392.88,4585837.0,1786634.94,1659709.44,1674518.72,2396588.0000000005,1774494.28,1775937.0,1665165.16,1673526.78,1618267.0,1787198.6
43,3046033.2399999998,3288659.56,3098166.0,3484364.68,3058472.0,3107584.8,3154508.68,4456805.4,3120916.72,3100293.1999999997,1074620.48,1068831.24,1054887.96,2280473.28,1052912.5999999999,1069519.6,1024791.6,2320046.56,1051950.2,1052002.32,4226317.600000001,3499530.48,3539068.08,4191663.0,3504073.2000000016,3655711.12,3768655.08,3481819.6,3489944.68,4601904.0,1790569.96,1661969.56,1679431.28,2511095.6,1780369.4000000001,1781347.6,1686703.1599999997,1693878.5599999998,1662306.0,1787232.72
44,3055709.08,3527958.64,3108257.0,3745634.3,3072469.0,3116291.6,3172889.6,4462756.8,3141509.94,3110408.64,1076846.82,1074028.6,1053098.58,2298072.84,1058342.88,1072189.4,1036836.0,2327606.36,1053053.8,1053821.8800000001,4260751.4,3504173.98,3592351.62,4203360.0,3572985.94,3657364.44,3775925.14,3487331.94,3561607.3599999994,4639241.0,1794773.46,1708002.6800000004,1701444.3200000003,2518389.6,1783697.36,1782469.4,1749793.44,1762762.48,1663706.5,1803341.46
45,3096554.44,3756563.639999999,3120889.0,3945988.879999999,3106086.0,3145581.2,3181956.08,4467534.0,3144911.2,3138141.84,1075752.64,1079773.6,1059289.04,2322092.28,1065259.2,1075037.0,1039074.4,2335145.08,1057426.6,1058982.64,4277247.2,3560891.2,3600372.36,4209094.0,3593544.56,3667733.28,3847649.48,3529394.32,3578224.76,4645223.0,1797716.32,1748752.72,1767077.24,2542283.6,1786297.04,1788187.6,1757249.96,1769801.04,1747192.0,1808312.0000000005
46,3104543.2,3980328.8000000003,3140502.0,4179128.0,3111072.0,3152300.5,3186975.1,4477564.5,3153045.0,3143411.2,1078441.3,1090582.0,1057833.4,2330635.6,1067873.7,1075423.0,1043697.0,2334649.4,1060811.0,1063557.8,4388624.0,3598428.7,3659416.8,4225020.0,3641920.5,3675450.5,3962216.2,3582195.1,3629142.4000000004,4646775.0,1805736.5,1757708.2,1777123.4000000001,2549095.0,1788962.5999999999,1796877.0,1771524.7999999998,1781261.1,1755775.0,1813279.1
47,3108488.88,4152283.0400000005,3148649.0,4285109.359999999,3117083.0,3164980.0,3189912.96,4486890.0,3164842.24,3146916.2800000003,1083450.56,1156819.0399999998,1061698.04,2335026.68,1079526.32,1081381.4000000001,1045884.0,2334189.04,1061846.6,1066766.04,4425812.6,3658556.84,3661649.36,4262332.0,3646430.4,3679144.72,3970698.72,3628706.1199999996,3644017.96,4660845.0,1808137.08,1768824.2,1789132.48,2571020.6,1793425.12,1797429.2,1772951.24,1786070.4,1758295.0,1821681.48
48,3113806.32,4224357.68,3156875.5,4339188.44,3147274.0,3179263.8,3192913.52,4494151.8,3179709.72,3155934.32,1084716.98,1161622.96,1069457.16,2344910.96,1086367.76,1113210.2,1046510.4,2361511.56,1066070.8,1077016.42,4447320.8,3661563.82,3668178.48,4294465.0,3652589.32,3680083.18,4020928.56,3646063.04,3648869.84,4682877.0,1817264.16,1770558.94,1791126.6,2582141.9,1801479.6,1818790.4,1778372.8399999999,1789967.18,1769952.5,1822390.2
49,3119635.6,4350497.160000002,3176629.0,4440733.28,3151388.0,3187125.6,3194434.52,4505485.0,3181431.72,3160285.04,1091948.88,1161318.64,1070205.04,2375803.24,1089044.12,1113841.8,1047533.8,2371688.48,1066850.2,1094946.76,4458772.6,3667751.56,3676636.9999999995,4389140.0,3656365.4000000004,3686287.56,4147361.8000000003,3651425.32,3653750.28,4698415.0,1832416.04,1774797.12,1795537.56,2597817.8000000003,1818500.2,1818761.6,1781607.84,1792074.72,1771548.0,1836566.08
50,3148109.88,4440908.24,3179932.0,4440184.64,3164553.0,3189846.7,3194104.76,4509510.4,3185901.56,3160010.48,1095232.46,1161557.68,1075858.46,2375168.88,1092345.08,1113774.6,1051836.6,2377748.96,1072727.6,1096380.3,4463166.5,3671491.6,3685645.16,4394917.5,3661274.06,3693074.98,4182364.36,3655916.42,3656533.96,4799628.0,1835257.72,1777302.14,1796844.12,2605421.0,1824197.76,1818588.8,1782739.76,1798253.6400000001,1777115.0,1841909.46
51,220,344,250,358,238,267,302,467,268,255,224,258,232,544,220,255,182,573,226,230,487,206,216,439,188,238,319,174,183,737,210,147,176,478,190,188,152,166,142,228
52,578,822,625,785,612,648,711,978,629,669,349,376,325,775,327,365,278,811,344,373,978,617,651,936,633,681,838,577,605,1313,429,322,360,777,388,372,370,435,333,433
