index,137_1_www.office.com,137_2_www.office.com,137_3_www.office.com,137_4_www.office.com,137_5_www.office.com,137_6_www.office.com,137_7_www.office.com,137_8_www.office.com,137_9_www.office.com,137_10_www.office.com,138_1_www.office.com,138_2_www.office.com,138_3_www.office.com,138_4_www.office.com,138_5_www.office.com,138_6_www.office.com,138_7_www.office.com,138_8_www.office.com,138_9_www.office.com,138_10_www.office.com,139_1_www.office.com,139_2_www.office.com,139_3_www.office.com,139_4_www.office.com,139_5_www.office.com,139_6_www.office.com,139_7_www.office.com,139_8_www.office.com,139_9_www.office.com,139_10_www.office.com,140_1_www.office.com,140_2_www.office.com,140_3_www.office.com,140_4_www.office.com,140_5_www.office.com,140_6_www.office.com,140_7_www.office.com,140_8_www.office.com,140_9_www.office.com,140_10_www.office.com
11,37584.6,35815.4,39511.600000000006,43024.0,34374.0,36630.6,39210.2,37920.6,44405.799999999996,31233.199999999997,51891.6,86120.2,107414.6,56439.6,86988.4,110961.8,82144.0,114721.4,49787.20000000004,51045.0,8338.0,8351.2,20657.0,15937.4,8243.8,9777.19999999999,8440.0,8417.6,17170.20000000001,8361.8,27332.599999999988,26438.000000000004,26304.2,22342.2,26286.200000000008,26262.2,26118.0,26014.0,27979.600000000002,27286.8
12,38682.36,36662.04,38066.96,40833.299999999996,40537.8,42510.16000000001,37822.06,36711.840000000004,50814.48,34893.640000000014,57309.92000000001,121456.42,113230.84,60583.840000000004,102718.80000000002,115026.52,118796.0,116651.14,72148.56000000001,59730.0,8317.5,7480.119999999999,22621.500000000004,21356.68000000001,8078.299999999997,13745.720000000001,8235.5,8293.84,20229.52,8593.599999999997,28825.1,28422.96,27958.24,29235.519999999982,28363.400000000005,28056.88,28244.24,28417.2,33540.9,27570.780000000006
13,37171.16,38327.32,39334.83999999999,46737.4,46886.600000000006,46479.68,38850.52,41969.439999999995,53480.16,38824.68,65044.36,123493.88,120481.12,94670.28,117852.88,118148.96,118370.0,119092.08,74045.68,78649.0,9670.0,19188.24,23148.199999999997,23439.08,20643.72,15966.240000000002,7918.0,7767.5199999999995,23508.28,20761.72,33698.40000000001,33775.8,33223.92,30872.560000000005,33331.6,33373.64,33921.24,31561.600000000024,33935.68000000001,32698.64
14,36104.92000000001,43536.59999999999,42761.86000000001,49023.599999999984,50876.4,50509.42,37650.14,48943.640000000014,57827.36,40874.12000000002,67605.20000000001,123248.94,121681.38,127006.39999999997,124447.95999999999,123977.88,132462.5,119966.62000000001,85985.92000000003,77177.0,20948.0,20128.56,24962.9,25199.7,20197.44,16095.16,12211.5,12825.279999999999,25127.96,20315.44,84272.2,37685.04000000001,41618.08000000001,34189.96,71927.84,47889.44,48406.399999999936,36452.00000000006,36618.079999999994,33913.86000000001
15,41793.04,46296.76,51972.04,55257.2,51149.2,56355.159999999996,37733.96000000001,52364.48000000002,61182.520000000004,44204.840000000004,88187.08,124626.31999999999,124884.32,132822.68,130056.23999999999,129577.56,163899.0,136776.8,91577.87999999999,98009.0,20481.0,22589.359999999993,29767.19999999999,27214.760000000042,23046.59999999999,19793.479999999974,20675.0,20669.08,25091.079999999998,23164.59999999999,82622.52,76906.39999999994,66980.31999999999,36022.92,82944.56,83871.64000000001,83381.48,81484.79999999999,41250.84,41389.04
16,48026.6,50221.6,59314.7,57698.0,57838.0,58668.1,42696.6,56045.299999999996,71222.2,50002.6,99251.70000000001,136245.5,127251.90000000001,146923.6,142855.19999999998,162052.4,196568.0,155389.5,112036.8,115197.0,22403.5,23186.2,35514.0,31769.00000000001,24157.19999999999,28216.600000000002,20430.0,20400.399999999998,30372.5,24275.19999999999,80868.2,83089.2,83593.2,41132.4,81214.1,82691.4,81832.2,83126.5,81829.39999999998,67391.19999999981
17,53469.44000000001,57500.56,65853.32,72225.8,59578.799999999996,62918.24,47970.24,58346.28,71118.96,51997.96,144289.68,153053.12,133454.67999999996,180379.12,153312.80000000002,205117.56,201334.0,159342.52,130823.92000000003,126873.0,23369.0,24893.8,40962.200000000004,41043.44,24644.92,29907.44000000001,23323.0,21748.920000000002,29862.2,24762.92,83641.12,81488.08,81525.52,92262.08,79543.64,80960.64,88853.12,81573.4,91013.48,91172.84
18,53937.32,70157.55999999998,67032.8,77814.19999999998,60322.40000000001,63203.42,48165.82,58547.26,71247.96,61721.88,161991.28,166164.68,167980.2,180343.44,182764.38,239285.96,262736.5,161503.22,154600.68000000002,136789.0,25061.5,24900.64,42606.1,42669.38,26691.859999999964,30745.16,23830.0,23035.88,40845.52,27437.139999999963,98075.92,82360.96,80124.68,90736.64,98167.77999999993,96467.24,103847.92,82498.2,89252.82,89507.81999999999
19,56775.28,70681.72,68270.44,76253.6,58982.6,61237.68,50440.88,63918.03999999999,69024.84,60337.08,162528.24,192281.32000000007,214654.07999999993,206443.03999999983,217293.36000000007,294342.59999999986,335412.0,182930.40000000002,181466.08,161521.0,25193.0,30339.6,42984.000000000015,42468.479999999996,29966.800000000003,32364.44,24733.0,24971.48,42508.24,29537.199999999997,136702.76,81258.16,78889.72,88894.08,114252.08000000002,102219.96,140208.32,83501.2,93075.95999999999,106552.76000000005
20,60594.159999999996,74043.76,68991.74,74918.19999999992,68041.8,63879.96,54644.14,67539.58,75910.12000000001,66610.56,160559.2,242903.87999999986,259172.35999999984,286635.6,274608.1200000001,331510.19999999995,403963.5,203506.06,196668.6,194765.0,30555.5,33676.56000000004,47771.2,48153.68,40410.639999999985,33264.799999999996,25056.5,24843.36,42292.58,39277.11999999994,141734.44,96869.80000000012,88702.96,96401.48,139343.22,134862.63999999998,141408.76,113264.2,92976.68000000001,110460.94
21,59775.0,73874.2,67187.59999999999,94457.0,78887.0,63107.2,56131.800000000025,100543.99999999997,102179.4,69053.2,172038.0,301875.4,297534.2,397063.39999999985,314911.0,383819.5999999999,458984.0,229524.00000000003,205600.0,233307.0,29901.0,40745.6,67460.0,49616.400000000016,40363.8,37249.2,30093.0,26707.800000000014,47980.8,41669.599999999984,145849.2,120754.8000000001,126323.79999999994,97319.6,142502.40000000002,141735.6,143592.8,141641.0,138490.80000000002,114200.59999999999
22,61383.36,71688.56,76641.22,108101.2,86541.2,85222.52000000018,69782.12000000001,110739.98,131580.44,66644.44,203659.62,334587.2,330093.89999999997,448259.31999999995,403177.33999999997,423925.92000000016,524249.5,281980.72,222327.40000000002,259992.0,40914.5,42585.6,69048.2,66109.28,42188.02,48293.44,31068.0,29826.199999999997,61340.43999999996,42366.02,147692.34,125793.56,141153.44,127972.96000000004,145747.58,145568.08,145582.84,143505.9,149557.84,140331.52000000002
23,65489.12,69923.92,75935.79999999999,110148.39999999998,86445.4,105810.0,70706.52,128884.55999999985,176758.5599999999,73675.12,231146.52,368909.43999999994,363722.36,537089.44,449633.9200000002,468049.4,575681.0,328001.2800000001,279593.64,340349.0,42774.0,42604.44,68814.4,68230.32000000002,41887.36,50067.2,40939.0,29719.2,67148.76,42000.8,149979.88,129927.36,145283.48,147124.04,147908.36,152288.64,148799.52,147839.6,153196.92,151142.64
24,67774.32,69604.52,81198.04,112975.6,90937.99999999999,109448.68,70400.92,157059.94,207594.36,72853.95999999999,260689.88,403306.5999999999,428496.00000000006,590554.4400000001,502392.45999999996,536300.2,601344.0,376435.01999999996,330025.88,396693.0,42732.5,42431.600000000006,74427.4,69173.38,47555.99999999999,49661.560000000005,41446.0,40669.72,68872.3,47822.76,154252.48,131962.28,153688.08,151109.36,151225.46,154756.08,151463.92,147846.1,155876.92,155400.26
25,70161.16,68889.16,81402.59999999998,116999.6,99707.99999999993,116375.4,70476.36,179189.48000000007,212456.68,90532.76,365960.6,507589.67999999993,501930.80000000005,673820.72,556663.04,598213.44,641831.0,428825.83999999985,359195.44000000006,452978.0,41815.0,48043.12,75624.40000000002,69448.40000000001,47801.52,55539.92,42339.0,42577.64,68508.68,54993.91999999999,155890.84,143490.16,153302.16,153394.68,152998.48,153884.88,155858.96,151311.2,159452.63999999998,156392.12
26,105305.0,70159.0,87326.5,117719.5,156607.99999999997,126118.5,69683.0,196978.5,213710.0,93387.0,466468.5,575526.0,587377.0,730472.0,628117.5,650419.0,707785.5,539197.5,409099.0,516507.0,48035.0,48124.0,82639.5,74269.5,64663.0,55714.0,42030.5,42464.0,74397.0,67287.5,155291.5,152536.0,155093.0,155050.0,154918.0,153854.0,155314.0,152264.0,162146.0,159847.5
27,103383.64,80718.16,97783.04000000001,127457.20000000001,170212.19999999995,135535.12000000032,69116.64,205331.16,211266.52,99736.4,567360.1600000001,614224.64,692856.5599999999,748110.72,703141.0399999999,761217.7199999997,734513.0,612261.0399999996,477147.2,556165.0,55203.0,66108.23999999999,102277.6,83085.2,67170.48,74664.48,45686.0,41940.8,74555.24,67269.48,158209.19999999998,154122.44,155169.84,159669.60000000003,160051.44,157066.4,156316.59999999998,157346.2,161212.8,161916.72
28,130268.60000000003,104315.4,116789.2,129806.09999999999,191708.39999999997,158702.71999999997,72165.60000000002,207149.80000000002,217914.96,107249.60000000006,627091.62,734939.1600000003,744275.7599999999,812605.9999999999,765892.7200000002,794347.9199999999,783975.0,676441.24,521349.72,629987.0,66156.0,67005.92,127460.20000000001,105252.68000000001,68566.74,76280.16,47810.0,47892.88,86112.96000000002,68665.74,164722.22,152854.88,155959.72,163562.12,157567.34,155380.96,161012.6,157847.0,161932.78,160764.46000000002
29,133900.16,140016.08000000002,130523.8,158922.99999999994,211254.6,176885.84000000003,72280.31999999999,206155.4,252311.8,117616.2,733831.1999999998,803448.0399999999,792256.4,926021.88,816554.9600000002,860747.52,861278.0,714804.2,635437.68,687519.0,66951.0,68751.64,153187.99999999994,138187.36000000025,68294.64,76054.76,54978.0,48138.76,117937.43999999999,68393.64,185655.6,158184.32,161900.08,163229.84,167310.03999999998,161147.80000000002,167258.6,164510.6,160187.48,161393.44
30,184105.84,180128.43999999992,146107.16,213993.1999999999,211536.19999999998,212931.17999999996,82343.32,219494.6,280416.11999999994,119069.24,760068.64,866152.8399999999,900603.86,1015458.76,877661.1,934414.3599999999,976125.0,767377.1,743197.6399999999,762615.0,68937.5,68513.68,175372.0000000001,160327.44000000003,74079.48,81828.36,67158.5,57475.47999999999,153132.84000000005,74178.48,195233.08,162081.83999999994,159277.16,161180.6,176093.88,176995.28000000003,179508.75999999998,167612.70000000004,174018.19999999998,165094.4
31,192727.40000000023,206500.0,145296.0,233312.0,237465.0,246602.40000000002,97210.2,244654.6,328316.1999999998,120852.00000000009,797512.8,929322.2,976184.6,1038153.0,952222.2000000002,1017190.7999999999,1046152.0,821593.2,801921.0000000002,825225.0,68608.0,72401.00000000004,207097.0,171542.60000000006,74276.8,82869.99999999999,68970.0,67046.2,185170.0,74344.8,196761.0,175892.59999999998,166490.6,169800.4,179999.4,195604.6,194786.6,169072.0,184917.19999999998,171931.99999999994
32,214181.63999999996,207154.44,172994.24000000005,248724.6,276271.79999999993,293538.8399999999,103700.80000000002,256892.60000000003,368312.36,141804.44,881729.5199999998,1015780.8999999999,1024463.76,1056167.36,1032038.74,1033002.52,1060462.5,905168.9,869263.36,861161.0,72404.0,73956.76000000001,235147.6000000001,199423.06000000003,82357.58,105560.87999999992,68769.5,68836.8,219480.12000000017,82731.59999999999,197095.56,182423.04,170171.43999999997,174472.11999999997,193050.37999999995,200591.44,195283.56,173469.8,203032.48,195256.59999999998
33,270665.4,208906.28,191805.92,281474.1999999999,289226.2,319394.04000000004,105989.92,295558.2,402275.39999999997,160524.80000000002,959199.72,1037670.16,1053472.72,1065506.72,1053629.04,1053985.24,1078368.0,999296.5599999999,922514.4,928524.0,74022.0,82549.40000000001,236889.0,229904.44000000003,89085.59999999999,139497.83999999976,68482.0,68836.31999999999,235985.8,117087.15999999993,196502.80000000002,190535.12,180854.28,194243.64,192287.08,202298.84,194872.80000000002,171040.0,207025.28,201848.83999999994
34,274236.04,209625.92,208672.13999999998,314266.79999999993,313534.5999999999,365127.88000000006,120409.62,315678.4799999998,404529.04,177586.68,1017469.14,1058008.18,1076573.1999999997,1102263.52,1073648.04,1065608.3599999999,1102919.0,1013771.5199999999,1004540.3600000002,982823.0,79806.0,101932.92000000003,241799.3,236087.6,105439.11999999995,165874.75999999998,74259.0,67982.40000000001,238345.81999999995,149834.24,195439.3,197201.88,183133.2,203888.2,192239.12,201976.80000000002,194163.96,178926.0,207791.68,203336.44
35,275514.80000000005,220009.44,241852.6,380888.9999999995,348211.39999999985,385153.92,166813.12000000005,348121.24,404570.92,180176.8,1018377.4,1156223.32,1132995.16,1169625.7999999993,1107578.6,1109305.96,1125984.0,1042820.96,1064382.7200000002,1042505.0,84767.0,122188.12000000002,263026.20000000007,237666.44,132104.5599999997,185306.79999999996,74435.0,74165.08,255667.28,173408.6799999998,212062.52,232560.72,182115.4,204663.72,200204.2399999999,202375.52,214390.96000000002,181515.0,208165.6,203142.8
36,280206.0,221813.0,289844.6,416180.5,381441.0,388704.9,208119.99999999994,391586.1,410189.2,198933.4,1034761.8,1241991.8,1206802.0999999999,1234159.4,1183154.2000000002,1145054.0,1149267.5,1071264.5,1111402.2,1106508.0,110737.5,137423.00000000003,289668.5,239096.69999999998,170433.49999999997,213352.99999999997,82487.5,74383.2,280070.0999999999,206561.99999999977,229900.0,257919.8,197753.19999999995,204493.0,236816.5999999999,201898.4,228834.0,217029.0,208604.8,216385.5999999999
37,278229.88,262078.12000000008,333046.95999999973,422857.2,401317.6,398045.08,222583.4,392788.68,414962.72000000003,234119.80000000005,1070678.04,1282595.3200000003,1275033.96,1294870.4799999997,1239217.6400000001,1211913.5999999996,1171865.0,1092309.9600000002,1118821.64,1134429.0,130556.0,155704.5600000001,317196.80000000016,241021.24,198678.47999999975,243814.12,91357.0,82412.76,318781.6000000001,235724.4,291910.24000000005,256840.8,226902.56,202943.8,290513.8800000001,200014.92,253207.19999999998,249003.00000000003,208109.32,259929.40000000008
38,284730.6,293964.24,370819.08,428503.1,402276.2,398860.58,239908.74000000014,398757.54,429909.6,248009.52,1113022.8,1383905.9599999995,1337598.3,1365854.1199999999,1314672.8,1302225.4400000002,1180103.0,1173375.38,1153158.08,1142814.0,165395.5,185138.64000000016,335122.5,279929.52000000025,235678.37999999995,244253.07999999996,123439.0,102737.43999999996,359387.2399999999,235747.2,306586.38,268228.6,249552.59999999986,202393.52,303868.24,202889.6,256059.0,280399.1,250936.1600000001,262525.4
39,304972.84,340565.95999999996,386881.88,429306.4,405370.2,418968.03999999986,256892.52,401437.27999999997,444356.16,259286.36000000013,1178249.4799999997,1466727.16,1383705.4,1392392.2,1401130.0000000005,1373730.48,1204828.0,1229375.2,1215249.2,1194637.0,190660.0,206088.64000000004,382794.6,315730.88000000006,235633.8,246251.2,145324.0,128295.83999999994,401034.88,238572.24,308431.08,308456.12,287584.27999999997,214280.88000000012,305961.2,268673.4799999998,291868.16,293235.8,286504.35999999987,269872.5999999998
40,348773.5200000002,374413.3999999999,406890.28,433126.7,411213.0,473197.32,260841.18,402198.98,483339.59999999974,271839.20000000007,1219123.4,1505346.7,1451181.3399999996,1445429.5999999999,1462179.1,1432927.6799999995,1256738.5,1289051.48,1271761.0,1259516.0,201641.0,228841.80000000002,407568.30000000005,343420.52,238417.4,276321.43999999994,163120.0,155280.56,440744.2799999999,247008.9599999999,317527.60000000003,311119.84,302559.44,250395.12,309130.74,307526.44,305339.52,295121.3,313404.52,312598.83999999997
41,389587.8,395940.4,407863.4,442117.0,412959.0,492170.39999999997,295279.8,407924.4,569402.6,336390.40000000014,1267204.0,1542385.6,1519623.7999999998,1477119.9999999998,1505457.2000000002,1498257.7999999998,1261808.0,1354173.8000000003,1338681.8000000012,1331070.0,222191.0,236107.0,428253.0,368927.00000000006,243391.99999999983,291741.0,191820.0,188870.40000000002,485294.4,264784.7999999999,350383.7999999999,315006.8000000001,305684.5999999999,301256.8,313551.8,309343.2,307186.4,300439.0,315991.4,315523.8
42,390807.88,396444.88,408964.74,447977.8,421987.2,519071.88,341303.74,409214.62,595865.88,369268.64,1315012.72,1581565.4,1576345.72,1515603.4,1575700.82,1576077.08,1269268.0,1421861.32,1384723.2,1373569.0,236393.0,237453.32,458478.70000000007,391145.0,274719.11999999994,313408.36,221201.5,220551.27999999985,527189.54,290792.6399999999,391322.1999999998,343605.32,322856.36000000004,314124.04,314128.55999999994,314427.4,332615.7999999997,336169.0,321465.60000000003,319640.6
43,394899.63999999996,403034.2,414411.36,472352.3999999999,428432.0,540887.16,346637.12,410407.96,598116.8,396806.16,1382679.0,1600705.6400000001,1576368.32,1553236.4799999997,1602774.84,1605139.36,1304797.0,1531443.44,1471625.6400000001,1452826.0,236540.0,240028.08000000005,488977.0,421179.0,303412.3599999999,323321.39999999997,236000.0,235977.4,528857.64,324278.24,449572.56,353216.75999999983,350249.64,315854.96,346442.4,357252.2,351776.44000000024,349441.2000000003,361722.36000000004,347861.12
44,397895.6,403247.88,416928.4,521979.1999999998,454936.39999999997,552456.3,380908.78,425657.62,607732.84,400818.52,1414369.78,1622559.32,1582750.78,1584613.3199999998,1605925.32,1603463.76,1345485.5,1594773.7,1524550.6800000002,1538674.0,239104.0,258220.56000000003,521370.6,449659.18,330795.95999999996,369595.19999999995,237946.0,236408.91999999998,529490.44,348199.5199999999,450978.22,395145.12,371925.75999999983,349055.88,350015.23999999993,367366.80000000005,411478.12000000005,392534.6000000001,365463.38,379523.28
45,399737.08,405892.76,419646.6,582175.6,481669.3999999998,566357.08,382782.16,445865.16,626732.4400000001,402205.20000000007,1441586.6,1634995.92,1599837.6,1585150.24,1610260.76,1608845.92,1424064.0,1632413.64,1591333.8,1585198.0,242276.0,273513.48000000004,527321.0,477158.0000000002,346035.67999999993,395062.24,237830.0,238548.44,529061.64,374025.68,456626.16,445199.7999999997,410161.76,360768.95999999996,395960.96,405239.39999999997,448354.08,436182.6,396117.2399999998,424654.5599999997
46,401434.8,405191.0,433679.0,612877.5,535918.9999999993,565510.7,388476.8,457907.9000000001,629207.6,410582.20000000007,1461021.0,1694647.0,1608465.4,1614183.2,1620499.7,1610063.4,1500342.0,1633564.5,1613818.7999999998,1585429.0,262466.0,285615.2,529441.5,508282.40000000026,368990.99999999994,419476.3999999999,239987.0,248630.39999999994,530956.1,408056.6,457846.19999999995,451900.4,443799.6,410942.0000000001,454375.5999999999,450540.2,449924.8,437900.5,450130.00000000006,456350.8
47,406902.76000000007,417692.36,431912.8,614361.2,581309.6,577746.64,389939.4,459823.76,631991.6,437031.6400000009,1555867.36,1754789.3199999998,1618430.56,1618134.24,1633993.88,1628857.4799999997,1535733.0,1645513.64,1631431.4,1614673.0,275098.0,297076.76,540263.6000000001,527556.16,390286.68,452723.9999999999,240734.0,261298.44,531603.24,427293.88,459912.19999999995,453679.04,494262.84,456917.76,455997.48,452219.52,455745.6,449663.5999999999,506261.23999999976,458056.08
48,414503.48,421334.6,453137.9,616077.1,593610.3999999999,579372.78,389039.84,466153.76,637693.84,492630.6000000001,1614873.18,1797538.98,1635725.68,1630088.76,1633697.82,1635285.56,1566646.0,1661167.88,1651904.1600000001,1618639.0,293670.0,315819.44000000006,547097.2,539768.4800000001,410645.68,488752.11999999994,244124.5,274457.16,533298.24,455402.95999999996,462495.3799999999,460648.0,496083.92,458615.04,461974.9,457652.12,470411.7999999998,494031.2000000002,515621.3,465657.2799999999
49,417187.2,453000.60000000003,481316.1999999999,618439.9999999999,594333.2000000001,581890.36,393109.92,507468.8400000001,645580.2,535801.6000000001,1639964.8800000001,1816571.64,1639346.24,1630857.6,1702712.72,1660045.4800000002,1572430.0,1726666.4799999993,1724419.2400000005,1629242.0,307898.0,332492.88,549207.4,547578.68,441204.8,521976.7999999997,243680.0,289142.44,533274.2,500211.95999999996,515562.92,525345.64,501469.56,464062.76,463382.08,468578.6,508317.3600000002,494172.19999999995,518514.56000000006,514899.6
50,458074.7999999999,494434.0800000001,529753.5199999998,628420.7,600895.2,613248.9400000001,393077.19999999995,547646.4,645821.1199999999,537710.76,1647357.0200000003,1816294.68,1727626.0399999993,1684652.2399999998,1757241.6400000001,1728245.8800000004,1641258.0,1774772.58,1755048.8400000015,1640937.0,327738.5,356345.44,549595.7,547579.16,463843.56,533990.64,246388.0,302846.3599999999,538178.84,527081.0,550383.28,525900.8799999999,507654.60000000015,474341.8000000001,526521.6599999999,502048.16000000003,558558.4400000002,528835.8,552375.1,547940.9199999999
51,173,176,177,216,207,202,157,192,239,178,181,203,171,175,177,175,211,181,176,175,61,61,76,74,61,73,72,61,79,62,147,128,133,149,145,143,140,136,149,147
52,239,262,274,319,303,331,220,287,345,254,440,456,426,477,480,451,564,536,510,525,114,125,159,159,128,153,103,107,142,127,216,214,215,205,216,221,198,199,228,212
53,43601,45739,45785,58795,57798,55098,39402,48568,63022,43357,48199,49062,45302,46132,46723,46627,56611,48188,46452,46009,16209,16209,19264,17578,16209,18528,18458,16209,20013,16309,38458,35601,35702,38792,38036,37386,36805,36303,38626,38458
54,552255,576651,620510,689416,674055,668215,448882,632859,710228,586198,1700320,1865625,1837893,1769803,1836353,1840950,1758885,1853243,1859725,1761983,367905,400496,570569,565125,501372,562387,281824,331974,560105,558327,619523,611786,603041,568625,616345,611759,626990,614570,637762,618780
